구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,sales_type,age,year
BMW - X4 2.0,1,3,7,9,0,0,0,0,0,0,0,0,20,개인-여자,50~59,2021
BMW - X4 M,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
BMW - X4 M40,1,1,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
BMW - X5 3.0d,2,1,2,3,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2021
BMW - X5 4.0,3,1,4,1,0,0,0,0,0,0,0,0,9,개인-여자,50~59,2021
BMW - X5 4.5e,1,4,1,3,0,0,0,0,0,0,0,0,9,개인-여자,50~59,2021
BMW - X6 3.0d,0,1,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
BMW - X6 4.0,5,3,1,3,0,0,0,0,0,0,0,0,12,개인-여자,50~59,2021
BMW - X6 M50,1,0,0,2,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
BMW - X7 4.0,1,3,3,6,0,0,0,0,0,0,0,0,13,개인-여자,50~59,2021
BMW - X7 4.0d,1,0,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
BMW - Z4 2.0,0,0,1,2,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
BMW - i3,1,0,1,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Bentley - Continental GT V8,0,0,0,2,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Bentley - Flying Spur V8,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Cadillac - CT5,0,1,2,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Cadillac - CT6,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Cadillac - Escalade,1,0,1,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Cadillac - XT4,0,0,3,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Cadillac - XT5 3.6,1,0,1,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Chevrolet - Bolt EV,0,1,6,7,0,0,0,0,0,0,0,0,14,개인-여자,50~59,2021
Chevrolet - Camaro SS,0,0,2,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Chevrolet - Colorado,38,17,17,10,0,0,0,0,0,0,0,0,82,개인-여자,50~59,2021
Chevrolet - Equinox,17,19,1,0,0,0,0,0,0,0,0,0,37,개인-여자,50~59,2021
Chevrolet - Traverse,5,8,10,14,0,0,0,0,0,0,0,0,37,개인-여자,50~59,2021
Chrysler - Jeep Cherokee 2.4,1,6,28,25,0,0,0,0,0,0,0,0,60,개인-여자,50~59,2021
Chrysler - Jeep Cherokee 3.2,0,0,0,2,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Chrysler - Jeep Gladiator,1,3,1,1,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2021
Chrysler - Jeep Grand Cherokee 3.6,5,1,17,13,0,0,0,0,0,0,0,0,36,개인-여자,50~59,2021
Chrysler - Jeep Renegade 2.4,24,12,31,24,0,0,0,0,0,0,0,0,91,개인-여자,50~59,2021
Chrysler - Jeep Wrangler Rubicon 2.0,1,1,2,3,0,0,0,0,0,0,0,0,7,개인-여자,50~59,2021
Chrysler - Jeep Wrangler Rubicon Unlimited 2.0,4,4,9,5,0,0,0,0,0,0,0,0,22,개인-여자,50~59,2021
Chrysler - Jeep Wrangler Sahara Unlimited 2.0,2,1,6,6,0,0,0,0,0,0,0,0,15,개인-여자,50~59,2021
Citroen - C3 Aircross 1.5 BLUe-HDi,1,0,1,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Citroen - C4 Cactus 1.5 BLUe-HDi,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Citroen - C5 Aircross 1.5 BLUe-HDi,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Ford - Expedition,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Ford - Explorer 2.3,10,8,10,9,0,0,0,0,0,0,0,0,37,개인-여자,50~59,2021
Ford - Explorer 3.0,0,1,0,2,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Ford - Explorer 3.0 PHEV,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Ford - Mondeo 2.0 TDCi,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Ford - Mustang Convertible,0,0,0,2,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Ford - Mustang Coupe,0,2,0,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Ford - Mustang GT Coupe,0,3,0,1,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2021
Ford - Ranger Raptor,0,0,0,5,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2021
Ford - Ranger Wildtrak,0,0,0,6,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2021
Honda - Accord 1.5T,0,2,3,3,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2021
Honda - Accord 2.0T,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Honda - Accord Hybrid,0,6,5,1,0,0,0,0,0,0,0,0,12,개인-여자,50~59,2021
Honda - CR-V,3,0,5,4,0,0,0,0,0,0,0,0,12,개인-여자,50~59,2021
Honda - CR-V Hybrid,0,4,4,6,0,0,0,0,0,0,0,0,14,개인-여자,50~59,2021
Jaguar - E-PACE D180,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Jaguar - E-PACE P250,1,0,1,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Jaguar - F-TYPE P300 Convertible,1,0,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Jaguar - I-PACE EV400,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Jaguar - XE P250,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Jaguar - XF 20d,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Jaguar - XF 25t,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Land Rover - Defender 110 D240,1,1,2,0,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2021
Land Rover - Discovery Sport D150,3,0,3,0,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2021
Land Rover - Discovery Sport D180,1,1,1,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Land Rover - Discovery Sport P250,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Land Rover - Range Rover 5.0 SC,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Land Rover - Range Rover 5.0 SC SVA,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Land Rover - Range Rover Evoque D150,1,1,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Land Rover - Range Rover Evoque P250,0,0,0,5,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2021
Land Rover - Range Rover Sport P360,0,1,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Land Rover - Range Rover Velar D240,0,0,3,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Land Rover - Range Rover Velar D300,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Land Rover - Range Rover Velar P380,0,1,1,2,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2021
Lexus - CT200h,0,2,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Lexus - ES300h,24,31,46,37,0,0,0,0,0,0,0,0,138,개인-여자,50~59,2021
Lexus - LS500h,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Lexus - NX300h,3,5,3,4,0,0,0,0,0,0,0,0,15,개인-여자,50~59,2021
Lexus - RX450h,2,2,6,4,0,0,0,0,0,0,0,0,14,개인-여자,50~59,2021
Lexus - RX450hL,0,0,1,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Lexus - UX250h,7,8,9,13,0,0,0,0,0,0,0,0,37,개인-여자,50~59,2021
Lincoln - Aviator 3.0,5,6,3,5,0,0,0,0,0,0,0,0,19,개인-여자,50~59,2021
Lincoln - Aviator 3.0 PHEV,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Lincoln - Corsair 2.0,10,0,5,4,0,0,0,0,0,0,0,0,19,개인-여자,50~59,2021
Lincoln - MKZ Hybrid,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Lincoln - Nautilus 2.7,3,1,6,9,0,0,0,0,0,0,0,0,19,개인-여자,50~59,2021
MINI - MINI Cooper,6,5,8,18,0,0,0,0,0,0,0,0,37,개인-여자,50~59,2021
MINI - MINI Cooper Clubman,5,12,9,9,0,0,0,0,0,0,0,0,35,개인-여자,50~59,2021
MINI - MINI Cooper Convertible,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
MINI - MINI Cooper Countryman,6,10,20,14,0,0,0,0,0,0,0,0,50,개인-여자,50~59,2021
MINI - MINI Cooper D Countryman ALL4,4,1,2,1,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2021
MINI - MINI Cooper S,1,5,4,0,0,0,0,0,0,0,0,0,10,개인-여자,50~59,2021
MINI - MINI Cooper S Clubman,1,0,1,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
MINI - MINI Cooper S Convertible,1,0,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
MINI - MINI Cooper S Countryman ALL4,0,0,6,2,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2021
MINI - MINI Cooper S five-door,1,2,2,0,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2021
MINI - MINI Cooper SD Countryman ALL4,0,0,1,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
MINI - MINI Cooper five-door,13,13,7,19,0,0,0,0,0,0,0,0,52,개인-여자,50~59,2021
MINI - MINI John Cooper Works,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
MINI - MINI John Cooper Works Clubman ALL4,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
MINI - MINI John Cooper Works Convertible,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
MINI - MINI John Cooper Works Countryman ALL4,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Maserati - Ghibli,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Maserati - Levante,1,1,0,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Mercedes-Benz - A 200 d,1,1,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Mercedes-Benz - A 220,10,9,7,2,0,0,0,0,0,0,0,0,28,개인-여자,50~59,2021
Mercedes-Benz - A 220 sedan,24,26,26,27,0,0,0,0,0,0,0,0,103,개인-여자,50~59,2021
Mercedes-Benz - A 250 4MATIC,2,1,1,1,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2021
Mercedes-Benz - C 200,4,9,4,21,0,0,0,0,0,0,0,0,38,개인-여자,50~59,2021
Mercedes-Benz - C 200 Cabriolet,0,0,0,4,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2021
Mercedes-Benz - C 200 Coupe,2,0,1,2,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2021
Mercedes-Benz - C 220 d 4MATIC,12,2,0,0,0,0,0,0,0,0,0,0,14,개인-여자,50~59,2021
Mercedes-Benz - CLA 250 4MATIC,6,0,0,0,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2021
Mercedes-Benz - CLS 450 4MATIC,14,10,28,26,0,0,0,0,0,0,0,0,78,개인-여자,50~59,2021
Mercedes-Benz - E 220 d,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Mercedes-Benz - E 220 d 4MATIC,8,3,0,0,0,0,0,0,0,0,0,0,11,개인-여자,50~59,2021
Mercedes-Benz - E 250,86,58,114,102,0,0,0,0,0,0,0,0,360,개인-여자,50~59,2021
Mercedes-Benz - E 300 e 4MATIC,22,19,16,23,0,0,0,0,0,0,0,0,80,개인-여자,50~59,2021
Mercedes-Benz - E 350 4MATIC,58,38,36,51,0,0,0,0,0,0,0,0,183,개인-여자,50~59,2021
Mercedes-Benz - E 450 4MATIC,0,7,24,13,0,0,0,0,0,0,0,0,44,개인-여자,50~59,2021
Mercedes-Benz - E 450 4MATIC Cabriolet,0,0,4,1,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2021
Mercedes-Benz - E 450 4MATIC Coupe,0,1,4,3,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2021
Mercedes-Benz - EQC 400 4MATIC,0,0,3,4,0,0,0,0,0,0,0,0,7,개인-여자,50~59,2021
Mercedes-Benz - G 400 d,0,0,0,3,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Mercedes-Benz - GLA 220,0,15,18,7,0,0,0,0,0,0,0,0,40,개인-여자,50~59,2021
Mercedes-Benz - GLA 250 4MATIC,9,3,9,5,0,0,0,0,0,0,0,0,26,개인-여자,50~59,2021
Mercedes-Benz - GLB 200 d,3,0,0,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Mercedes-Benz - GLB 220,3,18,4,3,0,0,0,0,0,0,0,0,28,개인-여자,50~59,2021
Mercedes-Benz - GLB 250 4MATIC,9,20,23,17,0,0,0,0,0,0,0,0,69,개인-여자,50~59,2021
Mercedes-Benz - GLC 220 d 4MATIC,0,0,7,6,0,0,0,0,0,0,0,0,13,개인-여자,50~59,2021
Mercedes-Benz - GLC 220 d 4MATIC Coupe,0,0,12,3,0,0,0,0,0,0,0,0,15,개인-여자,50~59,2021
Mercedes-Benz - GLC 300 4MATIC,0,0,3,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Mercedes-Benz - GLC 300 4MATIC Coupe,0,0,11,5,0,0,0,0,0,0,0,0,16,개인-여자,50~59,2021
Mercedes-Benz - GLC 300 e 4MATIC,13,12,23,10,0,0,0,0,0,0,0,0,58,개인-여자,50~59,2021
Mercedes-Benz - GLC 300 e 4MATIC Coupe,12,8,15,6,0,0,0,0,0,0,0,0,41,개인-여자,50~59,2021
Mercedes-Benz - GLE 300 d 4MATIC,0,3,4,3,0,0,0,0,0,0,0,0,10,개인-여자,50~59,2021
Mercedes-Benz - GLE 400 d 4MATIC Coupe,0,12,8,5,0,0,0,0,0,0,0,0,25,개인-여자,50~59,2021
Mercedes-Benz - GLE 450 4MATIC,1,0,0,21,0,0,0,0,0,0,0,0,22,개인-여자,50~59,2021
Mercedes-Benz - GLS 400 d 4MATIC,2,0,2,0,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG A 35 4MATIC,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG A 45 4MATIC,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG C 63 S Coupe,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG CLS 53 4MATIC +,2,0,1,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG E 53 4MATIC + Coupe,0,0,2,2,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG G 63,5,5,3,0,0,0,0,0,0,0,0,0,13,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG GLB 35 4MATIC,0,3,4,1,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG GLC 43 4MATIC,0,0,1,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG GLC 43 4MATIC Coupe,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG GLE 53 4MATIC +,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG GLE 53 4MATIC + Coupe,0,0,0,6,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG GT 43 4MATIC +,0,0,0,8,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2021
Mercedes-Benz - Mercedes-AMG GT 63 S 4MATIC,1,0,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Mercedes-Benz - S 350 d 4MATIC,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Mercedes-Benz - S 400 d 4MATIC,0,0,0,8,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2021
Mercedes-Benz - S 450 4MATIC L,1,2,1,0,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2021
Mercedes-Benz - S 560 4MATIC L,1,1,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Mercedes-Benz - S 580 4MATIC,0,0,0,3,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Peugeot - 2008 1.5 BLUe-HDi,0,1,7,3,0,0,0,0,0,0,0,0,11,개인-여자,50~59,2021
Peugeot - 3008 1.5 BLUe-HDi,4,1,6,5,0,0,0,0,0,0,0,0,16,개인-여자,50~59,2021
Peugeot - 3008 GT 2.0 BLUe-HDi,1,1,1,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Peugeot - 5008 1.5 BLUe-HDi,2,1,0,3,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2021
Peugeot - 508 1.5 BLUe-HDi,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Peugeot - 508 2.0 BLUe-HDi,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Peugeot - e-2008 Electric,0,0,5,1,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2021
Peugeot - e-208 Electric,0,0,1,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Porsche - 718 Boxster GTS 4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Porsche - 718 Boxster S,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Porsche - 718 Cayman GTS 4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Porsche - 911 Carrera 4S,1,0,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2021
Porsche - 911 Carrera Cabriolet,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Porsche - 911 Carrera S Cabriolet,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Porsche - Cayenne,5,6,3,3,0,0,0,0,0,0,0,0,17,개인-여자,50~59,2021
Porsche - Cayenne Coupe,4,3,4,6,0,0,0,0,0,0,0,0,17,개인-여자,50~59,2021
Porsche - Cayenne E-Hybrid,0,2,0,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Porsche - Cayenne E-Hybrid Coupe,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Porsche - Macan,0,5,2,3,0,0,0,0,0,0,0,0,10,개인-여자,50~59,2021
Porsche - Macan GTS,1,4,0,2,0,0,0,0,0,0,0,0,7,개인-여자,50~59,2021
Porsche - Panamera 4,0,0,2,3,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2021
Porsche - Panamera GTS,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Porsche - Taycan 4S,0,0,1,3,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2021
Toyota - Avalon Hybrid,0,2,2,0,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2021
Toyota - Camry,3,1,1,1,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2021
Toyota - Camry Hybrid,11,14,19,7,0,0,0,0,0,0,0,0,51,개인-여자,50~59,2021
Toyota - GR Supra,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Toyota - Prius,3,3,6,6,0,0,0,0,0,0,0,0,18,개인-여자,50~59,2021
Toyota - Prius C,2,3,1,1,0,0,0,0,0,0,0,0,7,개인-여자,50~59,2021
Toyota - RAV4,2,1,2,0,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2021
Toyota - RAV4-HV,8,12,19,7,0,0,0,0,0,0,0,0,46,개인-여자,50~59,2021
Toyota - Sienna Hybrid,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Volkswagen - Arteon 2.0 TDI,15,5,9,7,0,0,0,0,0,0,0,0,36,개인-여자,50~59,2021
Volkswagen - Arteon 2.0 TDI 4Motion,5,5,2,0,0,0,0,0,0,0,0,0,12,개인-여자,50~59,2021
Volkswagen - Jetta 1.4 TSI,0,69,30,0,0,0,0,0,0,0,0,0,99,개인-여자,50~59,2021
Volkswagen - Passat GT 2.0 TDI,3,5,13,15,0,0,0,0,0,0,0,0,36,개인-여자,50~59,2021
Volkswagen - Passat GT 2.0 TDI 4Motion,0,1,2,1,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2021
Volkswagen - T-Roc 2.0 TDI,0,9,7,12,0,0,0,0,0,0,0,0,28,개인-여자,50~59,2021
Volkswagen - Tiguan Allspace 2.0 TDI,18,24,8,13,0,0,0,0,0,0,0,0,63,개인-여자,50~59,2021
Volkswagen - Touareg 3.0 TDI,4,1,0,0,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2021
Volkswagen - Touareg 4.0 TDI,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Volvo - S60 B5,19,11,17,11,0,0,0,0,0,0,0,0,58,개인-여자,50~59,2021
Volvo - S90 B5,12,14,10,11,0,0,0,0,0,0,0,0,47,개인-여자,50~59,2021
Volvo - S90 B6 AWD,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Volvo - S90 T8 AWD,1,0,2,1,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2021
Volvo - V60CC B5 AWD,5,3,5,4,0,0,0,0,0,0,0,0,17,개인-여자,50~59,2021
Volvo - V90CC B5 AWD,1,0,0,5,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2021
Volvo - XC40 B4 AWD,18,14,17,27,0,0,0,0,0,0,0,0,76,개인-여자,50~59,2021
Volvo - XC60 B5 AWD,0,0,0,4,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2021
Volvo - XC60 B6 AWD,0,0,0,3,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2021
Volvo - XC60 T8 AWD,23,26,8,1,0,0,0,0,0,0,0,0,58,개인-여자,50~59,2021
Volvo - XC90 B6 AWD,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2021
Volvo - XC90 T8 AWD,3,3,4,2,0,0,0,0,0,0,0,0,12,개인-여자,50~59,2021
Audi - A4 40 TFSI,3,2,6,4,0,0,0,0,0,0,0,0,15,개인-여자,60~69,2021
Audi - A4 45 TFSI quattro,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
Audi - A5 Coupe 45 TFSI quattro,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
Audi - A5 Sportback 40 TFSI quattro,0,0,1,2,0,0,0,0,0,0,0,0,3,개인-여자,60~69,2021
Audi - A5 Sportback 45 TFSI quattro,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
Audi - A6 40 TDI,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
Audi - A6 40 TDI quattro,2,2,1,1,0,0,0,0,0,0,0,0,6,개인-여자,60~69,2021
Audi - A6 45 TDI quattro,1,0,1,0,0,0,0,0,0,0,0,0,2,개인-여자,60~69,2021
Audi - A6 45 TFSI,5,10,10,6,0,0,0,0,0,0,0,0,31,개인-여자,60~69,2021
Audi - A6 45 TFSI quattro,5,5,7,3,0,0,0,0,0,0,0,0,20,개인-여자,60~69,2021
Audi - A7 45 TDI quattro,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
Audi - A7 55 TFSI quattro,0,2,0,0,0,0,0,0,0,0,0,0,2,개인-여자,60~69,2021
Audi - A8 L 50 TDI quattro,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
Audi - A8 L 55 TFSI quattro,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
Audi - Q5 40 TDI quattro,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
Audi - Q8 45 TDI quattro,0,1,1,0,0,0,0,0,0,0,0,0,2,개인-여자,60~69,2021
Audi - Q8 50 TDI quattro,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
Audi - Q8 55 TFSI quattro,0,0,2,0,0,0,0,0,0,0,0,0,2,개인-여자,60~69,2021
Audi - SQ5 TDI,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
Audi - e-tron 55 quattro,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
BMW - 118d Urban,5,4,3,2,0,0,0,0,0,0,0,0,14,개인-여자,60~69,2021
BMW - 218d Gran Coupe,1,0,0,1,0,0,0,0,0,0,0,0,2,개인-여자,60~69,2021
BMW - 320,3,2,9,7,0,0,0,0,0,0,0,0,21,개인-여자,60~69,2021
BMW - 320 Touring,0,0,1,1,0,0,0,0,0,0,0,0,2,개인-여자,60~69,2021
BMW - 320d Touring,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
BMW - 330e,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
BMW - 420 Coupe,0,0,2,0,0,0,0,0,0,0,0,0,2,개인-여자,60~69,2021
BMW - 520,9,7,6,2,0,0,0,0,0,0,0,0,24,개인-여자,60~69,2021
BMW - 523d,0,2,0,0,0,0,0,0,0,0,0,0,2,개인-여자,60~69,2021
BMW - 523d xDrive,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,60~69,2021
BMW - 530,2,6,2,2,0,0,0,0,0,0,0,0,12,개인-여자,60~69,2021
BMW - 530 xDrive,6,3,0,1,0,0,0,0,0,0,0,0,10,개인-여자,60~69,2021
BMW - 530e,5,1,5,4,0,0,0,0,0,0,0,0,15,개인-여자,60~69,2021
BMW - 620d Gran Turismo,0,0,3,1,0,0,0,0,0,0,0,0,4,개인-여자,60~69,2021
BMW - 620d xDrive Gran Turismo,1,0,0,1,0,0,0,0,0,0,0,0,2,개인-여자,60~69,2021
BMW - 630 xDrive Gran Turismo,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
BMW - 640 xDrive Gran Turismo,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
BMW - 730Ld xDrive,2,0,1,0,0,0,0,0,0,0,0,0,3,개인-여자,60~69,2021
BMW - 730d xDrive,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
BMW - 740,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,60~69,2021
BMW - 740Li xDrive,2,3,0,1,0,0,0,0,0,0,0,0,6,개인-여자,60~69,2021
BMW - 745e,0,0,4,0,0,0,0,0,0,0,0,0,4,개인-여자,60~69,2021
