구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,area,sales_type,age,year
Toyota,41,42,72,64,39,54,45,52,39,55,60,64,627,서울,개인,50~59,2018
Volkswagen,0,0,7,18,59,31,26,36,6,1,34,25,243,서울,개인,50~59,2018
Volvo,22,16,15,24,18,18,27,22,22,15,17,12,228,서울,개인,50~59,2018
Audi,0,0,0,27,20,9,14,16,4,1,2,8,101,서울,개인,60~69,2018
BMW,51,41,69,50,30,34,33,7,10,15,14,22,376,서울,개인,60~69,2018
Bentley,0,1,0,2,0,0,0,0,0,0,0,0,3,서울,개인,60~69,2018
Cadillac,2,1,1,2,0,3,5,1,1,2,2,9,29,서울,개인,60~69,2018
Chrysler,1,1,5,10,3,5,3,6,15,6,7,4,66,서울,개인,60~69,2018
Citroen,0,0,0,1,0,0,0,0,0,0,1,0,2,서울,개인,60~69,2018
Ford,9,12,14,17,9,17,16,12,4,6,8,9,133,서울,개인,60~69,2018
Honda,9,4,14,9,13,9,5,10,16,8,12,16,125,서울,개인,60~69,2018
Infiniti,2,0,4,1,4,1,1,2,1,2,2,0,20,서울,개인,60~69,2018
Jaguar,2,3,3,1,4,3,0,1,2,1,3,1,24,서울,개인,60~69,2018
Land Rover,10,10,17,6,11,10,3,10,7,1,3,5,93,서울,개인,60~69,2018
Lexus,35,26,32,25,25,32,25,15,5,66,70,51,407,서울,개인,60~69,2018
MINI,2,2,10,4,4,10,8,2,3,8,4,4,61,서울,개인,60~69,2018
Maserati,0,1,1,1,0,0,2,0,1,0,0,0,6,서울,개인,60~69,2018
Mercedes-Benz,172,110,139,136,116,108,57,53,27,115,99,110,"1,242",서울,개인,60~69,2018
Nissan,4,5,2,9,4,5,3,4,5,6,2,5,54,서울,개인,60~69,2018
Peugeot,2,4,3,0,1,1,1,4,0,1,1,2,20,서울,개인,60~69,2018
Porsche,7,1,4,6,3,5,4,7,1,2,8,2,50,서울,개인,60~69,2018
Rolls-Royce,0,0,1,0,0,0,0,0,0,0,0,0,1,서울,개인,60~69,2018
Toyota,14,24,33,35,32,23,28,28,12,23,28,26,306,서울,개인,60~69,2018
Volkswagen,0,0,2,14,17,16,10,15,2,0,10,8,94,서울,개인,60~69,2018
Volvo,13,4,8,14,11,7,10,18,7,6,14,9,121,서울,개인,60~69,2018
Audi,0,0,0,3,3,2,2,0,0,0,1,1,12,서울,개인,70~,2018
BMW,17,6,8,14,7,8,7,3,4,4,4,6,88,서울,개인,70~,2018
Bentley,0,0,1,0,0,0,0,0,1,0,0,0,2,서울,개인,70~,2018
Cadillac,0,0,1,1,0,0,0,0,0,3,1,0,6,서울,개인,70~,2018
Chrysler,0,0,0,0,1,2,2,0,5,2,1,1,14,서울,개인,70~,2018
Citroen,0,0,0,1,0,0,0,1,1,1,1,0,5,서울,개인,70~,2018
Ford,3,2,2,3,1,2,0,1,3,2,4,2,25,서울,개인,70~,2018
Honda,0,2,5,3,2,2,7,5,1,2,2,1,32,서울,개인,70~,2018
Infiniti,0,0,1,1,0,0,0,1,1,0,2,1,7,서울,개인,70~,2018
Jaguar,0,0,2,0,0,1,0,0,1,1,0,1,6,서울,개인,70~,2018
Land Rover,2,1,3,2,6,4,2,0,3,0,0,1,24,서울,개인,70~,2018
Lexus,5,7,13,6,2,8,6,2,3,25,18,15,110,서울,개인,70~,2018
MINI,0,0,3,0,3,0,3,0,2,2,1,0,14,서울,개인,70~,2018
Maserati,0,0,0,0,0,0,0,0,1,0,0,0,1,서울,개인,70~,2018
Mercedes-Benz,62,42,45,45,41,36,21,15,15,38,31,20,411,서울,개인,70~,2018
Nissan,2,2,3,1,2,0,0,0,1,0,0,0,11,서울,개인,70~,2018
Peugeot,0,0,0,1,0,2,0,0,1,0,0,0,4,서울,개인,70~,2018
Porsche,2,0,1,1,0,1,1,1,1,1,1,0,10,서울,개인,70~,2018
Rolls-Royce,0,0,0,0,0,0,0,1,0,0,0,0,1,서울,개인,70~,2018
Toyota,6,2,9,6,5,7,7,10,6,6,6,10,80,서울,개인,70~,2018
Volkswagen,0,0,0,4,9,5,4,3,4,0,3,3,35,서울,개인,70~,2018
Volvo,4,1,1,6,8,5,3,2,3,2,5,3,43,서울,개인,70~,2018
BMW,0,0,1,0,0,0,0,0,0,1,0,0,2,서울,개인-남자,~19,2018
Ford,0,0,0,0,0,0,1,1,0,0,0,0,2,서울,개인-남자,~19,2018
Honda,1,0,0,0,0,0,0,0,0,0,0,0,1,서울,개인-남자,~19,2018
Land Rover,0,0,0,0,0,0,0,0,1,0,0,0,1,서울,개인-남자,~19,2018
Mercedes-Benz,0,0,0,0,0,1,0,0,0,0,0,0,1,서울,개인-남자,~19,2018
Volkswagen,0,0,0,0,0,0,1,0,0,0,0,0,1,서울,개인-남자,~19,2018
Audi,0,0,0,8,2,5,12,15,4,6,12,1,65,서울,개인-남자,20~29,2018
BMW,40,65,62,70,67,41,37,32,12,28,31,42,527,서울,개인-남자,20~29,2018
Cadillac,2,0,0,1,0,1,0,3,1,1,0,1,10,서울,개인-남자,20~29,2018
Chrysler,0,5,1,1,2,3,4,7,7,3,4,3,40,서울,개인-남자,20~29,2018
Citroen,0,0,0,0,0,0,1,3,2,0,1,0,7,서울,개인-남자,20~29,2018
Ford,1,2,2,11,2,7,2,5,2,6,1,4,45,서울,개인-남자,20~29,2018
Honda,2,3,3,3,1,1,2,3,7,7,8,0,40,서울,개인-남자,20~29,2018
Infiniti,0,1,3,0,4,1,2,2,1,1,4,2,21,서울,개인-남자,20~29,2018
Jaguar,1,5,9,1,0,4,2,3,3,1,0,1,30,서울,개인-남자,20~29,2018
Land Rover,3,2,2,2,6,5,2,5,4,2,0,0,33,서울,개인-남자,20~29,2018
Lexus,3,3,4,4,3,1,1,5,1,3,4,3,35,서울,개인-남자,20~29,2018
MINI,0,5,9,4,5,4,6,7,8,15,4,2,69,서울,개인-남자,20~29,2018
Maserati,1,2,0,0,1,0,0,3,2,1,1,0,11,서울,개인-남자,20~29,2018
Mercedes-Benz,29,30,29,57,25,25,17,11,10,41,28,29,331,서울,개인-남자,20~29,2018
Nissan,1,1,7,2,1,2,0,1,0,1,1,0,17,서울,개인-남자,20~29,2018
Peugeot,1,3,0,2,2,1,2,2,0,1,0,0,14,서울,개인-남자,20~29,2018
Porsche,3,4,2,3,3,3,2,5,0,5,1,3,34,서울,개인-남자,20~29,2018
Toyota,2,4,12,12,10,6,8,4,9,13,17,4,101,서울,개인-남자,20~29,2018
Volkswagen,0,0,0,0,10,7,18,22,0,0,11,4,72,서울,개인-남자,20~29,2018
Volvo,2,3,1,3,2,2,2,2,3,2,2,0,24,서울,개인-남자,20~29,2018
Audi,5,0,1,90,53,51,53,79,6,17,41,13,409,서울,개인-남자,30~39,2018
BMW,252,360,316,346,280,199,188,114,90,102,120,158,"2,525",서울,개인-남자,30~39,2018
Bentley,1,0,0,0,0,0,0,0,0,0,0,0,1,서울,개인-남자,30~39,2018
Cadillac,1,4,2,1,4,4,4,11,12,13,7,7,70,서울,개인-남자,30~39,2018
Chrysler,7,13,17,20,17,18,10,19,45,18,29,20,233,서울,개인-남자,30~39,2018
Citroen,2,3,3,1,4,2,9,11,4,7,3,0,49,서울,개인-남자,30~39,2018
Ford,23,22,24,26,30,34,21,33,21,24,26,25,309,서울,개인-남자,30~39,2018
Honda,10,14,32,9,15,24,25,35,45,45,56,32,342,서울,개인-남자,30~39,2018
Infiniti,15,11,14,10,13,10,11,7,6,7,8,10,122,서울,개인-남자,30~39,2018
Jaguar,13,12,26,4,2,12,2,13,12,5,2,6,109,서울,개인-남자,30~39,2018
Lamborghini,0,1,0,0,0,0,0,0,0,0,0,0,1,서울,개인-남자,30~39,2018
Land Rover,18,27,64,28,35,50,26,45,44,11,4,9,361,서울,개인-남자,30~39,2018
Lexus,39,31,35,19,30,17,23,17,13,44,56,43,367,서울,개인-남자,30~39,2018
MINI,21,23,42,29,20,22,30,29,30,53,26,16,341,서울,개인-남자,30~39,2018
Maserati,0,2,5,4,2,2,0,2,4,0,2,0,23,서울,개인-남자,30~39,2018
Mercedes-Benz,199,192,300,251,144,171,109,71,55,216,226,197,"2,131",서울,개인-남자,30~39,2018
Nissan,11,19,27,12,14,16,11,20,9,14,7,21,181,서울,개인-남자,30~39,2018
Peugeot,8,13,14,14,10,12,5,19,15,11,3,14,138,서울,개인-남자,30~39,2018
Porsche,17,13,19,10,3,13,11,11,9,21,13,5,145,서울,개인-남자,30~39,2018
Rolls-Royce,0,0,0,0,0,0,0,1,0,0,0,0,1,서울,개인-남자,30~39,2018
Toyota,47,59,68,80,66,66,47,56,46,64,80,69,748,서울,개인-남자,30~39,2018
Volkswagen,0,0,8,44,136,106,99,97,19,0,74,86,669,서울,개인-남자,30~39,2018
Volvo,39,11,11,37,37,36,44,45,34,35,46,32,407,서울,개인-남자,30~39,2018
Audi,2,1,0,95,57,54,54,45,2,8,12,21,351,서울,개인-남자,40~49,2018
BMW,158,176,218,216,168,119,124,59,54,84,79,91,"1,546",서울,개인-남자,40~49,2018
Bentley,2,1,0,1,0,0,1,0,0,0,0,0,5,서울,개인-남자,40~49,2018
Cadillac,3,0,3,1,5,2,4,5,3,7,8,9,50,서울,개인-남자,40~49,2018
Chrysler,9,6,24,9,14,24,7,20,35,13,14,22,197,서울,개인-남자,40~49,2018
Citroen,2,4,1,3,5,4,1,6,4,3,5,0,38,서울,개인-남자,40~49,2018
Ford,33,27,39,42,39,34,35,49,25,36,22,35,416,서울,개인-남자,40~49,2018
Honda,16,16,41,22,22,25,33,41,44,42,43,41,386,서울,개인-남자,40~49,2018
Infiniti,8,5,12,17,14,11,11,12,8,6,4,16,124,서울,개인-남자,40~49,2018
Jaguar,10,14,21,7,2,10,11,10,11,2,1,2,101,서울,개인-남자,40~49,2018
Land Rover,19,18,51,30,25,33,28,34,28,11,15,15,307,서울,개인-남자,40~49,2018
Lexus,40,34,52,33,41,39,29,19,8,95,89,52,531,서울,개인-남자,40~49,2018
MINI,17,17,23,16,13,11,27,22,20,34,13,11,224,서울,개인-남자,40~49,2018
Maserati,5,4,2,1,4,2,1,4,5,3,1,1,33,서울,개인-남자,40~49,2018
Mercedes-Benz,164,168,242,194,133,162,78,70,31,186,204,164,"1,796",서울,개인-남자,40~49,2018
Nissan,13,11,25,13,8,27,14,22,21,10,12,14,190,서울,개인-남자,40~49,2018
Peugeot,11,9,13,9,7,11,10,17,6,17,0,5,115,서울,개인-남자,40~49,2018
Porsche,16,8,11,9,16,17,13,19,11,19,13,6,158,서울,개인-남자,40~49,2018
Rolls-Royce,0,0,0,0,1,0,0,0,0,0,0,0,1,서울,개인-남자,40~49,2018
Toyota,59,68,77,71,59,49,68,55,39,54,85,50,734,서울,개인-남자,40~49,2018
Volkswagen,0,0,9,42,76,69,62,68,15,0,45,49,435,서울,개인-남자,40~49,2018
Volvo,25,27,19,49,34,26,44,34,27,29,28,30,372,서울,개인-남자,40~49,2018
Audi,3,0,0,54,35,21,19,17,1,1,3,8,162,서울,개인-남자,50~59,2018
BMW,84,97,114,75,65,52,52,28,18,18,36,41,680,서울,개인-남자,50~59,2018
Bentley,0,0,3,0,1,1,1,0,0,0,0,0,6,서울,개인-남자,50~59,2018
Cadillac,1,3,5,4,3,4,3,5,1,4,3,3,39,서울,개인-남자,50~59,2018
Chrysler,5,10,10,8,11,17,11,16,25,17,15,20,165,서울,개인-남자,50~59,2018
Citroen,0,0,0,0,2,0,0,1,1,2,1,0,7,서울,개인-남자,50~59,2018
Ford,26,19,18,33,24,23,20,18,26,24,18,21,270,서울,개인-남자,50~59,2018
Honda,10,9,15,10,19,10,18,14,27,11,13,17,173,서울,개인-남자,50~59,2018
Infiniti,3,5,4,8,6,4,1,6,3,4,3,13,60,서울,개인-남자,50~59,2018
Jaguar,5,3,16,11,1,2,0,2,1,2,2,0,45,서울,개인-남자,50~59,2018
Land Rover,13,5,25,16,18,25,16,18,9,6,4,9,164,서울,개인-남자,50~59,2018
Lexus,39,35,38,27,33,25,28,16,8,70,69,54,442,서울,개인-남자,50~59,2018
MINI,4,7,15,2,4,6,4,11,11,7,6,6,83,서울,개인-남자,50~59,2018
Maserati,1,1,6,0,2,2,2,4,1,1,0,2,22,서울,개인-남자,50~59,2018
Mercedes-Benz,134,130,160,120,105,89,59,42,20,111,109,89,"1,168",서울,개인-남자,50~59,2018
Nissan,8,9,8,4,8,5,4,13,8,7,6,13,93,서울,개인-남자,50~59,2018
Peugeot,3,6,1,6,4,5,2,8,1,5,1,8,50,서울,개인-남자,50~59,2018
Porsche,11,3,10,5,7,6,7,14,1,6,6,0,76,서울,개인-남자,50~59,2018
Toyota,28,27,48,40,34,38,28,34,22,30,41,47,417,서울,개인-남자,50~59,2018
Volkswagen,0,0,7,15,40,21,18,27,5,1,20,16,170,서울,개인-남자,50~59,2018
Volvo,18,13,9,16,11,11,21,18,14,10,8,8,157,서울,개인-남자,50~59,2018
Audi,0,0,0,20,15,5,9,13,3,1,0,7,73,서울,개인-남자,60~69,2018
BMW,33,29,55,36,21,26,28,6,8,10,12,14,278,서울,개인-남자,60~69,2018
Bentley,0,1,0,2,0,0,0,0,0,0,0,0,3,서울,개인-남자,60~69,2018
Cadillac,2,1,1,2,0,3,5,1,1,1,1,7,25,서울,개인-남자,60~69,2018
Chrysler,1,1,5,7,2,4,3,6,12,6,4,3,54,서울,개인-남자,60~69,2018
Citroen,0,0,0,1,0,0,0,0,0,0,1,0,2,서울,개인-남자,60~69,2018
Ford,7,12,14,16,8,14,15,8,4,5,7,6,116,서울,개인-남자,60~69,2018
Honda,8,4,10,6,10,9,5,5,10,8,10,10,95,서울,개인-남자,60~69,2018
Infiniti,2,0,3,0,4,1,1,0,1,1,2,0,15,서울,개인-남자,60~69,2018
Jaguar,1,3,2,0,2,2,0,0,2,1,0,0,13,서울,개인-남자,60~69,2018
Land Rover,10,8,13,3,10,8,3,10,4,1,3,4,77,서울,개인-남자,60~69,2018
Lexus,22,19,22,16,18,24,19,13,3,44,50,34,284,서울,개인-남자,60~69,2018
MINI,1,0,8,2,4,3,3,0,3,4,2,3,33,서울,개인-남자,60~69,2018
Maserati,0,1,1,0,0,0,1,0,1,0,0,0,4,서울,개인-남자,60~69,2018
Mercedes-Benz,116,73,97,95,73,66,45,37,17,76,59,67,821,서울,개인-남자,60~69,2018
Nissan,3,4,2,8,2,4,3,4,4,6,2,4,46,서울,개인-남자,60~69,2018
Peugeot,2,4,3,0,1,1,0,0,0,1,1,2,15,서울,개인-남자,60~69,2018
Porsche,2,1,3,5,3,3,2,4,1,1,7,1,33,서울,개인-남자,60~69,2018
Rolls-Royce,0,0,1,0,0,0,0,0,0,0,0,0,1,서울,개인-남자,60~69,2018
Toyota,8,18,26,23,21,17,21,17,9,17,24,16,217,서울,개인-남자,60~69,2018
Volkswagen,0,0,1,11,16,14,9,14,2,0,9,6,82,서울,개인-남자,60~69,2018
Volvo,9,4,3,12,7,5,9,13,7,4,11,7,91,서울,개인-남자,60~69,2018
Audi,0,0,0,3,3,1,1,0,0,0,1,0,9,서울,개인-남자,70~,2018
BMW,17,2,7,13,4,6,5,3,3,3,4,4,71,서울,개인-남자,70~,2018
Bentley,0,0,0,0,0,0,0,0,1,0,0,0,1,서울,개인-남자,70~,2018
Cadillac,0,0,1,0,0,0,0,0,0,2,0,0,3,서울,개인-남자,70~,2018
Chrysler,0,0,0,0,1,2,1,0,5,1,1,1,12,서울,개인-남자,70~,2018
Citroen,0,0,0,0,0,0,0,0,1,1,1,0,3,서울,개인-남자,70~,2018
Ford,3,2,2,2,1,2,0,1,3,1,3,2,22,서울,개인-남자,70~,2018
Honda,0,2,4,2,1,2,5,4,1,2,2,1,26,서울,개인-남자,70~,2018
Infiniti,0,0,1,1,0,0,0,0,1,0,1,1,5,서울,개인-남자,70~,2018
Jaguar,0,0,0,0,0,1,0,0,1,1,0,1,4,서울,개인-남자,70~,2018
Land Rover,2,0,2,2,5,3,2,0,3,0,0,1,20,서울,개인-남자,70~,2018
Lexus,4,5,11,3,0,7,3,1,2,18,16,12,82,서울,개인-남자,70~,2018
MINI,0,0,3,0,1,0,2,0,1,1,0,0,8,서울,개인-남자,70~,2018
Maserati,0,0,0,0,0,0,0,0,1,0,0,0,1,서울,개인-남자,70~,2018
Mercedes-Benz,42,31,31,31,27,22,14,11,13,30,22,15,289,서울,개인-남자,70~,2018
Nissan,2,2,2,1,2,0,0,0,1,0,0,0,10,서울,개인-남자,70~,2018
Peugeot,0,0,0,1,0,0,0,0,0,0,0,0,1,서울,개인-남자,70~,2018
Porsche,0,0,0,1,0,1,1,1,1,1,0,0,6,서울,개인-남자,70~,2018
Rolls-Royce,0,0,0,0,0,0,0,1,0,0,0,0,1,서울,개인-남자,70~,2018
Toyota,4,1,9,4,3,5,5,8,4,6,6,6,61,서울,개인-남자,70~,2018
Volkswagen,0,0,0,3,5,5,4,3,4,0,1,3,28,서울,개인-남자,70~,2018
Volvo,4,1,1,5,7,4,1,2,2,2,5,2,36,서울,개인-남자,70~,2018
MINI,0,1,0,0,0,0,0,0,0,0,0,0,1,서울,개인-여자,~19,2018
Audi,0,0,0,2,1,3,3,2,0,0,2,0,13,서울,개인-여자,20~29,2018
BMW,11,21,12,21,19,18,16,8,2,4,13,11,156,서울,개인-여자,20~29,2018
Cadillac,0,0,1,0,0,0,0,0,0,1,0,1,3,서울,개인-여자,20~29,2018
Chrysler,1,4,3,1,2,4,3,3,6,7,3,3,40,서울,개인-여자,20~29,2018
Citroen,0,0,1,0,0,0,0,1,1,1,0,0,4,서울,개인-여자,20~29,2018
Ford,0,1,1,2,0,1,2,1,0,1,1,0,10,서울,개인-여자,20~29,2018
Honda,1,0,2,0,0,0,0,0,0,0,2,0,5,서울,개인-여자,20~29,2018
Infiniti,3,0,2,0,0,2,1,0,0,2,2,1,13,서울,개인-여자,20~29,2018
Jaguar,1,0,3,0,0,1,1,2,0,1,0,0,9,서울,개인-여자,20~29,2018
Land Rover,2,1,4,0,2,4,2,6,2,2,0,0,25,서울,개인-여자,20~29,2018
Lexus,1,0,3,0,2,0,2,3,0,5,3,2,21,서울,개인-여자,20~29,2018
MINI,3,10,15,11,9,10,19,11,18,24,14,10,154,서울,개인-여자,20~29,2018
Maserati,0,0,1,0,2,1,0,1,1,0,1,0,7,서울,개인-여자,20~29,2018
Mercedes-Benz,24,28,19,30,10,20,8,2,8,26,29,14,218,서울,개인-여자,20~29,2018
Nissan,0,1,0,1,0,1,0,0,0,0,1,1,5,서울,개인-여자,20~29,2018
Peugeot,0,2,3,1,0,0,1,0,1,0,0,0,8,서울,개인-여자,20~29,2018
Porsche,2,0,1,1,2,1,0,2,0,3,1,1,14,서울,개인-여자,20~29,2018
Toyota,0,3,1,8,3,2,3,2,5,3,5,3,38,서울,개인-여자,20~29,2018
Volkswagen,0,0,1,2,4,4,3,3,1,0,5,1,24,서울,개인-여자,20~29,2018
Volvo,2,1,1,1,2,0,1,1,1,0,1,1,12,서울,개인-여자,20~29,2018
Audi,0,0,0,22,21,8,23,22,6,4,11,6,123,서울,개인-여자,30~39,2018
BMW,72,102,88,108,58,58,57,26,27,32,44,49,721,서울,개인-여자,30~39,2018
Bentley,0,0,0,1,0,0,0,0,0,1,0,0,2,서울,개인-여자,30~39,2018
Cadillac,1,2,0,1,1,2,0,1,4,2,0,0,14,서울,개인-여자,30~39,2018
Chrysler,6,13,9,9,11,6,11,13,18,11,17,14,138,서울,개인-여자,30~39,2018
Citroen,4,0,0,3,0,1,1,6,4,1,2,0,22,서울,개인-여자,30~39,2018
Ford,8,11,7,5,10,7,12,10,8,3,7,5,93,서울,개인-여자,30~39,2018
Honda,4,5,13,5,6,13,9,14,11,10,11,7,108,서울,개인-여자,30~39,2018
Infiniti,4,7,5,7,1,4,2,7,6,7,1,7,58,서울,개인-여자,30~39,2018
Jaguar,5,11,9,0,0,5,5,3,3,1,1,2,45,서울,개인-여자,30~39,2018
Land Rover,8,5,28,14,10,29,13,27,17,8,3,9,171,서울,개인-여자,30~39,2018
Lexus,22,16,19,15,10,16,7,9,5,28,21,21,189,서울,개인-여자,30~39,2018
MINI,14,31,48,27,18,35,39,44,40,55,24,18,393,서울,개인-여자,30~39,2018
Maserati,1,1,1,2,5,1,2,2,2,0,1,1,19,서울,개인-여자,30~39,2018
Mercedes-Benz,137,133,155,202,133,116,62,42,32,131,128,119,"1,390",서울,개인-여자,30~39,2018
Nissan,5,4,4,4,5,2,4,2,2,5,8,3,48,서울,개인-여자,30~39,2018
Peugeot,5,5,8,3,5,7,4,8,8,0,2,1,56,서울,개인-여자,30~39,2018
Porsche,11,1,8,3,5,8,5,4,1,13,2,1,62,서울,개인-여자,30~39,2018
Rolls-Royce,0,0,0,0,0,0,0,1,0,0,0,0,1,서울,개인-여자,30~39,2018
Toyota,25,24,25,31,43,27,29,40,25,24,46,33,372,서울,개인-여자,30~39,2018
Volkswagen,0,0,1,11,42,26,23,38,7,0,31,13,192,서울,개인-여자,30~39,2018
Volvo,19,6,15,14,17,12,12,19,12,9,9,9,153,서울,개인-여자,30~39,2018
Audi,0,0,0,27,17,18,16,20,1,2,7,9,117,서울,개인-여자,40~49,2018
BMW,45,53,77,67,65,51,35,12,14,21,19,41,500,서울,개인-여자,40~49,2018
Bentley,1,0,0,0,0,0,0,0,0,0,0,0,1,서울,개인-여자,40~49,2018
Cadillac,1,3,0,1,0,0,1,2,1,6,1,4,20,서울,개인-여자,40~49,2018
Chrysler,3,1,2,6,6,3,2,9,14,5,13,13,77,서울,개인-여자,40~49,2018
Citroen,0,0,1,0,0,0,0,1,0,1,2,0,5,서울,개인-여자,40~49,2018
Ford,6,3,10,11,9,10,5,10,8,11,10,8,101,서울,개인-여자,40~49,2018
Honda,1,6,10,3,6,10,9,9,16,13,12,12,107,서울,개인-여자,40~49,2018
Infiniti,0,3,1,5,2,2,1,0,6,4,5,9,38,서울,개인-여자,40~49,2018
Jaguar,2,8,7,1,2,7,1,5,3,1,0,1,38,서울,개인-여자,40~49,2018
Land Rover,14,10,20,13,9,12,14,14,11,6,4,3,130,서울,개인-여자,40~49,2018
Lexus,25,18,41,17,20,20,16,8,8,31,37,24,265,서울,개인-여자,40~49,2018
MINI,7,19,26,14,13,17,26,15,17,20,19,16,209,서울,개인-여자,40~49,2018
Maserati,1,2,1,3,2,0,4,0,1,1,0,1,16,서울,개인-여자,40~49,2018
Mercedes-Benz,128,105,147,133,91,81,62,32,30,113,95,105,"1,122",서울,개인-여자,40~49,2018
Nissan,3,8,8,6,6,8,4,6,6,7,2,6,70,서울,개인-여자,40~49,2018
Peugeot,2,5,7,4,3,5,4,7,6,3,2,2,50,서울,개인-여자,40~49,2018
Porsche,6,5,8,3,6,7,4,7,3,7,5,3,64,서울,개인-여자,40~49,2018
Toyota,13,25,27,30,29,27,22,26,20,21,31,43,314,서울,개인-여자,40~49,2018
Volkswagen,0,0,1,12,24,18,22,14,4,1,9,13,118,서울,개인-여자,40~49,2018
Volvo,14,8,12,11,16,14,9,17,7,16,9,9,142,서울,개인-여자,40~49,2018
Audi,1,0,0,22,7,11,9,11,0,0,2,7,70,서울,개인-여자,50~59,2018
BMW,27,39,41,40,39,11,26,8,7,11,17,25,291,서울,개인-여자,50~59,2018
Bentley,0,0,0,1,0,0,0,0,0,0,0,0,1,서울,개인-여자,50~59,2018
Cadillac,0,0,0,0,1,2,0,3,0,1,0,2,9,서울,개인-여자,50~59,2018
Chrysler,3,1,3,4,6,2,3,5,8,9,4,3,51,서울,개인-여자,50~59,2018
Ford,4,3,3,5,6,7,3,9,6,9,4,2,61,서울,개인-여자,50~59,2018
Honda,4,0,8,5,6,4,3,6,7,6,4,9,62,서울,개인-여자,50~59,2018
Infiniti,1,2,0,1,1,3,1,1,0,1,1,1,13,서울,개인-여자,50~59,2018
Jaguar,0,1,3,2,3,1,3,4,0,2,1,2,22,서울,개인-여자,50~59,2018
Land Rover,4,5,7,7,9,11,7,8,2,6,4,1,71,서울,개인-여자,50~59,2018
Lexus,20,20,13,20,14,14,14,7,7,32,33,17,211,서울,개인-여자,50~59,2018
MINI,4,5,11,10,6,6,7,6,8,7,5,4,79,서울,개인-여자,50~59,2018
Maserati,2,0,0,0,2,4,1,0,0,0,1,2,12,서울,개인-여자,50~59,2018
Mercedes-Benz,95,80,85,84,93,62,58,41,18,92,87,75,870,서울,개인-여자,50~59,2018
Nissan,5,2,6,2,5,4,1,2,2,4,4,6,43,서울,개인-여자,50~59,2018
Peugeot,0,0,0,3,1,1,1,5,1,5,0,1,18,서울,개인-여자,50~59,2018
Porsche,4,4,6,0,2,1,4,3,0,1,3,2,30,서울,개인-여자,50~59,2018
Toyota,13,15,24,24,5,16,17,18,17,25,19,17,210,서울,개인-여자,50~59,2018
Volkswagen,0,0,0,3,19,10,8,9,1,0,14,9,73,서울,개인-여자,50~59,2018
Volvo,4,3,6,8,7,7,6,4,8,5,9,4,71,서울,개인-여자,50~59,2018
Audi,0,0,0,7,5,4,5,3,1,0,2,1,28,서울,개인-여자,60~69,2018
BMW,18,12,14,14,9,8,5,1,2,5,2,8,98,서울,개인-여자,60~69,2018
Cadillac,0,0,0,0,0,0,0,0,0,1,1,2,4,서울,개인-여자,60~69,2018
Chrysler,0,0,0,3,1,1,0,0,3,0,3,1,12,서울,개인-여자,60~69,2018
Ford,2,0,0,1,1,3,1,4,0,1,1,3,17,서울,개인-여자,60~69,2018
Honda,1,0,4,3,3,0,0,5,6,0,2,6,30,서울,개인-여자,60~69,2018
Infiniti,0,0,1,1,0,0,0,2,0,1,0,0,5,서울,개인-여자,60~69,2018
Jaguar,1,0,1,1,2,1,0,1,0,0,3,1,11,서울,개인-여자,60~69,2018
Land Rover,0,2,4,3,1,2,0,0,3,0,0,1,16,서울,개인-여자,60~69,2018
Lexus,13,7,10,9,7,8,6,2,2,22,20,17,123,서울,개인-여자,60~69,2018
MINI,1,2,2,2,0,7,5,2,0,4,2,1,28,서울,개인-여자,60~69,2018
Maserati,0,0,0,1,0,0,1,0,0,0,0,0,2,서울,개인-여자,60~69,2018
Mercedes-Benz,56,37,42,41,43,42,12,16,10,39,40,43,421,서울,개인-여자,60~69,2018
Nissan,1,1,0,1,2,1,0,0,1,0,0,1,8,서울,개인-여자,60~69,2018
Peugeot,0,0,0,0,0,0,1,4,0,0,0,0,5,서울,개인-여자,60~69,2018
Porsche,5,0,1,1,0,2,2,3,0,1,1,1,17,서울,개인-여자,60~69,2018
Toyota,6,6,7,12,11,6,7,11,3,6,4,10,89,서울,개인-여자,60~69,2018
Volkswagen,0,0,1,3,1,2,1,1,0,0,1,2,12,서울,개인-여자,60~69,2018
Volvo,4,0,5,2,4,2,1,5,0,2,3,2,30,서울,개인-여자,60~69,2018
Audi,0,0,0,0,0,1,1,0,0,0,0,1,3,서울,개인-여자,70~,2018
BMW,0,4,1,1,3,2,2,0,1,1,0,2,17,서울,개인-여자,70~,2018
Bentley,0,0,1,0,0,0,0,0,0,0,0,0,1,서울,개인-여자,70~,2018
Cadillac,0,0,0,1,0,0,0,0,0,1,1,0,3,서울,개인-여자,70~,2018
Chrysler,0,0,0,0,0,0,1,0,0,1,0,0,2,서울,개인-여자,70~,2018
Citroen,0,0,0,1,0,0,0,1,0,0,0,0,2,서울,개인-여자,70~,2018
Ford,0,0,0,1,0,0,0,0,0,1,1,0,3,서울,개인-여자,70~,2018
Honda,0,0,1,1,1,0,2,1,0,0,0,0,6,서울,개인-여자,70~,2018
Infiniti,0,0,0,0,0,0,0,1,0,0,1,0,2,서울,개인-여자,70~,2018
Jaguar,0,0,2,0,0,0,0,0,0,0,0,0,2,서울,개인-여자,70~,2018
Land Rover,0,1,1,0,1,1,0,0,0,0,0,0,4,서울,개인-여자,70~,2018
