구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,area,sales_type,age,year
BMW,3,1,3,2,3,6,0,0,1,0,3,2,24,제주,개인-여자,40~49,2018
Bentley,0,1,0,0,0,1,0,0,0,0,0,0,2,제주,개인-여자,40~49,2018
Cadillac,0,0,0,0,0,0,0,0,1,0,0,0,1,제주,개인-여자,40~49,2018
Chrysler,2,0,4,3,3,4,1,3,4,2,2,1,29,제주,개인-여자,40~49,2018
Citroen,0,0,0,0,0,1,0,0,0,0,0,0,1,제주,개인-여자,40~49,2018
Ford,1,1,4,1,2,4,0,3,1,1,1,0,19,제주,개인-여자,40~49,2018
Honda,0,0,0,0,0,0,1,0,1,0,0,0,2,제주,개인-여자,40~49,2018
Jaguar,0,1,0,0,0,1,0,0,0,0,0,0,2,제주,개인-여자,40~49,2018
Land Rover,1,1,0,0,0,1,0,0,4,0,1,2,10,제주,개인-여자,40~49,2018
Lexus,0,0,1,0,0,0,0,0,0,1,0,0,2,제주,개인-여자,40~49,2018
MINI,1,0,2,1,0,1,1,0,2,1,2,1,12,제주,개인-여자,40~49,2018
Mercedes-Benz,10,4,12,7,7,3,3,1,4,2,6,2,61,제주,개인-여자,40~49,2018
Nissan,0,0,1,3,0,0,0,0,1,0,0,0,5,제주,개인-여자,40~49,2018
Peugeot,2,0,1,1,2,0,1,1,0,0,0,0,8,제주,개인-여자,40~49,2018
Porsche,0,0,0,0,0,0,0,0,1,1,0,0,2,제주,개인-여자,40~49,2018
Toyota,0,0,0,1,1,1,0,1,2,0,0,1,7,제주,개인-여자,40~49,2018
Volkswagen,0,0,0,0,1,2,1,2,1,0,0,0,7,제주,개인-여자,40~49,2018
Volvo,1,1,0,0,0,2,1,1,0,0,0,1,7,제주,개인-여자,40~49,2018
Audi,0,0,0,0,2,0,0,1,0,1,0,2,6,제주,개인-여자,50~59,2018
BMW,2,2,0,0,0,0,0,0,0,0,0,1,5,제주,개인-여자,50~59,2018
Cadillac,0,0,0,0,0,0,1,0,0,0,1,0,2,제주,개인-여자,50~59,2018
Chrysler,0,0,1,1,2,1,0,4,2,0,2,1,14,제주,개인-여자,50~59,2018
Citroen,0,0,0,0,0,0,0,0,0,0,2,0,2,제주,개인-여자,50~59,2018
Ford,0,2,0,0,0,1,0,2,0,2,0,0,7,제주,개인-여자,50~59,2018
Honda,0,0,0,0,0,0,0,0,1,0,0,0,1,제주,개인-여자,50~59,2018
Jaguar,0,1,0,0,0,1,0,0,1,0,0,0,3,제주,개인-여자,50~59,2018
Land Rover,1,2,1,1,1,0,0,0,2,0,0,0,8,제주,개인-여자,50~59,2018
Lexus,1,0,0,0,0,0,0,0,0,1,0,1,3,제주,개인-여자,50~59,2018
MINI,1,0,0,0,0,0,1,0,0,0,1,1,4,제주,개인-여자,50~59,2018
Mercedes-Benz,5,3,5,6,1,2,0,3,1,6,2,3,37,제주,개인-여자,50~59,2018
Nissan,0,0,2,1,0,0,0,0,0,0,0,0,3,제주,개인-여자,50~59,2018
Peugeot,0,0,1,0,0,0,0,0,0,1,0,1,3,제주,개인-여자,50~59,2018
Porsche,1,0,0,0,0,0,0,0,0,1,0,0,2,제주,개인-여자,50~59,2018
Toyota,0,1,0,1,1,1,0,0,0,0,0,0,4,제주,개인-여자,50~59,2018
Volkswagen,0,0,0,0,0,0,2,0,0,0,1,0,3,제주,개인-여자,50~59,2018
Audi,0,0,0,1,0,0,1,0,0,0,0,0,2,제주,개인-여자,60~69,2018
BMW,0,0,1,0,0,0,0,0,0,1,0,0,2,제주,개인-여자,60~69,2018
Cadillac,1,0,0,0,0,0,0,0,0,0,0,1,2,제주,개인-여자,60~69,2018
Chrysler,0,0,0,1,2,1,1,0,1,0,1,0,7,제주,개인-여자,60~69,2018
Citroen,0,0,0,1,0,0,0,0,0,0,0,0,1,제주,개인-여자,60~69,2018
Ford,0,0,0,1,0,0,0,0,0,0,0,0,1,제주,개인-여자,60~69,2018
Land Rover,0,0,0,0,0,0,0,1,0,0,0,0,1,제주,개인-여자,60~69,2018
Lexus,0,0,1,0,0,0,0,0,0,0,0,0,1,제주,개인-여자,60~69,2018
MINI,0,0,1,0,0,0,1,0,0,0,0,0,2,제주,개인-여자,60~69,2018
Mercedes-Benz,2,1,1,2,0,4,0,1,0,0,0,2,13,제주,개인-여자,60~69,2018
Nissan,0,0,0,0,0,0,0,0,0,0,0,1,1,제주,개인-여자,60~69,2018
Peugeot,0,0,0,1,0,0,0,0,0,0,0,0,1,제주,개인-여자,60~69,2018
Porsche,1,0,0,0,0,0,0,0,0,0,0,0,1,제주,개인-여자,60~69,2018
Toyota,0,0,1,0,0,0,0,0,0,0,0,1,2,제주,개인-여자,60~69,2018
Volkswagen,0,0,0,0,0,0,0,0,0,0,0,1,1,제주,개인-여자,60~69,2018
Volvo,1,0,0,0,0,0,0,0,0,0,0,0,1,제주,개인-여자,60~69,2018
BMW,0,0,0,0,0,1,0,0,0,0,0,0,1,제주,개인-여자,70~,2018
Chrysler,0,0,0,0,0,0,0,1,0,0,0,0,1,제주,개인-여자,70~,2018
Lexus,0,0,0,0,0,0,0,0,0,0,0,1,1,제주,개인-여자,70~,2018
Mercedes-Benz,0,0,2,0,0,1,1,0,1,0,1,0,6,제주,개인-여자,70~,2018
Peugeot,0,0,0,0,0,0,0,0,0,0,0,1,1,제주,개인-여자,70~,2018
Mercedes-Benz,0,0,0,0,0,0,0,0,2,1,0,0,3,서울,개인,~19,2019
Audi,2,7,1,0,0,0,0,0,7,18,16,13,64,서울,개인,20~29,2019
BMW,33,32,29,34,27,36,37,49,61,60,65,37,500,서울,개인,20~29,2019
Cadillac,0,0,0,0,0,2,2,2,0,0,1,0,7,서울,개인,20~29,2019
Chevrolet,0,0,0,0,0,0,0,0,0,0,4,2,6,서울,개인,20~29,2019
Chrysler,19,6,3,7,5,8,14,12,13,21,14,4,126,서울,개인,20~29,2019
Citroen,0,0,0,0,1,1,1,1,0,0,1,0,5,서울,개인,20~29,2019
Ford,2,3,3,5,3,9,3,3,7,4,2,5,49,서울,개인,20~29,2019
Honda,2,6,7,0,7,6,3,2,2,0,1,4,40,서울,개인,20~29,2019
Infiniti,2,0,1,2,4,2,2,3,2,2,9,1,30,서울,개인,20~29,2019
Jaguar,0,1,2,0,0,0,0,1,4,2,0,2,12,서울,개인,20~29,2019
Lamborghini,0,0,0,0,0,0,0,1,0,0,0,0,1,서울,개인,20~29,2019
Land Rover,4,5,13,3,2,2,2,4,3,2,4,3,47,서울,개인,20~29,2019
Lexus,6,4,3,5,8,6,3,3,1,0,6,4,49,서울,개인,20~29,2019
MINI,6,10,27,21,16,13,25,38,30,16,14,27,243,서울,개인,20~29,2019
Maserati,0,0,1,0,0,0,0,1,0,0,0,0,2,서울,개인,20~29,2019
Mercedes-Benz,33,37,23,37,52,42,57,59,63,51,48,44,546,서울,개인,20~29,2019
Nissan,0,1,3,1,3,4,2,1,0,2,2,3,22,서울,개인,20~29,2019
Peugeot,1,1,4,6,2,2,1,2,1,1,2,1,24,서울,개인,20~29,2019
Porsche,4,2,3,0,1,2,2,0,1,2,0,1,18,서울,개인,20~29,2019
Toyota,7,14,5,7,10,13,7,5,5,4,6,4,87,서울,개인,20~29,2019
Volkswagen,2,0,0,0,3,3,1,2,1,1,25,14,52,서울,개인,20~29,2019
Volvo,2,3,3,8,2,6,10,1,6,6,5,3,55,서울,개인,20~29,2019
Audi,47,93,9,0,0,0,0,0,120,146,153,89,657,서울,개인,30~39,2019
BMW,197,148,176,193,173,224,257,329,342,285,322,319,"2,965",서울,개인,30~39,2019
Bentley,0,0,0,0,0,0,0,0,0,0,2,0,2,서울,개인,30~39,2019
Cadillac,4,4,7,3,2,6,9,5,2,2,2,6,52,서울,개인,30~39,2019
Chevrolet,0,0,0,0,0,0,0,0,0,0,21,29,50,서울,개인,30~39,2019
Chrysler,55,51,27,25,34,35,22,23,49,78,48,21,468,서울,개인,30~39,2019
Citroen,0,2,1,1,2,4,3,4,6,3,4,6,36,서울,개인,30~39,2019
Ford,20,12,24,30,39,30,26,17,17,18,33,32,298,서울,개인,30~39,2019
Honda,29,47,93,45,71,37,26,9,14,36,18,34,459,서울,개인,30~39,2019
Infiniti,14,14,23,18,21,12,17,5,3,14,20,12,173,서울,개인,30~39,2019
Jaguar,5,2,21,1,5,11,7,8,18,13,9,4,104,서울,개인,30~39,2019
Lamborghini,0,0,0,0,0,0,0,0,2,0,2,0,4,서울,개인,30~39,2019
Land Rover,17,43,71,12,21,19,20,24,10,19,13,56,325,서울,개인,30~39,2019
Lexus,58,55,41,77,65,61,38,24,9,15,19,31,493,서울,개인,30~39,2019
MINI,22,41,66,66,64,52,91,93,83,55,55,99,787,서울,개인,30~39,2019
Maserati,0,1,2,3,1,1,2,0,2,2,2,3,19,서울,개인,30~39,2019
Mercedes-Benz,230,156,172,248,277,258,309,309,356,360,316,364,"3,355",서울,개인,30~39,2019
Nissan,12,18,15,9,5,9,8,0,2,9,4,10,101,서울,개인,30~39,2019
Peugeot,11,15,6,11,10,18,12,15,24,19,7,9,157,서울,개인,30~39,2019
Porsche,23,42,38,17,8,5,22,17,9,10,17,16,224,서울,개인,30~39,2019
Rolls-Royce,0,0,0,1,0,0,0,0,0,1,0,0,2,서울,개인,30~39,2019
Toyota,53,43,54,37,54,65,43,43,27,31,41,68,559,서울,개인,30~39,2019
Volkswagen,28,4,1,0,38,33,28,19,8,41,151,139,490,서울,개인,30~39,2019
Volvo,41,52,62,64,65,54,66,63,82,76,77,53,755,서울,개인,30~39,2019
Audi,52,131,12,0,0,0,0,0,118,140,156,75,684,서울,개인,40~49,2019
BMW,106,81,128,94,123,149,198,216,211,179,181,234,"1,900",서울,개인,40~49,2019
Bentley,1,0,2,1,0,0,0,0,0,0,2,0,6,서울,개인,40~49,2019
Cadillac,6,7,5,2,7,6,6,5,7,2,5,7,65,서울,개인,40~49,2019
Chevrolet,0,0,0,0,0,0,0,0,0,0,24,50,74,서울,개인,40~49,2019
Chrysler,22,20,33,33,16,32,21,22,29,62,45,26,361,서울,개인,40~49,2019
Citroen,0,3,2,2,5,6,2,4,2,9,4,8,47,서울,개인,40~49,2019
Ford,29,22,42,40,33,47,39,17,19,22,26,76,412,서울,개인,40~49,2019
Honda,33,42,102,47,75,55,32,10,5,76,16,57,550,서울,개인,40~49,2019
Infiniti,15,17,18,18,18,12,3,7,4,19,29,12,172,서울,개인,40~49,2019
Jaguar,2,5,10,3,4,6,4,16,15,29,15,7,116,서울,개인,40~49,2019
Lamborghini,0,0,0,0,0,0,1,1,0,1,0,1,4,서울,개인,40~49,2019
Land Rover,22,36,65,12,14,19,22,16,16,14,11,45,292,서울,개인,40~49,2019
Lexus,94,71,72,80,86,68,45,30,18,19,23,59,665,서울,개인,40~49,2019
MINI,25,29,41,26,50,28,41,61,49,31,28,76,485,서울,개인,40~49,2019
Maserati,2,1,5,3,5,0,1,0,4,3,1,4,29,서울,개인,40~49,2019
Mercedes-Benz,280,131,180,281,265,221,280,336,315,336,276,383,"3,284",서울,개인,40~49,2019
Nissan,13,21,24,11,18,10,5,1,4,5,22,21,155,서울,개인,40~49,2019
Peugeot,11,12,11,16,16,14,18,23,21,12,16,17,187,서울,개인,40~49,2019
Porsche,10,38,32,27,6,7,21,16,5,11,17,16,206,서울,개인,40~49,2019
Rolls-Royce,0,0,0,0,1,0,1,1,1,0,0,0,4,서울,개인,40~49,2019
Toyota,59,55,62,51,91,96,52,27,22,30,59,82,686,서울,개인,40~49,2019
Volkswagen,24,4,0,0,29,34,22,14,5,25,101,159,417,서울,개인,40~49,2019
Volvo,67,45,52,69,69,73,44,54,58,62,76,53,722,서울,개인,40~49,2019
Audi,17,59,8,0,0,0,0,0,57,55,78,51,325,서울,개인,50~59,2019
BMW,53,49,50,73,50,72,90,88,67,73,75,113,853,서울,개인,50~59,2019
Cadillac,5,1,3,3,3,3,7,0,3,1,3,4,36,서울,개인,50~59,2019
Chevrolet,0,0,0,0,0,0,0,0,0,0,29,32,61,서울,개인,50~59,2019
Chrysler,16,21,28,42,25,32,12,20,32,38,24,20,310,서울,개인,50~59,2019
Citroen,0,4,1,1,0,1,6,1,0,5,2,2,23,서울,개인,50~59,2019
Ford,25,17,26,19,28,30,33,8,13,15,23,54,291,서울,개인,50~59,2019
Honda,23,25,60,24,30,25,11,11,8,33,21,72,343,서울,개인,50~59,2019
Infiniti,5,7,12,11,10,6,5,4,3,12,23,12,110,서울,개인,50~59,2019
Jaguar,1,0,5,3,0,7,3,4,8,8,5,4,48,서울,개인,50~59,2019
Lamborghini,0,0,0,0,0,0,0,0,1,0,0,0,1,서울,개인,50~59,2019
Land Rover,11,21,35,12,5,14,14,7,8,9,7,27,170,서울,개인,50~59,2019
Lexus,68,65,72,63,60,80,52,26,15,25,14,59,599,서울,개인,50~59,2019
MINI,11,10,16,8,20,13,15,14,18,19,10,27,181,서울,개인,50~59,2019
Maserati,3,3,2,2,6,1,0,3,0,2,5,1,28,서울,개인,50~59,2019
Mercedes-Benz,184,94,180,175,188,165,184,203,210,229,183,246,"2,241",서울,개인,50~59,2019
Nissan,5,12,17,14,11,5,10,1,0,4,9,19,107,서울,개인,50~59,2019
Peugeot,8,5,9,5,8,6,6,5,5,6,6,6,75,서울,개인,50~59,2019
Porsche,12,19,22,9,2,5,7,9,4,0,8,8,105,서울,개인,50~59,2019
Rolls-Royce,0,0,0,0,0,0,0,0,1,0,0,0,1,서울,개인,50~59,2019
Toyota,51,34,41,41,49,55,35,24,19,14,50,79,492,서울,개인,50~59,2019
Volkswagen,13,4,1,0,8,7,9,16,3,10,47,68,186,서울,개인,50~59,2019
Volvo,29,16,22,34,24,17,17,25,26,27,20,21,278,서울,개인,50~59,2019
Audi,11,32,5,0,0,0,0,0,16,18,24,20,126,서울,개인,60~69,2019
BMW,24,17,21,24,22,21,36,25,32,16,13,37,288,서울,개인,60~69,2019
Bentley,0,0,0,0,0,0,0,0,0,0,3,0,3,서울,개인,60~69,2019
Cadillac,3,1,0,0,1,1,2,1,2,0,0,4,15,서울,개인,60~69,2019
Chevrolet,0,0,0,0,0,0,0,0,0,0,12,11,23,서울,개인,60~69,2019
Chrysler,4,5,6,11,9,5,5,5,10,13,7,6,86,서울,개인,60~69,2019
Citroen,0,0,0,1,0,0,1,0,0,2,1,0,5,서울,개인,60~69,2019
Ford,11,6,4,9,9,8,6,0,3,3,9,17,85,서울,개인,60~69,2019
Honda,11,10,29,11,20,9,11,2,3,12,10,21,149,서울,개인,60~69,2019
Infiniti,3,4,4,5,1,1,1,2,1,3,4,2,31,서울,개인,60~69,2019
Jaguar,1,0,2,1,1,1,0,0,2,0,3,2,13,서울,개인,60~69,2019
Lamborghini,0,0,0,0,0,0,0,0,1,1,0,0,2,서울,개인,60~69,2019
Land Rover,2,9,11,2,4,4,5,2,3,2,1,10,55,서울,개인,60~69,2019
Lexus,42,39,37,30,41,35,26,14,8,14,19,25,330,서울,개인,60~69,2019
MINI,5,5,7,3,9,3,3,4,5,6,2,6,58,서울,개인,60~69,2019
Maserati,0,1,1,0,1,1,0,1,0,1,0,2,8,서울,개인,60~69,2019
Mercedes-Benz,79,61,91,120,96,116,124,102,138,123,97,165,"1,312",서울,개인,60~69,2019
Nissan,1,1,2,2,6,5,2,0,0,4,5,11,39,서울,개인,60~69,2019
Peugeot,2,0,0,4,0,2,2,3,2,3,3,5,26,서울,개인,60~69,2019
Porsche,4,13,12,6,5,2,4,3,1,5,8,3,66,서울,개인,60~69,2019
Rolls-Royce,0,0,0,0,0,0,0,0,1,0,0,1,2,서울,개인,60~69,2019
Toyota,16,18,29,9,24,24,21,14,9,13,19,45,241,서울,개인,60~69,2019
Volkswagen,5,1,0,0,2,4,2,4,1,4,22,27,72,서울,개인,60~69,2019
Volvo,9,6,14,14,8,16,7,7,13,19,11,7,131,서울,개인,60~69,2019
Audi,0,4,1,0,0,0,0,0,8,4,8,6,31,서울,개인,70~,2019
BMW,3,3,8,7,4,3,9,11,7,8,5,10,78,서울,개인,70~,2019
Bentley,2,0,0,0,0,0,0,0,0,0,0,0,2,서울,개인,70~,2019
Cadillac,0,1,1,0,1,0,0,1,0,0,1,0,5,서울,개인,70~,2019
Chevrolet,0,0,0,0,0,0,0,0,0,0,4,4,8,서울,개인,70~,2019
Chrysler,2,0,0,4,2,2,1,3,3,0,0,2,19,서울,개인,70~,2019
Citroen,0,0,0,0,0,1,0,1,0,1,0,0,3,서울,개인,70~,2019
Ford,0,0,4,6,3,3,3,1,0,0,0,1,21,서울,개인,70~,2019
Honda,2,5,6,4,4,4,2,0,2,0,4,7,40,서울,개인,70~,2019
Infiniti,1,0,1,1,1,4,0,0,0,1,1,3,13,서울,개인,70~,2019
Jaguar,0,0,0,1,0,0,0,1,1,0,1,0,4,서울,개인,70~,2019
Land Rover,1,1,3,0,3,2,2,1,0,1,1,4,19,서울,개인,70~,2019
Lexus,18,14,16,19,14,10,8,8,9,11,4,14,145,서울,개인,70~,2019
MINI,2,0,2,3,2,2,1,1,0,0,2,0,15,서울,개인,70~,2019
Maserati,0,1,0,0,0,0,0,0,0,0,0,0,1,서울,개인,70~,2019
Mercedes-Benz,23,16,30,43,27,31,36,39,39,39,25,30,378,서울,개인,70~,2019
Nissan,2,0,1,0,0,1,1,0,0,0,0,2,7,서울,개인,70~,2019
Peugeot,0,1,1,0,1,0,1,0,0,0,0,1,5,서울,개인,70~,2019
Porsche,1,3,5,0,0,0,1,1,0,0,0,2,13,서울,개인,70~,2019
Toyota,4,7,4,3,3,7,2,3,1,1,9,17,61,서울,개인,70~,2019
Volkswagen,0,0,0,0,0,1,1,0,0,2,4,7,15,서울,개인,70~,2019
Volvo,6,4,2,5,3,2,2,5,2,4,3,2,40,서울,개인,70~,2019
Mercedes-Benz,0,0,0,0,0,0,0,0,2,1,0,0,3,서울,개인-남자,~19,2019
Audi,2,3,0,0,0,0,0,0,2,11,11,11,40,서울,개인-남자,20~29,2019
BMW,22,23,22,26,21,25,29,35,49,46,52,28,378,서울,개인-남자,20~29,2019
Cadillac,0,0,0,0,0,1,2,2,0,0,0,0,5,서울,개인-남자,20~29,2019
Chevrolet,0,0,0,0,0,0,0,0,0,0,3,0,3,서울,개인-남자,20~29,2019
Chrysler,11,4,3,2,5,6,9,6,9,13,5,3,76,서울,개인-남자,20~29,2019
Citroen,0,0,0,0,1,0,1,0,0,0,0,0,2,서울,개인-남자,20~29,2019
Ford,2,3,3,4,3,9,3,3,7,2,1,3,43,서울,개인-남자,20~29,2019
Honda,2,5,5,0,4,5,2,1,0,0,0,2,26,서울,개인-남자,20~29,2019
Infiniti,2,0,1,1,2,2,1,3,2,0,5,1,20,서울,개인-남자,20~29,2019
Jaguar,0,0,2,0,0,0,0,0,3,2,0,2,9,서울,개인-남자,20~29,2019
Lamborghini,0,0,0,0,0,0,0,1,0,0,0,0,1,서울,개인-남자,20~29,2019
Land Rover,4,2,5,1,2,2,1,4,3,1,3,2,30,서울,개인-남자,20~29,2019
Lexus,2,2,2,4,7,4,1,2,1,0,5,3,33,서울,개인-남자,20~29,2019
MINI,1,0,5,9,4,3,3,16,8,4,3,3,59,서울,개인-남자,20~29,2019
Maserati,0,0,1,0,0,0,0,0,0,0,0,0,1,서울,개인-남자,20~29,2019
Mercedes-Benz,16,24,15,18,26,24,32,35,35,34,31,30,320,서울,개인-남자,20~29,2019
Nissan,0,1,3,1,2,1,0,1,0,1,2,2,14,서울,개인-남자,20~29,2019
Peugeot,0,1,1,2,0,2,1,1,0,1,2,0,11,서울,개인-남자,20~29,2019
Porsche,3,1,2,0,1,1,1,0,1,0,0,1,11,서울,개인-남자,20~29,2019
Toyota,3,7,3,3,5,8,5,2,5,4,5,3,53,서울,개인-남자,20~29,2019
Volkswagen,2,0,0,0,2,3,1,1,0,1,18,12,40,서울,개인-남자,20~29,2019
Volvo,1,2,3,5,2,4,6,0,4,4,3,2,36,서울,개인-남자,20~29,2019
Audi,34,68,7,0,0,0,0,0,97,102,116,64,488,서울,개인-남자,30~39,2019
BMW,153,109,136,140,132,174,198,265,275,232,260,242,"2,316",서울,개인-남자,30~39,2019
Bentley,0,0,0,0,0,0,0,0,0,0,2,0,2,서울,개인-남자,30~39,2019
Cadillac,3,4,6,2,2,5,4,5,1,2,1,4,39,서울,개인-남자,30~39,2019
Chevrolet,0,0,0,0,0,0,0,0,0,0,16,24,40,서울,개인-남자,30~39,2019
Chrysler,40,34,19,17,25,23,14,9,33,49,25,15,303,서울,개인-남자,30~39,2019
Citroen,0,1,1,1,1,2,1,3,4,1,1,5,21,서울,개인-남자,30~39,2019
Ford,13,10,15,23,30,22,21,16,12,13,22,24,221,서울,개인-남자,30~39,2019
Honda,22,40,77,42,60,29,20,6,10,31,15,30,382,서울,개인-남자,30~39,2019
Infiniti,6,9,18,13,18,8,13,5,3,10,14,9,126,서울,개인-남자,30~39,2019
Jaguar,4,1,16,0,4,9,6,3,14,9,6,4,76,서울,개인-남자,30~39,2019
Lamborghini,0,0,0,0,0,0,0,0,2,0,1,0,3,서울,개인-남자,30~39,2019
Land Rover,9,26,46,7,16,15,11,15,7,16,8,37,213,서울,개인-남자,30~39,2019
Lexus,39,39,25,49,46,41,23,14,6,7,14,15,318,서울,개인-남자,30~39,2019
MINI,8,19,27,28,26,19,33,34,34,21,26,39,314,서울,개인-남자,30~39,2019
Maserati,0,0,0,1,1,1,1,0,2,0,1,2,9,서울,개인-남자,30~39,2019
Mercedes-Benz,154,93,99,164,164,147,194,190,215,207,190,242,"2,059",서울,개인-남자,30~39,2019
Nissan,9,16,15,4,4,7,5,0,2,7,2,9,80,서울,개인-남자,30~39,2019
Peugeot,7,9,3,7,7,15,10,10,16,18,6,8,116,서울,개인-남자,30~39,2019
Porsche,15,30,26,11,7,5,20,11,8,6,11,9,159,서울,개인-남자,30~39,2019
Toyota,30,25,39,23,36,44,36,30,23,20,32,46,384,서울,개인-남자,30~39,2019
Volkswagen,18,4,1,0,35,32,23,16,6,36,120,111,402,서울,개인-남자,30~39,2019
Volvo,32,33,44,43,45,39,40,44,56,54,62,36,528,서울,개인-남자,30~39,2019
Audi,35,99,6,0,0,0,0,0,92,107,116,52,507,서울,개인-남자,40~49,2019
BMW,73,58,106,71,98,113,159,164,161,134,156,187,"1,480",서울,개인-남자,40~49,2019
Bentley,1,0,0,1,0,0,0,0,0,0,1,0,3,서울,개인-남자,40~49,2019
Cadillac,6,5,2,2,5,4,5,4,7,2,4,7,53,서울,개인-남자,40~49,2019
Chevrolet,0,0,0,0,0,0,0,0,0,0,19,34,53,서울,개인-남자,40~49,2019
Chrysler,14,16,21,22,10,20,14,16,20,34,35,19,241,서울,개인-남자,40~49,2019
Citroen,0,1,1,1,3,4,1,3,1,4,3,6,28,서울,개인-남자,40~49,2019
Ford,23,14,36,30,27,32,31,11,14,20,22,61,321,서울,개인-남자,40~49,2019
Honda,29,30,84,33,61,40,24,7,4,62,11,40,425,서울,개인-남자,40~49,2019
Infiniti,12,12,11,12,13,9,2,4,4,15,21,5,120,서울,개인-남자,40~49,2019
Jaguar,2,3,7,3,4,5,2,11,9,21,11,4,82,서울,개인-남자,40~49,2019
Lamborghini,0,0,0,0,0,0,1,1,0,1,0,1,4,서울,개인-남자,40~49,2019
Land Rover,11,30,45,3,10,13,14,10,10,8,9,25,188,서울,개인-남자,40~49,2019
Lexus,62,46,51,49,57,47,28,23,9,12,12,34,430,서울,개인-남자,40~49,2019
MINI,11,14,24,11,24,13,21,28,18,11,17,38,230,서울,개인-남자,40~49,2019
Maserati,1,0,4,2,3,0,0,0,2,2,1,3,18,서울,개인-남자,40~49,2019
Mercedes-Benz,162,79,105,160,155,136,169,212,189,197,155,241,"1,960",서울,개인-남자,40~49,2019
Nissan,10,17,19,9,15,8,4,0,3,3,15,15,118,서울,개인-남자,40~49,2019
Peugeot,7,4,8,9,9,11,12,13,14,9,13,11,120,서울,개인-남자,40~49,2019
Porsche,6,29,23,18,5,4,16,11,4,7,14,12,149,서울,개인-남자,40~49,2019
Rolls-Royce,0,0,0,0,1,0,1,0,1,0,0,0,3,서울,개인-남자,40~49,2019
Toyota,37,35,37,41,60,67,40,19,14,17,38,52,457,서울,개인-남자,40~49,2019
Volkswagen,15,2,0,0,22,28,15,12,5,18,72,122,311,서울,개인-남자,40~49,2019
Volvo,49,33,37,52,49,53,33,37,42,44,52,37,518,서울,개인-남자,40~49,2019
Audi,13,44,6,0,0,0,0,0,42,37,55,35,232,서울,개인-남자,50~59,2019
BMW,41,35,37,57,33,57,70,67,50,43,56,88,634,서울,개인-남자,50~59,2019
Cadillac,5,1,3,2,3,2,3,0,1,1,3,1,25,서울,개인-남자,50~59,2019
Chevrolet,0,0,0,0,0,0,0,0,0,0,25,26,51,서울,개인-남자,50~59,2019
Chrysler,12,17,22,30,15,19,6,17,26,26,17,10,217,서울,개인-남자,50~59,2019
Citroen,0,2,0,1,0,1,5,0,0,4,2,1,16,서울,개인-남자,50~59,2019
Ford,20,13,22,14,23,25,26,8,9,13,18,46,237,서울,개인-남자,50~59,2019
Honda,18,21,44,19,23,18,11,6,6,25,17,49,257,서울,개인-남자,50~59,2019
Infiniti,4,6,5,8,7,6,5,3,2,10,19,7,82,서울,개인-남자,50~59,2019
Jaguar,0,0,3,2,0,2,0,2,5,7,3,4,28,서울,개인-남자,50~59,2019
Lamborghini,0,0,0,0,0,0,0,0,1,0,0,0,1,서울,개인-남자,50~59,2019
Land Rover,10,14,27,7,4,11,8,5,7,8,4,23,128,서울,개인-남자,50~59,2019
Lexus,46,43,49,49,41,51,37,16,9,17,8,44,410,서울,개인-남자,50~59,2019
MINI,7,7,9,3,11,5,9,9,5,12,7,15,99,서울,개인-남자,50~59,2019
Maserati,2,2,1,0,4,1,0,3,0,2,3,1,19,서울,개인-남자,50~59,2019
Mercedes-Benz,97,56,100,116,110,96,103,127,121,133,107,165,"1,331",서울,개인-남자,50~59,2019
Nissan,4,10,13,12,8,4,9,1,0,4,8,11,84,서울,개인-남자,50~59,2019
Peugeot,6,4,5,4,7,4,5,5,2,2,4,2,50,서울,개인-남자,50~59,2019
Porsche,8,13,12,4,2,4,5,7,3,0,7,7,72,서울,개인-남자,50~59,2019
Rolls-Royce,0,0,0,0,0,0,0,0,1,0,0,0,1,서울,개인-남자,50~59,2019
Toyota,35,21,27,30,34,45,23,18,13,11,38,59,354,서울,개인-남자,50~59,2019
Volkswagen,6,3,1,0,5,6,8,10,2,5,32,50,128,서울,개인-남자,50~59,2019
Volvo,24,11,15,25,21,10,14,18,13,20,16,15,202,서울,개인-남자,50~59,2019
Audi,5,27,5,0,0,0,0,0,12,15,18,13,95,서울,개인-남자,60~69,2019
BMW,23,13,14,18,16,16,25,16,17,10,10,27,205,서울,개인-남자,60~69,2019
Bentley,0,0,0,0,0,0,0,0,0,0,1,0,1,서울,개인-남자,60~69,2019
Cadillac,3,1,0,0,1,1,2,1,2,0,0,3,14,서울,개인-남자,60~69,2019
Chevrolet,0,0,0,0,0,0,0,0,0,0,11,7,18,서울,개인-남자,60~69,2019
Chrysler,3,3,5,8,8,4,5,3,7,10,6,6,68,서울,개인-남자,60~69,2019
Citroen,0,0,0,0,0,0,1,0,0,1,0,0,2,서울,개인-남자,60~69,2019
Ford,11,3,3,7,6,7,6,0,2,2,9,15,71,서울,개인-남자,60~69,2019
Honda,8,7,24,4,19,8,11,2,2,8,7,16,116,서울,개인-남자,60~69,2019
Infiniti,3,3,4,4,1,0,1,1,1,2,2,2,24,서울,개인-남자,60~69,2019
Jaguar,1,0,1,1,1,1,0,0,2,0,1,1,9,서울,개인-남자,60~69,2019
Lamborghini,0,0,0,0,0,0,0,0,1,1,0,0,2,서울,개인-남자,60~69,2019
