구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,area,sales_type,age
Mercedes-Benz,3,3,6,0,7,8,6,6,6,5,8,5,63,강원,개인-여자,50~59
Nissan,1,0,1,0,0,2,0,2,0,1,1,0,8,강원,개인-여자,50~59
Peugeot,0,0,0,0,0,0,1,0,0,1,0,0,2,강원,개인-여자,50~59
Toyota,0,0,0,1,0,0,1,2,1,1,4,1,11,강원,개인-여자,50~59
Volvo,0,1,1,0,0,0,1,1,0,0,0,0,4,강원,개인-여자,50~59
BMW,1,0,0,1,0,3,1,1,0,0,0,0,7,강원,개인-여자,60~69
Cadillac,0,0,0,0,0,0,0,0,0,0,1,0,1,강원,개인-여자,60~69
Chrysler,0,1,1,0,1,0,0,1,0,0,0,0,4,강원,개인-여자,60~69
Ford,0,0,0,1,0,0,0,0,1,1,0,0,3,강원,개인-여자,60~69
Honda,0,0,0,0,0,2,1,0,0,0,0,0,3,강원,개인-여자,60~69
Jaguar,0,0,0,0,0,0,0,0,0,1,0,0,1,강원,개인-여자,60~69
Land Rover,0,0,0,0,0,0,0,1,0,1,0,0,2,강원,개인-여자,60~69
Lexus,0,1,0,1,0,1,1,0,0,0,1,0,5,강원,개인-여자,60~69
MINI,0,0,0,0,0,1,0,0,2,0,0,0,3,강원,개인-여자,60~69
Mercedes-Benz,2,1,3,3,3,1,0,6,1,3,4,1,28,강원,개인-여자,60~69
Nissan,0,0,0,0,0,1,0,1,0,0,0,0,2,강원,개인-여자,60~69
Peugeot,0,1,1,1,0,1,0,0,0,0,1,0,5,강원,개인-여자,60~69
Toyota,0,0,0,0,0,0,1,0,0,0,0,1,2,강원,개인-여자,60~69
Volvo,0,0,1,0,0,1,0,1,0,1,1,0,5,강원,개인-여자,60~69
BMW,1,0,1,0,0,0,0,0,0,0,0,0,2,강원,개인-여자,70~
Chrysler,0,0,0,0,0,1,0,0,0,0,0,0,1,강원,개인-여자,70~
Lexus,0,0,0,1,0,0,0,0,0,0,0,0,1,강원,개인-여자,70~
Mercedes-Benz,0,0,0,1,1,0,1,0,0,2,1,0,6,강원,개인-여자,70~
Porsche,0,0,0,0,0,0,0,0,0,0,0,1,1,강원,개인-여자,70~
BMW,3,3,8,9,11,8,5,1,9,6,11,17,91,충북,개인,20~29
Cadillac,0,0,0,0,0,1,0,0,0,0,0,0,1,충북,개인,20~29
Chrysler,2,1,0,0,1,1,2,2,1,2,3,1,16,충북,개인,20~29
Citroen,0,0,0,1,0,0,0,0,1,0,0,1,3,충북,개인,20~29
Fiat,0,1,0,0,0,1,0,0,0,0,0,0,2,충북,개인,20~29
Ford,2,0,4,2,1,1,2,0,2,2,4,2,22,충북,개인,20~29
Honda,2,1,1,1,0,2,1,0,2,0,0,0,10,충북,개인,20~29
Infiniti,0,2,0,3,1,1,0,0,0,0,1,0,8,충북,개인,20~29
Jaguar,0,0,0,0,0,1,0,0,0,0,0,0,1,충북,개인,20~29
Land Rover,0,0,0,0,2,0,0,1,0,0,1,1,5,충북,개인,20~29
MINI,2,0,3,0,1,2,3,4,3,3,1,1,23,충북,개인,20~29
Mercedes-Benz,6,5,7,6,3,8,5,10,9,5,8,5,77,충북,개인,20~29
Nissan,1,3,2,2,0,0,0,0,2,3,4,0,17,충북,개인,20~29
Peugeot,0,1,3,2,1,0,0,1,1,0,1,0,10,충북,개인,20~29
Toyota,0,0,1,1,0,1,2,2,2,2,3,0,14,충북,개인,20~29
Volvo,0,0,1,1,0,1,0,1,2,1,0,0,7,충북,개인,20~29
Audi,3,4,0,0,0,0,0,0,0,0,0,0,7,충북,개인,30~39
BMW,8,16,33,47,35,27,15,35,36,33,34,37,356,충북,개인,30~39
Cadillac,0,0,0,1,0,0,0,0,0,1,1,4,7,충북,개인,30~39
Chrysler,2,5,1,2,4,5,4,7,12,2,3,4,51,충북,개인,30~39
Citroen,1,1,0,3,1,0,0,2,0,0,1,0,9,충북,개인,30~39
Fiat,0,1,7,0,1,0,0,0,0,0,0,0,9,충북,개인,30~39
Ford,3,7,8,13,12,14,11,5,6,6,11,5,101,충북,개인,30~39
Honda,5,4,2,10,4,9,4,3,7,9,6,1,64,충북,개인,30~39
Infiniti,1,0,1,3,2,3,3,4,1,0,4,1,23,충북,개인,30~39
Jaguar,0,1,2,0,2,2,1,2,0,2,1,0,13,충북,개인,30~39
Land Rover,1,0,1,1,1,5,1,4,1,1,2,5,23,충북,개인,30~39
Lexus,0,1,3,3,3,5,4,5,4,1,4,0,33,충북,개인,30~39
MINI,5,3,8,3,8,5,3,2,4,1,6,10,58,충북,개인,30~39
Mercedes-Benz,31,31,29,18,26,28,19,14,18,17,24,22,277,충북,개인,30~39
Nissan,10,2,10,5,7,6,8,6,8,6,4,6,78,충북,개인,30~39
Peugeot,1,4,3,2,2,5,2,2,4,3,2,2,32,충북,개인,30~39
Porsche,0,2,0,3,1,0,1,0,1,0,1,0,9,충북,개인,30~39
Toyota,1,8,8,3,4,11,12,12,2,4,5,8,78,충북,개인,30~39
Volvo,2,1,3,1,1,3,2,5,2,2,2,1,25,충북,개인,30~39
Audi,2,1,2,0,0,0,0,0,0,0,0,0,5,충북,개인,40~49
BMW,6,13,26,17,21,14,14,9,17,11,19,29,196,충북,개인,40~49
Bentley,0,0,0,0,0,0,0,0,0,1,0,0,1,충북,개인,40~49
Cadillac,0,0,0,0,1,0,1,0,1,0,0,0,3,충북,개인,40~49
Chrysler,3,6,7,5,7,8,2,6,6,5,13,8,76,충북,개인,40~49
Citroen,0,0,1,0,0,0,0,0,0,1,0,0,2,충북,개인,40~49
Fiat,0,0,1,1,0,0,0,0,0,0,0,0,2,충북,개인,40~49
Ford,7,7,8,19,16,13,12,7,15,7,2,9,122,충북,개인,40~49
Honda,1,6,3,7,4,15,10,3,3,4,3,4,63,충북,개인,40~49
Infiniti,0,1,0,1,0,2,0,1,1,0,2,0,8,충북,개인,40~49
Jaguar,0,0,5,1,1,1,0,0,0,0,0,1,9,충북,개인,40~49
Land Rover,1,2,2,1,3,2,4,4,2,3,4,5,33,충북,개인,40~49
Lexus,1,2,1,4,4,5,6,3,5,2,1,1,35,충북,개인,40~49
MINI,2,0,6,2,3,3,2,0,5,1,2,1,27,충북,개인,40~49
Mercedes-Benz,33,20,20,21,18,39,19,19,24,17,22,18,270,충북,개인,40~49
Nissan,3,4,5,6,9,8,6,5,3,5,6,6,66,충북,개인,40~49
Peugeot,1,3,6,2,1,2,4,6,3,3,7,7,45,충북,개인,40~49
Porsche,2,0,0,1,0,0,0,1,1,0,0,0,5,충북,개인,40~49
Toyota,3,1,3,4,1,4,9,1,1,6,13,3,49,충북,개인,40~49
Volvo,1,0,3,2,1,3,4,4,2,7,0,0,27,충북,개인,40~49
Audi,2,0,0,0,0,0,0,0,0,0,0,0,2,충북,개인,50~59
BMW,3,12,7,12,10,11,6,7,8,6,8,17,107,충북,개인,50~59
Cadillac,0,0,0,0,1,1,1,0,0,1,1,2,7,충북,개인,50~59
Chrysler,2,3,4,3,6,7,5,13,4,3,8,5,63,충북,개인,50~59
Citroen,0,0,0,0,0,0,0,1,0,0,1,1,3,충북,개인,50~59
Fiat,0,0,0,1,0,0,0,0,0,0,0,0,1,충북,개인,50~59
Ford,4,6,1,3,6,3,10,5,5,6,7,3,59,충북,개인,50~59
Honda,1,0,2,4,8,4,3,5,1,3,0,6,37,충북,개인,50~59
Infiniti,1,0,0,0,0,1,0,1,1,0,0,0,4,충북,개인,50~59
Jaguar,0,0,2,1,1,0,0,0,0,0,0,0,4,충북,개인,50~59
Land Rover,1,1,3,1,0,2,3,2,4,2,1,0,20,충북,개인,50~59
Lexus,0,1,4,1,0,2,1,4,2,2,2,5,24,충북,개인,50~59
MINI,0,0,0,1,1,4,2,2,0,0,1,4,15,충북,개인,50~59
Mercedes-Benz,23,12,16,17,14,12,11,15,11,12,16,9,168,충북,개인,50~59
Nissan,1,2,4,4,2,5,4,8,4,2,0,1,37,충북,개인,50~59
Peugeot,0,1,1,0,3,1,0,1,1,0,1,3,12,충북,개인,50~59
Porsche,0,0,0,0,0,0,0,0,2,0,0,0,2,충북,개인,50~59
Toyota,1,3,5,4,0,2,3,3,1,8,6,5,41,충북,개인,50~59
Volvo,1,1,1,0,1,1,1,1,2,1,3,2,15,충북,개인,50~59
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,충북,개인,60~69
BMW,1,1,6,9,1,3,0,2,4,1,4,4,36,충북,개인,60~69
Cadillac,0,0,0,0,0,0,0,0,1,0,0,0,1,충북,개인,60~69
Chrysler,1,1,2,2,1,2,0,0,3,0,0,1,13,충북,개인,60~69
Ford,0,3,1,1,0,5,0,1,1,2,2,2,18,충북,개인,60~69
Honda,3,1,0,3,1,0,1,0,1,2,1,1,14,충북,개인,60~69
Land Rover,0,0,1,0,0,2,0,2,2,0,0,2,9,충북,개인,60~69
Lexus,1,0,2,2,2,1,1,4,2,1,0,2,18,충북,개인,60~69
MINI,1,2,0,1,0,0,0,0,1,0,0,2,7,충북,개인,60~69
Mercedes-Benz,8,6,7,11,3,13,4,8,11,6,5,6,88,충북,개인,60~69
Nissan,0,1,2,1,0,0,1,1,0,0,1,1,8,충북,개인,60~69
Peugeot,0,0,0,0,0,1,1,0,1,0,0,1,4,충북,개인,60~69
Porsche,0,0,0,0,1,0,0,0,0,0,1,0,2,충북,개인,60~69
Toyota,0,1,1,2,1,1,0,0,0,0,4,1,11,충북,개인,60~69
Volvo,0,0,1,0,0,0,0,2,1,2,0,0,6,충북,개인,60~69
BMW,0,2,0,1,1,1,0,0,2,0,0,2,9,충북,개인,70~
Ford,0,0,0,0,1,1,0,0,0,0,0,0,2,충북,개인,70~
Honda,0,0,0,0,1,1,0,0,0,0,0,0,2,충북,개인,70~
Land Rover,0,0,0,0,0,0,1,0,0,0,0,0,1,충북,개인,70~
Lexus,0,0,0,1,0,0,1,0,0,0,0,1,3,충북,개인,70~
Mercedes-Benz,0,1,2,2,2,2,4,1,1,2,1,0,18,충북,개인,70~
Nissan,0,0,0,0,0,0,0,0,0,0,0,1,1,충북,개인,70~
Toyota,1,0,0,0,1,0,0,0,0,0,1,1,4,충북,개인,70~
BMW,3,3,7,8,8,6,3,1,7,5,7,13,71,충북,개인-남자,20~29
Cadillac,0,0,0,0,0,1,0,0,0,0,0,0,1,충북,개인-남자,20~29
Chrysler,1,1,0,0,1,1,0,2,1,2,3,1,13,충북,개인-남자,20~29
Citroen,0,0,0,1,0,0,0,0,1,0,0,0,2,충북,개인-남자,20~29
Fiat,0,1,0,0,0,0,0,0,0,0,0,0,1,충북,개인-남자,20~29
Ford,2,0,4,2,0,0,2,0,2,2,4,2,20,충북,개인-남자,20~29
Honda,2,1,1,1,0,2,1,0,2,0,0,0,10,충북,개인-남자,20~29
Infiniti,0,2,0,3,1,0,0,0,0,0,1,0,7,충북,개인-남자,20~29
Jaguar,0,0,0,0,0,1,0,0,0,0,0,0,1,충북,개인-남자,20~29
Land Rover,0,0,0,0,2,0,0,0,0,0,0,1,3,충북,개인-남자,20~29
MINI,2,0,1,0,0,1,2,1,1,1,0,0,9,충북,개인-남자,20~29
Mercedes-Benz,0,3,3,4,3,5,3,8,4,4,7,5,49,충북,개인-남자,20~29
Nissan,1,2,2,2,0,0,0,0,1,3,3,0,14,충북,개인-남자,20~29
Peugeot,0,1,0,1,1,0,0,1,0,0,1,0,5,충북,개인-남자,20~29
Toyota,0,0,1,1,0,1,1,2,2,1,3,0,12,충북,개인-남자,20~29
Volvo,0,0,0,1,0,1,0,1,1,1,0,0,5,충북,개인-남자,20~29
Audi,3,3,0,0,0,0,0,0,0,0,0,0,6,충북,개인-남자,30~39
BMW,4,8,27,37,28,19,12,24,28,26,28,26,267,충북,개인-남자,30~39
Cadillac,0,0,0,0,0,0,0,0,0,0,0,2,2,충북,개인-남자,30~39
Chrysler,0,4,1,1,3,3,1,3,9,1,3,1,30,충북,개인-남자,30~39
Citroen,0,1,0,2,1,0,0,0,0,0,1,0,5,충북,개인-남자,30~39
Fiat,0,1,4,0,0,0,0,0,0,0,0,0,5,충북,개인-남자,30~39
Ford,2,6,6,9,8,13,10,4,6,4,8,4,80,충북,개인-남자,30~39
Honda,4,2,0,8,2,8,2,1,5,8,4,0,44,충북,개인-남자,30~39
Infiniti,1,0,1,2,2,3,3,3,1,0,3,1,20,충북,개인-남자,30~39
Jaguar,0,0,2,0,2,2,1,0,0,2,0,0,9,충북,개인-남자,30~39
Land Rover,1,0,1,1,1,4,0,3,0,0,1,5,17,충북,개인-남자,30~39
Lexus,0,1,3,2,2,4,2,4,3,1,4,0,26,충북,개인-남자,30~39
MINI,0,1,1,1,2,3,0,1,2,1,2,4,18,충북,개인-남자,30~39
Mercedes-Benz,20,22,20,15,22,20,15,10,12,12,19,15,202,충북,개인-남자,30~39
Nissan,8,1,7,2,6,6,7,5,7,4,4,5,62,충북,개인-남자,30~39
Peugeot,0,2,3,0,2,4,2,1,2,3,1,1,21,충북,개인-남자,30~39
Porsche,0,2,0,1,0,0,1,0,0,0,1,0,5,충북,개인-남자,30~39
Toyota,1,7,6,2,2,9,9,7,1,4,2,7,57,충북,개인-남자,30~39
Volvo,2,0,2,1,1,2,1,4,2,1,1,1,18,충북,개인-남자,30~39
Audi,2,0,2,0,0,0,0,0,0,0,0,0,4,충북,개인-남자,40~49
BMW,2,9,19,13,16,11,11,8,13,9,13,21,145,충북,개인-남자,40~49
Bentley,0,0,0,0,0,0,0,0,0,1,0,0,1,충북,개인-남자,40~49
Cadillac,0,0,0,0,0,0,1,0,1,0,0,0,2,충북,개인-남자,40~49
Chrysler,1,6,7,3,4,5,1,5,3,5,9,4,53,충북,개인-남자,40~49
Citroen,0,0,1,0,0,0,0,0,0,0,0,0,1,충북,개인-남자,40~49
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,충북,개인-남자,40~49
Ford,7,6,4,17,9,11,9,5,12,5,0,8,93,충북,개인-남자,40~49
Honda,1,5,1,5,3,11,7,1,3,4,3,3,47,충북,개인-남자,40~49
Infiniti,0,1,0,1,0,1,0,1,1,0,2,0,7,충북,개인-남자,40~49
Jaguar,0,0,4,1,1,0,0,0,0,0,0,1,7,충북,개인-남자,40~49
Land Rover,1,2,2,0,3,0,2,3,1,2,2,2,20,충북,개인-남자,40~49
Lexus,0,1,1,3,2,2,4,1,3,1,1,0,19,충북,개인-남자,40~49
MINI,0,0,3,0,3,2,0,0,5,1,1,0,15,충북,개인-남자,40~49
Mercedes-Benz,18,16,9,12,17,19,12,13,16,5,17,7,161,충북,개인-남자,40~49
Nissan,1,4,3,2,5,6,3,3,1,5,5,2,40,충북,개인-남자,40~49
Peugeot,1,1,6,1,1,1,2,3,3,3,5,5,32,충북,개인-남자,40~49
Porsche,2,0,0,1,0,0,0,1,1,0,0,0,5,충북,개인-남자,40~49
Toyota,3,0,3,3,1,4,5,1,0,5,9,2,36,충북,개인-남자,40~49
Volvo,1,0,2,2,1,2,4,3,2,4,0,0,21,충북,개인-남자,40~49
Audi,2,0,0,0,0,0,0,0,0,0,0,0,2,충북,개인-남자,50~59
BMW,0,10,4,10,6,8,3,5,3,4,6,14,73,충북,개인-남자,50~59
Cadillac,0,0,0,0,1,1,1,0,0,1,1,2,7,충북,개인-남자,50~59
Chrysler,1,3,2,2,6,6,3,9,3,2,3,5,45,충북,개인-남자,50~59
Citroen,0,0,0,0,0,0,0,0,0,0,1,1,2,충북,개인-남자,50~59
Fiat,0,0,0,1,0,0,0,0,0,0,0,0,1,충북,개인-남자,50~59
Ford,4,4,1,2,5,3,8,5,4,4,6,2,48,충북,개인-남자,50~59
Honda,1,0,1,4,7,3,2,4,0,3,0,4,29,충북,개인-남자,50~59
Infiniti,0,0,0,0,0,1,0,1,1,0,0,0,3,충북,개인-남자,50~59
Jaguar,0,0,1,0,1,0,0,0,0,0,0,0,2,충북,개인-남자,50~59
Land Rover,1,1,3,1,0,2,3,1,3,2,0,0,17,충북,개인-남자,50~59
Lexus,0,1,2,0,0,2,1,3,0,2,1,4,16,충북,개인-남자,50~59
MINI,0,0,0,0,1,1,1,1,0,0,0,3,7,충북,개인-남자,50~59
Mercedes-Benz,17,6,14,11,10,4,10,11,8,9,10,4,114,충북,개인-남자,50~59
Nissan,1,2,4,2,2,5,3,7,3,1,0,1,31,충북,개인-남자,50~59
Peugeot,0,1,1,0,3,1,0,1,1,0,0,2,10,충북,개인-남자,50~59
Porsche,0,0,0,0,0,0,0,0,2,0,0,0,2,충북,개인-남자,50~59
Toyota,0,2,2,2,0,1,3,2,1,5,4,4,26,충북,개인-남자,50~59
Volvo,1,0,1,0,1,0,0,0,1,0,3,1,8,충북,개인-남자,50~59
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,충북,개인-남자,60~69
BMW,1,1,3,8,1,2,0,2,4,1,2,4,29,충북,개인-남자,60~69
Cadillac,0,0,0,0,0,0,0,0,1,0,0,0,1,충북,개인-남자,60~69
Chrysler,1,1,2,0,1,1,0,0,3,0,0,1,10,충북,개인-남자,60~69
Ford,0,2,1,1,0,4,0,0,1,2,1,2,14,충북,개인-남자,60~69
Honda,3,1,0,2,1,0,1,0,1,2,1,1,13,충북,개인-남자,60~69
Land Rover,0,0,1,0,0,2,0,1,2,0,0,1,7,충북,개인-남자,60~69
Lexus,1,0,2,2,2,1,1,2,2,1,0,2,16,충북,개인-남자,60~69
MINI,1,1,0,0,0,0,0,0,0,0,0,2,4,충북,개인-남자,60~69
Mercedes-Benz,5,5,7,8,2,9,2,5,9,6,4,6,68,충북,개인-남자,60~69
Nissan,0,1,2,1,0,0,1,1,0,0,1,1,8,충북,개인-남자,60~69
Peugeot,0,0,0,0,0,1,1,0,1,0,0,1,4,충북,개인-남자,60~69
Porsche,0,0,0,0,1,0,0,0,0,0,1,0,2,충북,개인-남자,60~69
Toyota,0,1,1,1,0,0,0,0,0,0,4,1,8,충북,개인-남자,60~69
Volvo,0,0,1,0,0,0,0,2,1,2,0,0,6,충북,개인-남자,60~69
BMW,0,1,0,1,1,1,0,0,2,0,0,2,8,충북,개인-남자,70~
Ford,0,0,0,0,1,1,0,0,0,0,0,0,2,충북,개인-남자,70~
Honda,0,0,0,0,0,1,0,0,0,0,0,0,1,충북,개인-남자,70~
Land Rover,0,0,0,0,0,0,1,0,0,0,0,0,1,충북,개인-남자,70~
Lexus,0,0,0,0,0,0,1,0,0,0,0,1,2,충북,개인-남자,70~
Mercedes-Benz,0,1,1,2,1,2,4,1,1,2,1,0,16,충북,개인-남자,70~
Nissan,0,0,0,0,0,0,0,0,0,0,0,1,1,충북,개인-남자,70~
Toyota,1,0,0,0,1,0,0,0,0,0,0,1,3,충북,개인-남자,70~
BMW,0,0,1,1,3,2,2,0,2,1,4,4,20,충북,개인-여자,20~29
Chrysler,1,0,0,0,0,0,2,0,0,0,0,0,3,충북,개인-여자,20~29
Citroen,0,0,0,0,0,0,0,0,0,0,0,1,1,충북,개인-여자,20~29
Fiat,0,0,0,0,0,1,0,0,0,0,0,0,1,충북,개인-여자,20~29
Ford,0,0,0,0,1,1,0,0,0,0,0,0,2,충북,개인-여자,20~29
Infiniti,0,0,0,0,0,1,0,0,0,0,0,0,1,충북,개인-여자,20~29
Land Rover,0,0,0,0,0,0,0,1,0,0,1,0,2,충북,개인-여자,20~29
MINI,0,0,2,0,1,1,1,3,2,2,1,1,14,충북,개인-여자,20~29
Mercedes-Benz,6,2,4,2,0,3,2,2,5,1,1,0,28,충북,개인-여자,20~29
Nissan,0,1,0,0,0,0,0,0,1,0,1,0,3,충북,개인-여자,20~29
Peugeot,0,0,3,1,0,0,0,0,1,0,0,0,5,충북,개인-여자,20~29
Toyota,0,0,0,0,0,0,1,0,0,1,0,0,2,충북,개인-여자,20~29
Volvo,0,0,1,0,0,0,0,0,1,0,0,0,2,충북,개인-여자,20~29
Audi,0,1,0,0,0,0,0,0,0,0,0,0,1,충북,개인-여자,30~39
BMW,4,8,6,10,7,8,3,11,8,7,6,11,89,충북,개인-여자,30~39
Cadillac,0,0,0,1,0,0,0,0,0,1,1,2,5,충북,개인-여자,30~39
Chrysler,2,1,0,1,1,2,3,4,3,1,0,3,21,충북,개인-여자,30~39
Citroen,1,0,0,1,0,0,0,2,0,0,0,0,4,충북,개인-여자,30~39
Fiat,0,0,3,0,1,0,0,0,0,0,0,0,4,충북,개인-여자,30~39
Ford,1,1,2,4,4,1,1,1,0,2,3,1,21,충북,개인-여자,30~39
Honda,1,2,2,2,2,1,2,2,2,1,2,1,20,충북,개인-여자,30~39
Infiniti,0,0,0,1,0,0,0,1,0,0,1,0,3,충북,개인-여자,30~39
Jaguar,0,1,0,0,0,0,0,2,0,0,1,0,4,충북,개인-여자,30~39
Land Rover,0,0,0,0,0,1,1,1,1,1,1,0,6,충북,개인-여자,30~39
Lexus,0,0,0,1,1,1,2,1,1,0,0,0,7,충북,개인-여자,30~39
MINI,5,2,7,2,6,2,3,1,2,0,4,6,40,충북,개인-여자,30~39
Mercedes-Benz,11,9,9,3,4,8,4,4,6,5,5,7,75,충북,개인-여자,30~39
Nissan,2,1,3,3,1,0,1,1,1,2,0,1,16,충북,개인-여자,30~39
Peugeot,1,2,0,2,0,1,0,1,2,0,1,1,11,충북,개인-여자,30~39
Porsche,0,0,0,2,1,0,0,0,1,0,0,0,4,충북,개인-여자,30~39
Toyota,0,1,2,1,2,2,3,5,1,0,3,1,21,충북,개인-여자,30~39
Volvo,0,1,1,0,0,1,1,1,0,1,1,0,7,충북,개인-여자,30~39
Audi,0,1,0,0,0,0,0,0,0,0,0,0,1,충북,개인-여자,40~49
BMW,4,4,7,4,5,3,3,1,4,2,6,8,51,충북,개인-여자,40~49
Cadillac,0,0,0,0,1,0,0,0,0,0,0,0,1,충북,개인-여자,40~49
Chrysler,2,0,0,2,3,3,1,1,3,0,4,4,23,충북,개인-여자,40~49
Citroen,0,0,0,0,0,0,0,0,0,1,0,0,1,충북,개인-여자,40~49
Fiat,0,0,0,1,0,0,0,0,0,0,0,0,1,충북,개인-여자,40~49
Ford,0,1,4,2,7,2,3,2,3,2,2,1,29,충북,개인-여자,40~49
Honda,0,1,2,2,1,4,3,2,0,0,0,1,16,충북,개인-여자,40~49
Infiniti,0,0,0,0,0,1,0,0,0,0,0,0,1,충북,개인-여자,40~49
Jaguar,0,0,1,0,0,1,0,0,0,0,0,0,2,충북,개인-여자,40~49
Land Rover,0,0,0,1,0,2,2,1,1,1,2,3,13,충북,개인-여자,40~49
Lexus,1,1,0,1,2,3,2,2,2,1,0,1,16,충북,개인-여자,40~49
MINI,2,0,3,2,0,1,2,0,0,0,1,1,12,충북,개인-여자,40~49
Mercedes-Benz,15,4,11,9,1,20,7,6,8,12,5,11,109,충북,개인-여자,40~49
Nissan,2,0,2,4,4,2,3,2,2,0,1,4,26,충북,개인-여자,40~49
Peugeot,0,2,0,1,0,1,2,3,0,0,2,2,13,충북,개인-여자,40~49
Toyota,0,1,0,1,0,0,4,0,1,1,4,1,13,충북,개인-여자,40~49
Volvo,0,0,1,0,0,1,0,1,0,3,0,0,6,충북,개인-여자,40~49
BMW,3,2,3,2,4,3,3,2,5,2,2,3,34,충북,개인-여자,50~59
Chrysler,1,0,2,1,0,1,2,4,1,1,5,0,18,충북,개인-여자,50~59
Citroen,0,0,0,0,0,0,0,1,0,0,0,0,1,충북,개인-여자,50~59
Ford,0,2,0,1,1,0,2,0,1,2,1,1,11,충북,개인-여자,50~59
Honda,0,0,1,0,1,1,1,1,1,0,0,2,8,충북,개인-여자,50~59
Infiniti,1,0,0,0,0,0,0,0,0,0,0,0,1,충북,개인-여자,50~59
Jaguar,0,0,1,1,0,0,0,0,0,0,0,0,2,충북,개인-여자,50~59
Land Rover,0,0,0,0,0,0,0,1,1,0,1,0,3,충북,개인-여자,50~59
Lexus,0,0,2,1,0,0,0,1,2,0,1,1,8,충북,개인-여자,50~59
MINI,0,0,0,1,0,3,1,1,0,0,1,1,8,충북,개인-여자,50~59
Mercedes-Benz,6,6,2,6,4,8,1,4,3,3,6,5,54,충북,개인-여자,50~59
Nissan,0,0,0,2,0,0,1,1,1,1,0,0,6,충북,개인-여자,50~59
Peugeot,0,0,0,0,0,0,0,0,0,0,1,1,2,충북,개인-여자,50~59
Toyota,1,1,3,2,0,1,0,1,0,3,2,1,15,충북,개인-여자,50~59
Volvo,0,1,0,0,0,1,1,1,1,1,0,1,7,충북,개인-여자,50~59
BMW,0,0,3,1,0,1,0,0,0,0,2,0,7,충북,개인-여자,60~69
Chrysler,0,0,0,2,0,1,0,0,0,0,0,0,3,충북,개인-여자,60~69
Ford,0,1,0,0,0,1,0,1,0,0,1,0,4,충북,개인-여자,60~69
Honda,0,0,0,1,0,0,0,0,0,0,0,0,1,충북,개인-여자,60~69
Land Rover,0,0,0,0,0,0,0,1,0,0,0,1,2,충북,개인-여자,60~69
Lexus,0,0,0,0,0,0,0,2,0,0,0,0,2,충북,개인-여자,60~69
MINI,0,1,0,1,0,0,0,0,1,0,0,0,3,충북,개인-여자,60~69
Mercedes-Benz,3,1,0,3,1,4,2,3,2,0,1,0,20,충북,개인-여자,60~69
Toyota,0,0,0,1,1,1,0,0,0,0,0,0,3,충북,개인-여자,60~69
BMW,0,1,0,0,0,0,0,0,0,0,0,0,1,충북,개인-여자,70~
Honda,0,0,0,0,1,0,0,0,0,0,0,0,1,충북,개인-여자,70~
Lexus,0,0,0,1,0,0,0,0,0,0,0,0,1,충북,개인-여자,70~
Mercedes-Benz,0,0,1,0,1,0,0,0,0,0,0,0,2,충북,개인-여자,70~
Toyota,0,0,0,0,0,0,0,0,0,0,1,0,1,충북,개인-여자,70~
Audi,0,1,0,0,0,0,0,0,0,0,0,0,1,충남,개인,20~29
BMW,4,9,12,19,17,11,8,13,15,9,26,15,158,충남,개인,20~29
Cadillac,0,0,0,0,1,0,1,0,1,1,1,0,5,충남,개인,20~29
Chrysler,1,3,1,1,1,2,2,2,2,0,5,2,22,충남,개인,20~29
Citroen,1,0,0,0,0,0,0,0,2,0,0,0,3,충남,개인,20~29
Fiat,0,1,0,0,0,0,0,0,0,0,0,0,1,충남,개인,20~29
Ford,0,1,3,6,3,4,1,3,1,1,3,0,26,충남,개인,20~29
Honda,2,0,0,2,4,8,2,4,3,2,1,1,29,충남,개인,20~29
Infiniti,1,0,0,0,2,0,0,0,0,0,0,1,4,충남,개인,20~29
Jaguar,0,0,1,0,0,0,0,0,1,0,0,0,2,충남,개인,20~29
Land Rover,0,1,1,0,0,1,1,1,1,0,2,1,9,충남,개인,20~29
Lexus,0,0,0,2,0,2,0,3,0,0,2,0,9,충남,개인,20~29
MINI,2,4,2,0,5,7,1,4,1,2,2,6,36,충남,개인,20~29
Mercedes-Benz,18,8,7,5,10,8,10,13,7,7,10,7,110,충남,개인,20~29
Nissan,1,1,1,1,3,3,1,0,0,1,1,0,13,충남,개인,20~29
Peugeot,0,0,1,1,1,0,1,1,4,1,1,0,11,충남,개인,20~29
Toyota,1,0,1,2,2,1,1,0,0,0,1,3,12,충남,개인,20~29
Volvo,0,1,1,1,0,2,3,1,0,0,1,0,10,충남,개인,20~29
Audi,5,3,0,0,0,0,0,0,0,0,0,0,8,충남,개인,30~39
BMW,16,26,55,57,58,53,23,34,46,43,78,68,557,충남,개인,30~39
Cadillac,1,1,0,0,0,1,1,2,1,0,1,3,11,충남,개인,30~39
Chrysler,3,2,4,5,6,3,6,7,9,4,7,8,64,충남,개인,30~39
Citroen,0,1,4,2,0,1,1,0,1,1,0,0,11,충남,개인,30~39
Fiat,0,1,7,4,0,0,0,0,0,0,0,0,12,충남,개인,30~39
Ford,21,10,20,12,17,21,7,5,5,10,13,10,151,충남,개인,30~39
