구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,area,sales_type,age
Audi,5,0,1,0,0,0,0,0,0,0,0,0,6,경기,개인-여자,50~59
BMW,18,17,46,57,47,39,17,35,35,28,43,67,449,경기,개인-여자,50~59
Bentley,0,0,0,0,0,0,0,0,0,0,1,0,1,경기,개인-여자,50~59
Cadillac,2,0,0,0,0,3,3,1,2,0,3,1,15,경기,개인-여자,50~59
Chrysler,10,8,13,5,7,13,12,8,11,6,8,12,113,경기,개인-여자,50~59
Citroen,0,0,1,2,0,2,1,0,1,1,0,2,10,경기,개인-여자,50~59
Fiat,1,1,3,1,2,0,1,0,0,0,0,0,9,경기,개인-여자,50~59
Ford,11,8,10,8,8,15,12,5,10,8,11,11,117,경기,개인-여자,50~59
Honda,7,6,3,13,18,21,11,15,12,8,14,1,129,경기,개인-여자,50~59
Infiniti,1,2,3,1,0,1,1,1,1,2,2,1,16,경기,개인-여자,50~59
Jaguar,0,0,4,0,0,1,1,1,2,0,0,0,9,경기,개인-여자,50~59
Land Rover,10,6,5,2,5,7,5,8,9,7,2,13,79,경기,개인-여자,50~59
Lexus,12,12,20,15,20,20,20,19,22,13,21,21,215,경기,개인-여자,50~59
MINI,9,9,10,7,13,15,9,10,10,6,4,17,119,경기,개인-여자,50~59
Mercedes-Benz,89,61,71,51,65,98,64,59,88,63,75,38,822,경기,개인-여자,50~59
Nissan,2,5,10,5,7,5,6,7,6,6,7,9,75,경기,개인-여자,50~59
Peugeot,1,2,6,4,5,5,4,5,1,7,3,2,45,경기,개인-여자,50~59
Porsche,0,0,1,1,2,0,0,0,1,0,2,1,8,경기,개인-여자,50~59
Toyota,9,14,13,11,15,19,14,17,18,18,24,19,191,경기,개인-여자,50~59
Volvo,2,4,6,0,6,7,5,7,1,11,4,1,54,경기,개인-여자,50~59
Audi,2,4,1,0,0,0,0,0,0,0,0,0,7,경기,개인-여자,60~69
BMW,4,4,13,13,10,7,5,6,6,7,13,13,101,경기,개인-여자,60~69
Cadillac,0,0,0,0,2,0,0,0,0,0,0,1,3,경기,개인-여자,60~69
Chrysler,3,3,2,1,3,3,3,2,4,0,2,1,27,경기,개인-여자,60~69
Citroen,0,0,1,1,0,0,1,1,1,0,0,0,5,경기,개인-여자,60~69
Fiat,0,2,2,2,0,0,0,0,0,0,0,0,6,경기,개인-여자,60~69
Ford,3,1,2,1,1,5,2,1,4,3,0,5,28,경기,개인-여자,60~69
Honda,2,0,1,1,2,8,1,0,2,0,4,0,21,경기,개인-여자,60~69
Infiniti,0,0,0,1,1,2,1,1,1,2,0,1,10,경기,개인-여자,60~69
Jaguar,0,0,3,1,0,3,1,0,1,0,0,1,10,경기,개인-여자,60~69
Land Rover,1,2,1,2,0,2,0,1,2,3,0,4,18,경기,개인-여자,60~69
Lexus,2,9,6,11,7,9,6,6,8,6,5,3,78,경기,개인-여자,60~69
MINI,2,0,2,2,5,0,3,1,1,2,1,4,23,경기,개인-여자,60~69
Mercedes-Benz,26,30,28,12,15,40,16,15,25,18,30,16,271,경기,개인-여자,60~69
Nissan,2,2,0,1,0,2,0,0,0,1,2,2,12,경기,개인-여자,60~69
Peugeot,1,0,1,1,2,1,2,0,1,1,0,1,11,경기,개인-여자,60~69
Porsche,0,0,1,1,1,0,0,0,0,0,1,0,4,경기,개인-여자,60~69
Toyota,6,5,6,3,6,5,6,3,5,6,7,5,63,경기,개인-여자,60~69
Volvo,2,3,1,3,5,1,1,2,3,5,2,2,30,경기,개인-여자,60~69
BMW,1,2,0,2,2,1,0,3,1,2,6,2,22,경기,개인-여자,70~
Chrysler,0,0,1,0,0,0,0,0,1,0,0,0,2,경기,개인-여자,70~
Ford,1,0,0,1,0,0,0,1,0,2,0,0,5,경기,개인-여자,70~
Honda,0,0,0,1,3,3,0,1,0,0,0,0,8,경기,개인-여자,70~
Jaguar,0,0,0,0,0,0,0,1,0,0,0,0,1,경기,개인-여자,70~
Land Rover,0,0,1,0,0,1,0,0,0,0,1,0,3,경기,개인-여자,70~
Lexus,1,1,2,0,1,1,1,2,2,2,2,1,16,경기,개인-여자,70~
MINI,1,1,2,0,0,0,0,0,0,1,0,1,6,경기,개인-여자,70~
Mercedes-Benz,6,5,9,7,4,8,8,2,6,5,4,5,69,경기,개인-여자,70~
Nissan,0,0,0,0,0,1,0,2,0,0,0,1,4,경기,개인-여자,70~
Porsche,1,0,0,0,0,0,0,0,0,1,0,0,2,경기,개인-여자,70~
Toyota,0,1,2,1,0,1,1,1,1,1,0,1,10,경기,개인-여자,70~
Volvo,1,0,1,0,1,1,1,2,0,0,1,2,10,경기,개인-여자,70~
BMW,2,2,9,10,2,2,1,4,10,3,8,7,60,강원,개인,20~29
Cadillac,1,0,0,0,1,0,0,0,0,0,0,1,3,강원,개인,20~29
Chrysler,0,1,0,1,0,0,0,1,4,0,1,0,8,강원,개인,20~29
Citroen,0,1,1,1,1,0,3,1,1,0,0,2,11,강원,개인,20~29
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,강원,개인,20~29
Ford,1,2,2,1,2,0,2,3,1,1,2,1,18,강원,개인,20~29
Honda,0,1,1,0,0,1,0,0,1,0,1,0,5,강원,개인,20~29
Infiniti,0,0,0,0,0,1,1,0,0,0,0,1,3,강원,개인,20~29
Jaguar,0,1,1,0,1,0,0,0,0,0,1,0,4,강원,개인,20~29
Land Rover,0,1,0,1,0,0,0,0,0,0,1,0,3,강원,개인,20~29
Lexus,0,2,0,0,0,1,1,0,0,0,2,0,6,강원,개인,20~29
MINI,0,0,0,1,3,1,2,4,2,0,4,1,18,강원,개인,20~29
Mercedes-Benz,2,1,4,4,3,3,3,2,3,2,8,2,37,강원,개인,20~29
Nissan,0,0,0,3,2,1,1,2,0,1,3,1,14,강원,개인,20~29
Peugeot,0,1,0,3,1,1,1,5,1,0,1,2,16,강원,개인,20~29
Porsche,0,0,0,0,0,0,0,0,0,0,1,0,1,강원,개인,20~29
Toyota,0,1,1,0,0,0,1,0,3,1,1,1,9,강원,개인,20~29
Volvo,0,0,1,1,0,0,0,0,1,1,0,0,4,강원,개인,20~29
Audi,1,0,1,0,0,0,0,0,0,0,0,0,2,강원,개인,30~39
BMW,4,14,30,30,33,22,10,17,26,16,26,26,254,강원,개인,30~39
Cadillac,1,0,0,0,1,3,1,0,2,0,1,0,9,강원,개인,30~39
Chrysler,2,3,4,2,5,5,5,2,5,3,4,2,42,강원,개인,30~39
Citroen,0,0,1,1,0,0,1,3,0,0,0,0,6,강원,개인,30~39
Fiat,0,1,2,2,0,0,0,0,0,0,0,0,5,강원,개인,30~39
Ford,5,5,7,5,10,9,6,6,3,5,6,7,74,강원,개인,30~39
Honda,4,3,3,6,3,12,3,1,4,2,5,4,50,강원,개인,30~39
Infiniti,1,1,2,0,1,0,2,0,1,1,1,2,12,강원,개인,30~39
Jaguar,1,0,6,0,0,2,1,0,0,0,1,0,11,강원,개인,30~39
Land Rover,3,0,4,2,1,6,3,1,5,2,4,8,39,강원,개인,30~39
Lexus,6,2,7,3,3,5,5,3,3,3,7,5,52,강원,개인,30~39
MINI,3,3,9,3,4,8,5,2,6,2,3,2,50,강원,개인,30~39
Mercedes-Benz,22,14,25,23,14,21,16,16,21,19,24,11,226,강원,개인,30~39
Nissan,3,3,11,4,6,3,6,3,4,1,1,4,49,강원,개인,30~39
Peugeot,2,4,10,5,2,3,5,1,7,6,3,9,57,강원,개인,30~39
Porsche,0,0,1,0,1,0,1,0,0,1,0,0,4,강원,개인,30~39
Toyota,7,3,6,2,3,5,12,7,4,6,12,7,74,강원,개인,30~39
Volvo,0,1,2,4,3,6,1,0,3,2,1,1,24,강원,개인,30~39
Audi,1,2,0,0,0,0,0,0,0,0,0,0,3,강원,개인,40~49
BMW,6,13,16,17,14,17,8,11,11,12,31,20,176,강원,개인,40~49
Cadillac,0,0,0,1,2,0,1,2,3,4,3,0,16,강원,개인,40~49
Chrysler,2,3,5,4,5,7,5,6,6,4,8,9,64,강원,개인,40~49
Citroen,0,1,2,0,1,1,0,0,1,1,0,1,8,강원,개인,40~49
Fiat,0,1,1,3,0,0,0,0,0,0,0,0,5,강원,개인,40~49
Ford,8,11,6,6,5,7,12,8,9,12,9,9,102,강원,개인,40~49
Honda,1,1,1,4,4,6,3,2,6,3,1,3,35,강원,개인,40~49
Infiniti,1,0,3,1,1,1,2,3,1,0,5,1,19,강원,개인,40~49
Jaguar,0,0,4,0,0,1,1,0,2,0,2,2,12,강원,개인,40~49
Land Rover,3,3,4,2,3,3,1,3,9,4,3,5,43,강원,개인,40~49
Lexus,5,3,4,8,7,11,3,3,13,6,3,9,75,강원,개인,40~49
MINI,1,4,2,4,8,3,2,5,4,3,0,9,45,강원,개인,40~49
Mercedes-Benz,11,13,12,19,19,36,23,19,17,13,21,4,207,강원,개인,40~49
Nissan,5,3,5,4,3,3,3,5,5,1,2,3,42,강원,개인,40~49
Peugeot,1,4,5,5,5,5,10,8,8,7,1,8,67,강원,개인,40~49
Porsche,0,1,0,0,1,0,0,0,0,1,0,0,3,강원,개인,40~49
Toyota,3,2,2,1,4,2,8,11,6,11,5,11,66,강원,개인,40~49
Volvo,3,1,2,2,2,2,4,2,2,2,3,0,25,강원,개인,40~49
Audi,2,2,0,0,0,0,0,0,0,0,0,0,4,강원,개인,50~59
BMW,8,7,15,19,10,7,3,5,6,6,12,9,107,강원,개인,50~59
Bentley,0,0,0,0,0,0,0,1,0,0,0,0,1,강원,개인,50~59
Cadillac,0,2,0,1,1,1,1,1,0,3,0,6,16,강원,개인,50~59
Chrysler,4,3,3,5,2,4,4,5,4,5,6,6,51,강원,개인,50~59
Citroen,1,0,0,0,1,0,0,0,0,2,0,2,6,강원,개인,50~59
Ford,7,7,4,11,10,20,5,6,6,6,6,4,92,강원,개인,50~59
Honda,1,0,0,3,7,8,2,3,3,3,3,0,33,강원,개인,50~59
Infiniti,0,1,0,1,1,0,0,0,1,1,2,3,10,강원,개인,50~59
Jaguar,0,0,2,0,1,1,0,1,0,1,1,1,8,강원,개인,50~59
Land Rover,0,2,3,1,1,2,4,6,6,5,2,5,37,강원,개인,50~59
Lexus,2,1,5,8,3,10,2,6,4,4,4,9,58,강원,개인,50~59
MINI,1,1,0,0,1,2,2,1,1,2,4,3,18,강원,개인,50~59
Mercedes-Benz,14,10,19,8,20,18,18,14,9,14,18,9,171,강원,개인,50~59
Nissan,1,2,3,1,2,3,0,6,1,4,2,0,25,강원,개인,50~59
Peugeot,0,1,0,5,2,1,4,2,4,1,1,0,21,강원,개인,50~59
Toyota,2,1,4,1,1,0,5,10,3,5,9,4,45,강원,개인,50~59
Volvo,1,3,3,1,0,5,4,3,0,4,1,0,25,강원,개인,50~59
BMW,1,2,6,3,3,8,1,2,5,2,2,2,37,강원,개인,60~69
Bentley,0,0,0,0,1,0,0,0,0,0,0,1,2,강원,개인,60~69
Cadillac,0,0,0,0,0,0,0,0,0,0,1,0,1,강원,개인,60~69
Chrysler,0,2,2,1,1,2,2,2,3,2,2,1,20,강원,개인,60~69
Ford,2,1,2,7,2,0,5,2,3,1,1,1,27,강원,개인,60~69
Honda,1,0,0,0,2,4,2,1,4,1,2,0,17,강원,개인,60~69
Infiniti,0,0,0,3,1,1,0,0,1,0,0,1,7,강원,개인,60~69
Jaguar,0,0,0,0,0,1,0,0,0,1,0,0,2,강원,개인,60~69
Land Rover,1,1,0,0,2,1,3,1,0,2,0,1,12,강원,개인,60~69
Lexus,0,2,0,3,0,3,2,2,1,2,1,2,18,강원,개인,60~69
MINI,0,1,1,1,0,2,0,0,2,0,1,0,8,강원,개인,60~69
Mercedes-Benz,4,3,11,5,8,5,4,9,8,10,8,1,76,강원,개인,60~69
Nissan,1,2,0,0,1,1,0,1,1,0,0,0,7,강원,개인,60~69
Peugeot,0,1,2,2,1,1,0,1,0,1,2,1,12,강원,개인,60~69
Porsche,0,0,0,0,0,0,0,0,0,0,1,0,1,강원,개인,60~69
Toyota,2,2,2,1,1,1,3,0,2,1,0,2,17,강원,개인,60~69
Volvo,0,0,2,0,1,1,0,2,0,1,3,0,10,강원,개인,60~69
BMW,1,0,2,1,1,0,0,0,0,0,0,0,5,강원,개인,70~
Cadillac,0,0,0,0,0,0,0,0,0,0,0,1,1,강원,개인,70~
Chrysler,0,0,0,0,0,1,0,0,1,0,0,0,2,강원,개인,70~
Ford,0,1,1,0,0,0,1,1,0,0,0,1,5,강원,개인,70~
Honda,0,0,0,1,0,1,0,0,0,2,0,0,4,강원,개인,70~
Infiniti,0,0,1,0,0,0,0,0,0,0,0,0,1,강원,개인,70~
Land Rover,0,0,1,0,0,3,0,1,2,0,0,0,7,강원,개인,70~
Lexus,0,0,0,1,0,0,1,0,0,0,0,0,2,강원,개인,70~
MINI,0,0,0,0,0,0,0,0,1,0,0,0,1,강원,개인,70~
Mercedes-Benz,1,0,2,2,1,1,4,3,2,4,3,0,23,강원,개인,70~
Nissan,1,0,1,1,0,0,0,0,0,0,0,0,3,강원,개인,70~
Peugeot,0,0,0,0,0,0,1,0,0,0,0,0,1,강원,개인,70~
Porsche,0,0,0,0,0,0,0,0,0,0,0,1,1,강원,개인,70~
Volvo,0,1,0,0,0,0,1,0,0,1,0,0,3,강원,개인,70~
BMW,1,1,4,6,2,2,1,4,8,2,7,7,45,강원,개인-남자,20~29
Cadillac,1,0,0,0,1,0,0,0,0,0,0,0,2,강원,개인-남자,20~29
Chrysler,0,0,0,0,0,0,0,1,2,0,0,0,3,강원,개인-남자,20~29
Citroen,0,0,0,1,1,0,3,1,1,0,0,2,9,강원,개인-남자,20~29
Ford,0,2,0,1,1,0,2,2,1,1,1,0,11,강원,개인-남자,20~29
Honda,0,1,1,0,0,1,0,0,1,0,1,0,5,강원,개인-남자,20~29
Infiniti,0,0,0,0,0,1,1,0,0,0,0,0,2,강원,개인-남자,20~29
Jaguar,0,1,1,0,1,0,0,0,0,0,0,0,3,강원,개인-남자,20~29
Land Rover,0,1,0,0,0,0,0,0,0,0,1,0,2,강원,개인-남자,20~29
Lexus,0,2,0,0,0,1,0,0,0,0,1,0,4,강원,개인-남자,20~29
MINI,0,0,0,1,0,0,0,2,2,0,3,1,9,강원,개인-남자,20~29
Mercedes-Benz,0,1,4,3,3,2,3,1,3,1,4,1,26,강원,개인-남자,20~29
Nissan,0,0,0,3,2,1,1,1,0,1,2,1,12,강원,개인-남자,20~29
Peugeot,0,1,0,3,0,1,1,1,0,0,0,1,8,강원,개인-남자,20~29
Porsche,0,0,0,0,0,0,0,0,0,0,1,0,1,강원,개인-남자,20~29
Toyota,0,1,1,0,0,0,1,0,1,1,0,1,6,강원,개인-남자,20~29
Volvo,0,0,1,1,0,0,0,0,0,1,0,0,3,강원,개인-남자,20~29
Audi,1,0,1,0,0,0,0,0,0,0,0,0,2,강원,개인-남자,30~39
BMW,4,8,25,26,25,17,9,14,18,14,22,19,201,강원,개인-남자,30~39
Cadillac,0,0,0,0,1,2,1,0,1,0,1,0,6,강원,개인-남자,30~39
Chrysler,2,2,3,2,3,4,5,1,5,2,2,2,33,강원,개인-남자,30~39
Citroen,0,0,1,1,0,0,1,1,0,0,0,0,4,강원,개인-남자,30~39
Fiat,0,1,2,0,0,0,0,0,0,0,0,0,3,강원,개인-남자,30~39
Ford,5,5,6,4,8,7,4,6,3,5,6,4,63,강원,개인-남자,30~39
Honda,3,3,2,5,2,12,3,1,4,2,4,4,45,강원,개인-남자,30~39
Infiniti,1,1,2,0,1,0,2,0,1,0,1,2,11,강원,개인-남자,30~39
Jaguar,0,0,5,0,0,2,1,0,0,0,1,0,9,강원,개인-남자,30~39
Land Rover,2,0,3,1,1,4,3,1,3,2,2,4,26,강원,개인-남자,30~39
Lexus,2,2,2,2,3,3,5,3,2,2,5,5,36,강원,개인-남자,30~39
MINI,0,1,6,2,1,4,1,1,3,1,1,1,22,강원,개인-남자,30~39
Mercedes-Benz,15,11,14,16,8,12,13,12,7,9,14,10,141,강원,개인-남자,30~39
Nissan,2,2,8,1,4,3,1,2,4,1,1,2,31,강원,개인-남자,30~39
Peugeot,0,3,4,3,0,2,2,1,3,4,2,4,28,강원,개인-남자,30~39
Porsche,0,0,0,0,1,0,1,0,0,0,0,0,2,강원,개인-남자,30~39
Toyota,4,2,4,2,1,3,7,4,3,5,10,5,50,강원,개인-남자,30~39
Volvo,0,0,1,4,2,4,0,0,1,0,1,1,14,강원,개인-남자,30~39
Audi,1,2,0,0,0,0,0,0,0,0,0,0,3,강원,개인-남자,40~49
BMW,3,8,12,10,12,14,6,7,7,8,21,13,121,강원,개인-남자,40~49
Cadillac,0,0,0,1,1,0,1,2,2,3,3,0,13,강원,개인-남자,40~49
Chrysler,1,2,5,2,2,6,2,3,6,2,4,8,43,강원,개인-남자,40~49
Citroen,0,1,1,0,0,0,0,0,1,0,0,0,3,강원,개인-남자,40~49
Fiat,0,0,1,2,0,0,0,0,0,0,0,0,3,강원,개인-남자,40~49
Ford,5,9,5,5,4,4,5,5,6,7,8,5,68,강원,개인-남자,40~49
Honda,1,1,1,3,3,5,2,2,5,3,1,2,29,강원,개인-남자,40~49
Infiniti,1,0,3,1,1,1,2,2,0,0,4,1,16,강원,개인-남자,40~49
Jaguar,0,0,2,0,0,1,0,0,2,0,2,2,9,강원,개인-남자,40~49
Land Rover,0,3,2,2,1,2,1,2,8,3,3,3,30,강원,개인-남자,40~49
Lexus,4,3,1,6,6,4,2,3,10,4,3,6,52,강원,개인-남자,40~49
MINI,0,2,1,2,5,2,2,2,1,2,0,3,22,강원,개인-남자,40~49
Mercedes-Benz,6,10,7,15,13,22,16,14,9,9,15,2,138,강원,개인-남자,40~49
Nissan,3,2,2,1,3,1,2,3,1,1,1,1,21,강원,개인-남자,40~49
Peugeot,1,3,4,3,3,3,7,5,4,6,1,5,45,강원,개인-남자,40~49
Porsche,0,0,0,0,0,0,0,0,0,1,0,0,1,강원,개인-남자,40~49
Toyota,0,2,2,1,3,2,7,8,4,8,3,6,46,강원,개인-남자,40~49
Volvo,2,1,2,2,0,2,2,2,1,2,3,0,19,강원,개인-남자,40~49
Audi,2,2,0,0,0,0,0,0,0,0,0,0,4,강원,개인-남자,50~59
BMW,4,5,11,13,9,5,3,4,4,4,7,7,76,강원,개인-남자,50~59
Cadillac,0,2,0,1,1,1,0,0,0,3,0,6,14,강원,개인-남자,50~59
Chrysler,3,2,3,3,2,3,3,3,4,3,6,2,37,강원,개인-남자,50~59
Citroen,0,0,0,0,1,0,0,0,0,1,0,0,2,강원,개인-남자,50~59
Ford,5,6,3,6,6,15,4,6,5,6,4,2,68,강원,개인-남자,50~59
Honda,0,0,0,2,6,7,1,3,3,3,3,0,28,강원,개인-남자,50~59
Infiniti,0,0,0,0,0,0,0,0,0,0,2,2,4,강원,개인-남자,50~59
Jaguar,0,0,2,0,0,1,0,1,0,0,1,1,6,강원,개인-남자,50~59
Land Rover,0,2,2,1,1,2,4,4,5,4,2,3,30,강원,개인-남자,50~59
Lexus,1,0,4,7,3,7,2,5,2,1,3,6,41,강원,개인-남자,50~59
MINI,0,1,0,0,0,2,1,1,1,2,3,3,14,강원,개인-남자,50~59
Mercedes-Benz,11,7,13,8,13,10,12,8,3,9,10,4,108,강원,개인-남자,50~59
Nissan,0,2,2,1,2,1,0,4,1,3,1,0,17,강원,개인-남자,50~59
Peugeot,0,1,0,5,2,1,3,2,4,0,1,0,19,강원,개인-남자,50~59
Toyota,2,1,4,0,1,0,4,8,2,4,5,3,34,강원,개인-남자,50~59
Volvo,1,2,2,1,0,5,3,2,0,4,1,0,21,강원,개인-남자,50~59
BMW,0,2,6,2,3,5,0,1,5,2,2,2,30,강원,개인-남자,60~69
Bentley,0,0,0,0,1,0,0,0,0,0,0,1,2,강원,개인-남자,60~69
Chrysler,0,1,1,1,0,2,2,1,3,2,2,1,16,강원,개인-남자,60~69
Ford,2,1,2,6,2,0,5,2,2,0,1,1,24,강원,개인-남자,60~69
Honda,1,0,0,0,2,2,1,1,4,1,2,0,14,강원,개인-남자,60~69
Infiniti,0,0,0,3,1,1,0,0,1,0,0,1,7,강원,개인-남자,60~69
Jaguar,0,0,0,0,0,1,0,0,0,0,0,0,1,강원,개인-남자,60~69
Land Rover,1,1,0,0,2,1,3,0,0,1,0,1,10,강원,개인-남자,60~69
Lexus,0,1,0,2,0,2,1,2,1,2,0,2,13,강원,개인-남자,60~69
MINI,0,1,1,1,0,1,0,0,0,0,1,0,5,강원,개인-남자,60~69
Mercedes-Benz,2,2,8,2,5,4,4,3,7,7,4,0,48,강원,개인-남자,60~69
Nissan,1,2,0,0,1,0,0,0,1,0,0,0,5,강원,개인-남자,60~69
Peugeot,0,0,1,1,1,0,0,1,0,1,1,1,7,강원,개인-남자,60~69
Porsche,0,0,0,0,0,0,0,0,0,0,1,0,1,강원,개인-남자,60~69
Toyota,2,2,2,1,1,1,2,0,2,1,0,1,15,강원,개인-남자,60~69
Volvo,0,0,1,0,1,0,0,1,0,0,2,0,5,강원,개인-남자,60~69
BMW,0,0,1,1,1,0,0,0,0,0,0,0,3,강원,개인-남자,70~
Cadillac,0,0,0,0,0,0,0,0,0,0,0,1,1,강원,개인-남자,70~
Chrysler,0,0,0,0,0,0,0,0,1,0,0,0,1,강원,개인-남자,70~
Ford,0,1,1,0,0,0,1,1,0,0,0,1,5,강원,개인-남자,70~
Honda,0,0,0,1,0,1,0,0,0,2,0,0,4,강원,개인-남자,70~
Infiniti,0,0,1,0,0,0,0,0,0,0,0,0,1,강원,개인-남자,70~
Land Rover,0,0,1,0,0,3,0,1,2,0,0,0,7,강원,개인-남자,70~
Lexus,0,0,0,0,0,0,1,0,0,0,0,0,1,강원,개인-남자,70~
MINI,0,0,0,0,0,0,0,0,1,0,0,0,1,강원,개인-남자,70~
Mercedes-Benz,1,0,2,1,0,1,3,3,2,2,2,0,17,강원,개인-남자,70~
Nissan,1,0,1,1,0,0,0,0,0,0,0,0,3,강원,개인-남자,70~
Peugeot,0,0,0,0,0,0,1,0,0,0,0,0,1,강원,개인-남자,70~
Volvo,0,1,0,0,0,0,1,0,0,1,0,0,3,강원,개인-남자,70~
BMW,1,1,5,4,0,0,0,0,2,1,1,0,15,강원,개인-여자,20~29
Cadillac,0,0,0,0,0,0,0,0,0,0,0,1,1,강원,개인-여자,20~29
Chrysler,0,1,0,1,0,0,0,0,2,0,1,0,5,강원,개인-여자,20~29
Citroen,0,1,1,0,0,0,0,0,0,0,0,0,2,강원,개인-여자,20~29
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,강원,개인-여자,20~29
Ford,1,0,2,0,1,0,0,1,0,0,1,1,7,강원,개인-여자,20~29
Infiniti,0,0,0,0,0,0,0,0,0,0,0,1,1,강원,개인-여자,20~29
Jaguar,0,0,0,0,0,0,0,0,0,0,1,0,1,강원,개인-여자,20~29
Land Rover,0,0,0,1,0,0,0,0,0,0,0,0,1,강원,개인-여자,20~29
Lexus,0,0,0,0,0,0,1,0,0,0,1,0,2,강원,개인-여자,20~29
MINI,0,0,0,0,3,1,2,2,0,0,1,0,9,강원,개인-여자,20~29
Mercedes-Benz,2,0,0,1,0,1,0,1,0,1,4,1,11,강원,개인-여자,20~29
Nissan,0,0,0,0,0,0,0,1,0,0,1,0,2,강원,개인-여자,20~29
Peugeot,0,0,0,0,1,0,0,4,1,0,1,1,8,강원,개인-여자,20~29
Toyota,0,0,0,0,0,0,0,0,2,0,1,0,3,강원,개인-여자,20~29
Volvo,0,0,0,0,0,0,0,0,1,0,0,0,1,강원,개인-여자,20~29
BMW,0,6,5,4,8,5,1,3,8,2,4,7,53,강원,개인-여자,30~39
Cadillac,1,0,0,0,0,1,0,0,1,0,0,0,3,강원,개인-여자,30~39
Chrysler,0,1,1,0,2,1,0,1,0,1,2,0,9,강원,개인-여자,30~39
Citroen,0,0,0,0,0,0,0,2,0,0,0,0,2,강원,개인-여자,30~39
Fiat,0,0,0,2,0,0,0,0,0,0,0,0,2,강원,개인-여자,30~39
Ford,0,0,1,1,2,2,2,0,0,0,0,3,11,강원,개인-여자,30~39
Honda,1,0,1,1,1,0,0,0,0,0,1,0,5,강원,개인-여자,30~39
Infiniti,0,0,0,0,0,0,0,0,0,1,0,0,1,강원,개인-여자,30~39
Jaguar,1,0,1,0,0,0,0,0,0,0,0,0,2,강원,개인-여자,30~39
Land Rover,1,0,1,1,0,2,0,0,2,0,2,4,13,강원,개인-여자,30~39
Lexus,4,0,5,1,0,2,0,0,1,1,2,0,16,강원,개인-여자,30~39
MINI,3,2,3,1,3,4,4,1,3,1,2,1,28,강원,개인-여자,30~39
Mercedes-Benz,7,3,11,7,6,9,3,4,14,10,10,1,85,강원,개인-여자,30~39
Nissan,1,1,3,3,2,0,5,1,0,0,0,2,18,강원,개인-여자,30~39
Peugeot,2,1,6,2,2,1,3,0,4,2,1,5,29,강원,개인-여자,30~39
Porsche,0,0,1,0,0,0,0,0,0,1,0,0,2,강원,개인-여자,30~39
Toyota,3,1,2,0,2,2,5,3,1,1,2,2,24,강원,개인-여자,30~39
Volvo,0,1,1,0,1,2,1,0,2,2,0,0,10,강원,개인-여자,30~39
BMW,3,5,4,7,2,3,2,4,4,4,10,7,55,강원,개인-여자,40~49
Cadillac,0,0,0,0,1,0,0,0,1,1,0,0,3,강원,개인-여자,40~49
Chrysler,1,1,0,2,3,1,3,3,0,2,4,1,21,강원,개인-여자,40~49
Citroen,0,0,1,0,1,1,0,0,0,1,0,1,5,강원,개인-여자,40~49
Fiat,0,1,0,1,0,0,0,0,0,0,0,0,2,강원,개인-여자,40~49
Ford,3,2,1,1,1,3,7,3,3,5,1,4,34,강원,개인-여자,40~49
Honda,0,0,0,1,1,1,1,0,1,0,0,1,6,강원,개인-여자,40~49
Infiniti,0,0,0,0,0,0,0,1,1,0,1,0,3,강원,개인-여자,40~49
Jaguar,0,0,2,0,0,0,1,0,0,0,0,0,3,강원,개인-여자,40~49
Land Rover,3,0,2,0,2,1,0,1,1,1,0,2,13,강원,개인-여자,40~49
Lexus,1,0,3,2,1,7,1,0,3,2,0,3,23,강원,개인-여자,40~49
MINI,1,2,1,2,3,1,0,3,3,1,0,6,23,강원,개인-여자,40~49
Mercedes-Benz,5,3,5,4,6,14,7,5,8,4,6,2,69,강원,개인-여자,40~49
Nissan,2,1,3,3,0,2,1,2,4,0,1,2,21,강원,개인-여자,40~49
Peugeot,0,1,1,2,2,2,3,3,4,1,0,3,22,강원,개인-여자,40~49
Porsche,0,1,0,0,1,0,0,0,0,0,0,0,2,강원,개인-여자,40~49
Toyota,3,0,0,0,1,0,1,3,2,3,2,5,20,강원,개인-여자,40~49
Volvo,1,0,0,0,2,0,2,0,1,0,0,0,6,강원,개인-여자,40~49
BMW,4,2,4,6,1,2,0,1,2,2,5,2,31,강원,개인-여자,50~59
Bentley,0,0,0,0,0,0,0,1,0,0,0,0,1,강원,개인-여자,50~59
Cadillac,0,0,0,0,0,0,1,1,0,0,0,0,2,강원,개인-여자,50~59
Chrysler,1,1,0,2,0,1,1,2,0,2,0,4,14,강원,개인-여자,50~59
Citroen,1,0,0,0,0,0,0,0,0,1,0,2,4,강원,개인-여자,50~59
Ford,2,1,1,5,4,5,1,0,1,0,2,2,24,강원,개인-여자,50~59
Honda,1,0,0,1,1,1,1,0,0,0,0,0,5,강원,개인-여자,50~59
Infiniti,0,1,0,1,1,0,0,0,1,1,0,1,6,강원,개인-여자,50~59
Jaguar,0,0,0,0,1,0,0,0,0,1,0,0,2,강원,개인-여자,50~59
Land Rover,0,0,1,0,0,0,0,2,1,1,0,2,7,강원,개인-여자,50~59
Lexus,1,1,1,1,0,3,0,1,2,3,1,3,17,강원,개인-여자,50~59
MINI,1,0,0,0,1,0,1,0,0,0,1,0,4,강원,개인-여자,50~59
