,date,Mercedes-Benz,ASTON MARTIN,ASTON MARTIN,Nissan,Nissan,Nissan,Nissan,Nissan,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,BMW,BMW,Lincoln,Lincoln,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Volvo,Volvo,Volvo,Volvo,Volvo,Honda,Honda,Honda
index,date,Mercedes-Benz,ASTON MARTIN,ASTON MARTIN,Nissan,Nissan,Nissan,Nissan,Nissan,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,BMW,BMW,Lincoln,Lincoln,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Mercedes-Benz,Volvo,Volvo,Volvo,Volvo,Volvo,Honda,Honda,Honda
949,2018-08-07,10373.7,1851.6,1851.6,,,1148.3,1148.3,1148.3,18428.2,11219.6,11219.6,11219.6,52391.8,52391.8,362.2,362.2,18428.2,1875.8,1875.8,1875.8,1875.8,11664.6,11664.6,11664.6,11664.6,10373.7,10373.7,10373.7,4470.3,3452.1,3452.1,3452.1,3452.1,1427.8,1427.8,1427.8
950,2018-08-08,10116.4,1991.8,1991.8,,,1069.6,1069.6,1069.6,17971.1,11109.6,11109.6,11109.6,58282.6,58282.6,338.0,338.0,17971.1,1945.4,1945.4,1945.4,1945.4,11076.3,11076.3,11076.3,11076.3,10116.4,10116.4,10116.4,4263.0,3067.5,3067.5,3067.5,3067.5,1298.6,1298.6,1298.6
951,2018-08-09,12798.0,1617.5,1617.5,,,1208.8,1208.8,1208.8,22734.8,12204.4,12204.4,12204.4,217927.1,217927.1,347.1,347.1,22734.8,2169.4,2169.4,2169.4,2169.4,12444.6,12444.6,12444.6,12444.6,12798.0,12798.0,12798.0,5579.6,4031.9,4031.9,4031.9,4031.9,1343.0,1343.0,1343.0
952,2018-08-10,11063.2,1378.3,1378.3,,,1080.7,1080.7,1080.7,19653.2,10531.4,10531.4,10531.4,60290.6,60290.6,317.8,317.8,19653.2,1855.6,1855.6,1855.6,1855.6,11153.0,11153.0,11153.0,11153.0,11063.2,11063.2,11063.2,5555.2,3908.1,3908.1,3908.1,3908.1,1337.0,1337.0,1337.0
953,2018-08-11,10738.3,1390.5,1390.5,,,1018.1,1018.1,1018.1,19076.0,10842.2,10842.2,10842.2,64380.3,64380.3,316.8,316.8,19076.0,1806.2,1806.2,1806.2,1806.2,11692.8,11692.8,11692.8,11692.8,10738.3,10738.3,10738.3,5655.2,4216.2,4216.2,4216.2,4216.2,1182.6,1182.6,1182.6
954,2018-08-12,10945.7,1474.2,1474.2,,,1050.4,1050.4,1050.4,19444.3,10555.6,10555.6,10555.6,34026.1,34026.1,287.5,287.5,19444.3,1870.7,1870.7,1870.7,1870.7,11709.0,11709.0,11709.0,11709.0,10945.7,10945.7,10945.7,5817.6,3903.3,3903.3,3903.3,3903.3,1334.0,1334.0,1334.0
955,2018-08-13,10448.6,1328.9,1328.9,,,1046.4,1046.4,1046.4,18561.4,9855.4,9855.4,9855.4,60339.0,60339.0,288.6,288.6,18561.4,1756.7,1756.7,1756.7,1756.7,11009.7,11009.7,11009.7,11009.7,10448.6,10448.6,10448.6,4958.2,3284.0,3284.0,3284.0,3284.0,1272.4,1272.4,1272.4
956,2018-08-14,10485.6,1267.3,1267.3,,,1062.5,1062.5,1062.5,18627.0,10279.1,10279.1,10279.1,160085.5,160085.5,347.1,347.1,18627.0,1814.2,1814.2,1814.2,1814.2,11308.4,11308.4,11308.4,11308.4,10485.6,10485.6,10485.6,4733.3,3205.9,3205.9,3205.9,3205.9,1327.9,1327.9,1327.9
957,2018-08-15,10364.0,1296.6,1296.6,,,1041.3,1041.3,1041.3,18411.1,13201.3,13201.3,13201.3,71595.0,71595.0,350.1,350.1,18411.1,2052.4,2052.4,2052.4,2052.4,11706.0,11706.0,11706.0,11706.0,10364.0,10364.0,10364.0,4931.5,3399.3,3399.3,3399.3,3399.3,1258.3,1258.3,1258.3
958,2018-08-16,11577.3,1332.9,1332.9,,,946.5,946.5,946.5,20566.4,10659.6,10659.6,10659.6,47083.2,47083.2,298.6,298.6,20566.4,1744.6,1744.6,1744.6,1744.6,10681.8,10681.8,10681.8,10681.8,11577.3,11577.3,11577.3,5256.4,2952.2,2952.2,2952.2,2952.2,1249.2,1249.2,1249.2
959,2018-08-17,14140.8,1490.3,1490.3,,,966.6,966.6,966.6,25120.2,10370.0,10370.0,10370.0,40390.1,40390.1,287.5,287.5,25120.2,1708.3,1708.3,1708.3,1708.3,10846.2,10846.2,10846.2,10846.2,14140.8,14140.8,14140.8,5557.5,3513.0,3513.0,3513.0,3513.0,1226.0,1226.0,1226.0
960,2018-08-18,10172.6,1776.9,1776.9,,,903.1,903.1,903.1,18071.0,9937.1,9937.1,9937.1,25190.8,25190.8,276.5,276.5,18071.0,1605.4,1605.4,1605.4,1605.4,10233.7,10233.7,10233.7,10233.7,10172.6,10172.6,10172.6,5428.5,3692.5,3692.5,3692.5,3692.5,1220.9,1220.9,1220.9
961,2018-08-19,9764.2,2198.7,2198.7,,,1071.6,1071.6,1071.6,17345.5,9892.7,9892.7,9892.7,23677.3,23677.3,326.9,326.9,17345.5,1635.6,1635.6,1635.6,1635.6,10878.5,10878.5,10878.5,10878.5,9764.2,9764.2,9764.2,4823.6,3275.0,3275.0,3275.0,3275.0,1230.0,1230.0,1230.0
962,2018-08-20,9614.2,2365.2,2365.2,,,1053.4,1053.4,1053.4,17079.1,9309.5,9309.5,9309.5,32523.6,32523.6,278.5,278.5,17079.1,1801.1,1801.1,1801.1,1801.1,9566.8,9566.8,9566.8,9566.8,9614.2,9614.2,9614.2,4345.3,2892.1,2892.1,2892.1,2892.1,1309.7,1309.7,1309.7
963,2018-08-21,8814.5,1522.6,1522.6,,,968.6,968.6,968.6,15658.4,9310.5,9310.5,9310.5,28602.5,28602.5,251.2,251.2,15658.4,1618.5,1618.5,1618.5,1618.5,9280.2,9280.2,9280.2,9280.2,8814.5,8814.5,8814.5,4290.8,2876.9,2876.9,2876.9,2876.9,1286.5,1286.5,1286.5
964,2018-08-22,8711.7,1512.6,1512.6,,,955.6,955.6,955.6,15475.8,9274.1,9274.1,9274.1,19545.2,19545.2,262.3,262.3,15475.8,1665.9,1665.9,1665.9,1665.9,10093.5,10093.5,10093.5,10093.5,8711.7,8711.7,8711.7,3790.3,2474.9,2474.9,2474.9,2474.9,1296.6,1296.6,1296.6
965,2018-08-23,8077.7,1349.1,1349.1,,,929.3,929.3,929.3,14349.7,8379.1,8379.1,8379.1,16268.8,16268.8,283.5,283.5,14349.7,1444.9,1444.9,1444.9,1444.9,8650.5,8650.5,8650.5,8650.5,8077.7,8077.7,8077.7,3856.2,2798.6,2798.6,2798.6,2798.6,1130.1,1130.1,1130.1
966,2018-08-24,8102.8,1777.9,1777.9,5.0,5.0,828.4,828.4,828.4,14394.1,8547.6,8547.6,8547.6,14603.9,14603.9,259.3,259.3,14394.1,1508.5,1508.5,1508.5,1508.5,8410.4,8410.4,8410.4,8410.4,8102.8,8102.8,8102.8,4667.9,2657.0,2657.0,2657.0,2657.0,1040.3,1040.3,1040.3
967,2018-08-25,8302.7,2768.8,2768.8,,,882.9,882.9,882.9,14749.2,9929.0,9929.0,9929.0,13128.7,13128.7,291.6,291.6,14749.2,1645.7,1645.7,1645.7,1645.7,9187.4,9187.4,9187.4,9187.4,8302.7,8302.7,8302.7,5334.8,3252.4,3252.4,3252.4,3252.4,1053.4,1053.4,1053.4
968,2018-08-26,8344.1,1957.5,1957.5,,,1013.1,1013.1,1013.1,14822.9,9381.1,9381.1,9381.1,12276.1,12276.1,308.7,308.7,14822.9,1522.6,1522.6,1522.6,1522.6,9416.4,9416.4,9416.4,9416.4,8344.1,8344.1,8344.1,4781.0,3526.7,3526.7,3526.7,3526.7,1108.9,1108.9,1108.9
969,2018-08-27,7717.0,1340.0,1340.0,,,804.2,804.2,804.2,13708.9,8071.4,8071.4,8071.4,16410.1,16410.1,304.7,304.7,13708.9,1313.8,1313.8,1313.8,1313.8,8348.9,8348.9,8348.9,8348.9,7717.0,7717.0,7717.0,3847.7,3372.3,3372.3,3372.3,3372.3,1027.2,1027.2,1027.2
970,2018-08-28,8745.7,1321.8,1321.8,,,870.8,870.8,870.8,15536.3,8692.9,8692.9,8692.9,20660.2,20660.2,292.6,292.6,15536.3,1443.9,1443.9,1443.9,1443.9,9891.7,9891.7,9891.7,9891.7,8745.7,8745.7,8745.7,4202.2,3186.3,3186.3,3186.3,3186.3,983.8,983.8,983.8
971,2018-08-29,7117.8,1159.4,1159.4,,,832.5,832.5,832.5,12644.4,7274.2,7274.2,7274.2,16316.3,16316.3,324.9,324.9,12644.4,1317.8,1317.8,1317.8,1317.8,7797.9,7797.9,7797.9,7797.9,7117.8,7117.8,7117.8,3335.4,2439.2,2439.2,2439.2,2439.2,1208.8,1208.8,1208.8
972,2018-08-30,7967.6,976.7,976.7,,,906.1,906.1,906.1,14153.9,7959.4,7959.4,7959.4,89530.8,89530.8,289.6,289.6,14153.9,1381.4,1381.4,1381.4,1381.4,8812.0,8812.0,8812.0,8812.0,7967.6,7967.6,7967.6,3705.7,2502.3,2502.3,2502.3,2502.3,1013.1,1013.1,1013.1
973,2018-08-31,7192.2,1040.3,1040.3,,,954.6,954.6,954.6,12776.6,8174.3,8174.3,8174.3,18854.0,18854.0,202.8,202.8,12776.6,1618.5,1618.5,1618.5,1618.5,8487.1,8487.1,8487.1,8487.1,7192.2,7192.2,7192.2,3305.3,2407.6,2407.6,2407.6,2407.6,868.8,868.8,868.8
974,2018-09-01,7091.1,908.1,908.1,,,789.1,789.1,789.1,12596.9,8410.4,8410.4,8410.4,12155.0,12155.0,252.2,252.2,12596.9,1531.7,1531.7,1531.7,1531.7,8280.2,8280.2,8280.2,8280.2,7091.1,7091.1,7091.1,3145.7,1963.4,1963.4,1963.4,1963.4,844.6,844.6,844.6
975,2018-09-02,7641.5,979.8,979.8,,,775.9,775.9,775.9,13574.7,8670.7,8670.7,8670.7,11967.3,11967.3,248.2,248.2,13574.7,1626.6,1626.6,1626.6,1626.6,9035.0,9035.0,9035.0,9035.0,7641.5,7641.5,7641.5,3424.0,2044.7,2044.7,2044.7,2044.7,950.5,950.5,950.5
976,2018-09-03,7714.2,1573.1,1573.1,,,853.6,853.6,853.6,13703.8,7853.4,7853.4,7853.4,13489.9,13489.9,299.7,299.7,13703.8,1552.9,1552.9,1552.9,1552.9,8468.9,8468.9,8468.9,8468.9,7714.2,7714.2,7714.2,3249.0,1952.8,1952.8,1952.8,1952.8,1031.2,1031.2,1031.2
977,2018-09-04,7536.4,1216.9,1216.9,,,778.0,778.0,778.0,13388.0,8107.7,8107.7,8107.7,13066.2,13066.2,310.8,310.8,13388.0,1504.5,1504.5,1504.5,1504.5,8397.3,8397.3,8397.3,8397.3,7536.4,7536.4,7536.4,3441.0,1773.2,1773.2,1773.2,1773.2,1028.2,1028.2,1028.2
978,2018-09-05,7512.6,1000.0,1000.0,,,786.0,786.0,786.0,13345.7,8061.3,8061.3,8061.3,12411.3,12411.3,275.5,275.5,13345.7,1524.6,1524.6,1524.6,1524.6,8214.6,8214.6,8214.6,8214.6,7512.6,7512.6,7512.6,2977.5,1572.0,1572.0,1572.0,1572.0,1101.9,1101.9,1101.9
979,2018-09-06,8272.0,1005.0,1005.0,,,789.1,789.1,789.1,14694.8,9058.2,9058.2,9058.2,13900.6,13900.6,298.6,298.6,14694.8,1667.9,1667.9,1667.9,1667.9,8887.7,8887.7,8887.7,8887.7,8272.0,8272.0,8272.0,3279.7,1839.4,1839.4,1839.4,1839.4,1834.4,1834.4,1834.4
980,2018-09-07,7429.1,958.6,958.6,,,768.9,768.9,768.9,13197.3,8777.7,8777.7,8777.7,11733.2,11733.2,234.1,234.1,13197.3,1549.9,1549.9,1549.9,1549.9,8667.7,8667.7,8667.7,8667.7,7429.1,7429.1,7429.1,3144.5,1651.9,1651.9,1651.9,1651.9,1023.1,1023.1,1023.1
981,2018-09-08,7522.2,1161.4,1161.4,,,752.7,752.7,752.7,13362.8,9152.0,9152.0,9152.0,12127.7,12127.7,272.4,272.4,13362.8,1578.1,1578.1,1578.1,1578.1,8564.8,8564.8,8564.8,8564.8,7522.2,7522.2,7522.2,3443.9,1779.8,1779.8,1779.8,1779.8,1135.1,1135.1,1135.1
982,2018-09-09,7846.0,991.9,991.9,,,796.1,796.1,796.1,13938.0,9104.6,9104.6,9104.6,10492.1,10492.1,293.6,293.6,13938.0,1718.4,1718.4,1718.4,1718.4,9252.0,9252.0,9252.0,9252.0,7846.0,7846.0,7846.0,3840.3,2137.2,2137.2,2137.2,2137.2,1374.3,1374.3,1374.3
983,2018-09-10,7584.2,924.3,924.3,,,847.6,847.6,847.6,13472.8,8661.6,8661.6,8661.6,11908.8,11908.8,210.9,210.9,13472.8,1567.0,1567.0,1567.0,1567.0,8356.9,8356.9,8356.9,8356.9,7584.2,7584.2,7584.2,3266.7,1823.7,1823.7,1823.7,1823.7,1163.4,1163.4,1163.4
984,2018-09-11,7294.4,1072.6,1072.6,,,867.8,867.8,867.8,12958.2,8200.5,8200.5,8200.5,11241.8,11241.8,246.2,246.2,12958.2,1468.1,1468.1,1468.1,1468.1,8148.0,8148.0,8148.0,8148.0,7294.4,7294.4,7294.4,2829.3,1511.1,1511.1,1511.1,1511.1,1034.2,1034.2,1034.2
985,2018-09-12,7088.2,961.6,961.6,,,870.8,870.8,870.8,12591.9,8171.3,8171.3,8171.3,10870.5,10870.5,251.2,251.2,12591.9,1414.6,1414.6,1414.6,1414.6,7583.0,7583.0,7583.0,7583.0,7088.2,7088.2,7088.2,2832.7,1468.5,1468.5,1468.5,1468.5,1064.5,1064.5,1064.5
986,2018-09-13,7400.7,1052.4,1052.4,,,782.0,782.0,782.0,13146.9,8394.3,8394.3,8394.3,11885.6,11885.6,213.9,213.9,13146.9,1396.5,1396.5,1396.5,1396.5,7681.9,7681.9,7681.9,7681.9,7400.7,7400.7,7400.7,2950.3,1580.5,1580.5,1580.5,1580.5,951.5,951.5,951.5
987,2018-09-14,7458.6,1577.1,1577.1,,,913.2,913.2,913.2,13249.8,8643.5,8643.5,8643.5,10297.3,10297.3,224.0,224.0,13249.8,1396.5,1396.5,1396.5,1396.5,7655.6,7655.6,7655.6,7655.6,7458.6,7458.6,7458.6,2809.4,1384.7,1384.7,1384.7,1384.7,1048.4,1048.4,1048.4
988,2018-09-15,7644.9,1487.3,1487.3,,,765.9,765.9,765.9,13580.7,9631.4,9631.4,9631.4,9115.7,9115.7,233.1,233.1,13580.7,1562.0,1562.0,1562.0,1562.0,8190.4,8190.4,8190.4,8190.4,7644.9,7644.9,7644.9,3116.7,1513.7,1513.7,1513.7,1513.7,1012.1,1012.1,1012.1
989,2018-09-16,7700.0,1992.8,1992.8,,,1020.1,1020.1,1020.1,13678.7,9095.5,9095.5,9095.5,9110.7,9110.7,264.4,264.4,13678.7,1440.9,1440.9,1440.9,1440.9,8580.9,8580.9,8580.9,8580.9,7700.0,7700.0,7700.0,3313.8,1639.9,1639.9,1639.9,1639.9,1127.1,1127.1,1127.1
990,2018-09-17,7215.5,1480.2,1480.2,,,878.9,878.9,878.9,12817.9,8581.9,8581.9,8581.9,10157.0,10157.0,225.0,225.0,12817.9,1394.5,1394.5,1394.5,1394.5,8000.7,8000.7,8000.7,8000.7,7215.5,7215.5,7215.5,2703.2,1320.3,1320.3,1320.3,1320.3,1251.2,1251.2,1251.2
991,2018-09-18,7457.5,1235.1,1235.1,,,802.2,802.2,802.2,13247.8,8705.0,8705.0,8705.0,10726.1,10726.1,221.0,221.0,13247.8,1486.3,1486.3,1486.3,1486.3,8000.7,8000.7,8000.7,8000.7,7457.5,7457.5,7457.5,2718.5,1266.4,1266.4,1266.4,1266.4,1023.1,1023.1,1023.1
992,2018-09-19,6783.8,1201.7,1201.7,,,805.2,805.2,805.2,12051.1,8516.4,8516.4,8516.4,10254.9,10254.9,246.2,246.2,12051.1,1583.2,1583.2,1583.2,1583.2,7583.0,7583.0,7583.0,7583.0,6783.8,6783.8,6783.8,2765.7,1267.0,1267.0,1267.0,1267.0,938.4,938.4,938.4
993,2018-09-20,7103.0,1351.1,1351.1,,,686.1,686.1,686.1,12618.1,8034.0,8034.0,8034.0,9191.4,9191.4,201.8,201.8,12618.1,1452.0,1452.0,1452.0,1452.0,7635.4,7635.4,7635.4,7635.4,7103.0,7103.0,7103.0,2588.4,1236.1,1236.1,1236.1,1236.1,847.6,847.6,847.6
994,2018-09-21,7086.6,1446.0,1446.0,,,711.4,711.4,711.4,12588.9,7979.5,7979.5,7979.5,8552.7,8552.7,239.1,239.1,12588.9,1409.6,1409.6,1409.6,1409.6,7466.9,7466.9,7466.9,7466.9,7086.6,7086.6,7086.6,2472.6,1190.4,1190.4,1190.4,1190.4,853.6,853.6,853.6
995,2018-09-22,6968.4,1055.5,1055.5,,,739.6,739.6,739.6,12379.0,8691.9,8691.9,8691.9,7772.7,7772.7,285.5,285.5,12379.0,1451.0,1451.0,1451.0,1451.0,7957.3,7957.3,7957.3,7957.3,6968.4,6968.4,6968.4,2772.5,1539.2,1539.2,1539.2,1539.2,836.5,836.5,836.5
996,2018-09-23,7623.9,1023.1,1023.1,,,756.8,756.8,756.8,13543.4,10019.8,10019.8,10019.8,10118.7,10118.7,322.9,322.9,13543.4,1500.4,1500.4,1500.4,1500.4,9244.9,9244.9,9244.9,9244.9,7623.9,7623.9,7623.9,3057.0,1517.8,1517.8,1517.8,1517.8,1010.1,1010.1,1010.1
997,2018-09-24,8988.8,1016.1,1016.1,,,835.5,835.5,835.5,15968.2,13835.0,13835.0,13835.0,13327.5,13327.5,243.1,243.1,15968.2,2275.4,2275.4,2275.4,2275.4,11751.4,11751.4,11751.4,11751.4,8988.8,8988.8,8988.8,3659.7,1726.5,1726.5,1726.5,1726.5,1322.8,1322.8,1322.8
998,2018-09-25,8260.1,996.9,996.9,,,821.3,821.3,821.3,14673.6,10410.3,10410.3,10410.3,10014.8,10014.8,276.5,276.5,14673.6,1613.5,1613.5,1613.5,1613.5,9848.3,9848.3,9848.3,9848.3,8260.1,8260.1,8260.1,3400.1,1573.6,1573.6,1573.6,1573.6,1208.8,1208.8,1208.8
999,2018-09-26,8087.4,1152.3,1152.3,,,822.4,822.4,822.4,14366.8,9572.8,9572.8,9572.8,9599.0,9599.0,328.9,328.9,14366.8,1457.1,1457.1,1457.1,1457.1,9735.3,9735.3,9735.3,9735.3,8087.4,8087.4,8087.4,3201.3,1615.3,1615.3,1615.3,1615.3,1392.5,1392.5,1392.5
1000,2018-09-27,8219.2,1088.7,1088.7,,,781.0,781.0,781.0,14600.9,9591.0,9591.0,9591.0,10151.0,10151.0,283.5,283.5,14600.9,1644.7,1644.7,1644.7,1644.7,9089.5,9089.5,9089.5,9089.5,8219.2,8219.2,8219.2,3413.8,1704.7,1704.7,1704.7,1704.7,1270.4,1270.4,1270.4
1001,2018-09-28,7379.7,1252.2,1252.2,,,770.9,770.9,770.9,13109.5,8804.9,8804.9,8804.9,8962.4,8962.4,291.6,291.6,13109.5,1446.0,1446.0,1446.0,1446.0,8317.5,8317.5,8317.5,8317.5,7379.7,7379.7,7379.7,3106.5,1432.8,1432.8,1432.8,1432.8,968.6,968.6,968.6
1002,2018-09-29,7601.2,1370.3,1370.3,,,804.2,804.2,804.2,13503.1,9428.5,9428.5,9428.5,8218.7,8218.7,280.5,280.5,13503.1,1391.5,1391.5,1391.5,1391.5,8653.6,8653.6,8653.6,8653.6,7601.2,7601.2,7601.2,3179.2,1424.7,1424.7,1424.7,1424.7,1146.3,1146.3,1146.3
1003,2018-09-30,8275.4,1286.5,1286.5,,,825.4,825.4,825.4,14700.8,9407.3,9407.3,9407.3,8360.9,8360.9,277.5,277.5,14700.8,1393.5,1393.5,1393.5,1393.5,9656.5,9656.5,9656.5,9656.5,8275.4,8275.4,8275.4,3814.2,1450.8,1450.8,1450.8,1450.8,1203.8,1203.8,1203.8
1004,2018-10-01,7219.5,1356.1,1356.1,,,640.7,640.7,640.7,12825.0,8328.7,8328.7,8328.7,9647.5,9647.5,286.5,286.5,12825.0,1349.1,1349.1,1349.1,1349.1,7944.2,7944.2,7944.2,7944.2,7219.5,7219.5,7219.5,2879.2,1334.0,1334.0,1334.0,1334.0,878.9,878.9,878.9
1005,2018-10-02,7301.3,1427.8,1427.8,,,674.0,674.0,674.0,12970.3,8442.7,8442.7,8442.7,11372.0,11372.0,354.1,354.1,12970.3,1394.5,1394.5,1394.5,1394.5,8238.9,8238.9,8238.9,8238.9,7301.3,7301.3,7301.3,2781.0,1309.4,1309.4,1309.4,1309.4,918.2,918.2,918.2
1006,2018-10-03,7430.2,1785.0,1785.0,,,603.4,603.4,603.4,13199.3,8379.1,8379.1,8379.1,10224.7,10224.7,306.7,306.7,13199.3,1360.2,1360.2,1360.2,1360.2,8979.5,8979.5,8979.5,8979.5,7430.2,7430.2,7430.2,3130.9,1807.0,1807.0,1807.0,1807.0,810.2,810.2,810.2
1007,2018-10-04,7236.5,1706.3,1706.3,,,808.2,808.2,808.2,12855.2,7952.3,7952.3,7952.3,11620.2,11620.2,283.5,283.5,12855.2,1295.6,1295.6,1295.6,1295.6,8619.3,8619.3,8619.3,8619.3,7236.5,7236.5,7236.5,2946.8,1657.5,1657.5,1657.5,1657.5,869.8,869.8,869.8
1008,2018-10-05,7228.6,1129.1,1129.1,,,634.7,634.7,634.7,12841.1,7379.1,7379.1,7379.1,12266.0,12266.0,261.3,261.3,12841.1,1268.4,1268.4,1268.4,1268.4,7857.4,7857.4,7857.4,7857.4,7228.6,7228.6,7228.6,2864.5,1680.6,1680.6,1680.6,1680.6,771.9,771.9,771.9
1009,2018-10-06,6970.7,1432.8,1432.8,,,672.0,672.0,672.0,12383.0,7743.4,7743.4,7743.4,10147.0,10147.0,235.1,235.1,12383.0,1220.9,1220.9,1220.9,1220.9,8343.8,8343.8,8343.8,8343.8,6970.7,6970.7,6970.7,2866.2,1422.6,1422.6,1422.6,1422.6,796.1,796.1,796.1
1010,2018-10-07,7225.1,1025.2,1025.2,,,580.2,580.2,580.2,12835.1,8156.1,8156.1,8156.1,8946.2,8946.2,312.8,312.8,12835.1,1227.0,1227.0,1227.0,1227.0,9232.8,9232.8,9232.8,9232.8,7225.1,7225.1,7225.1,3180.3,1524.6,1524.6,1524.6,1524.6,894.0,894.0,894.0
1011,2018-10-08,7523.9,1351.1,1351.1,,,689.1,689.1,689.1,13365.8,8366.0,8366.0,8366.0,10053.1,10053.1,251.2,251.2,13365.8,1299.6,1299.6,1299.6,1299.6,8796.9,8796.9,8796.9,8796.9,7523.9,7523.9,7523.9,2787.2,1381.9,1381.9,1381.9,1381.9,978.7,978.7,978.7
1012,2018-10-09,7334.8,1030.2,1030.2,,,727.5,727.5,727.5,13029.8,10916.9,10916.9,10916.9,9368.0,9368.0,262.3,262.3,13029.8,1366.2,1366.2,1366.2,1366.2,8738.3,8738.3,8738.3,8738.3,7334.8,7334.8,7334.8,2877.5,1457.6,1457.6,1457.6,1457.6,905.1,905.1,905.1
1013,2018-10-10,7212.7,769.9,769.9,,,652.8,652.8,652.8,12812.9,8228.8,8228.8,8228.8,9776.6,9776.6,231.0,231.0,12812.9,1238.1,1238.1,1238.1,1238.1,8128.9,8128.9,8128.9,8128.9,7212.7,7212.7,7212.7,3071.8,1694.5,1694.5,1694.5,1694.5,853.6,853.6,853.6
1014,2018-10-11,6788.4,845.6,845.6,,,621.6,621.6,621.6,12059.1,7711.1,7711.1,7711.1,8915.9,8915.9,275.5,275.5,12059.1,1188.6,1188.6,1188.6,1188.6,7614.3,7614.3,7614.3,7614.3,6788.4,6788.4,6788.4,2998.0,1632.3,1632.3,1632.3,1632.3,812.3,812.3,812.3
1015,2018-10-12,6831.5,730.5,730.5,,,553.0,553.0,553.0,12135.8,8496.2,8496.2,8496.2,14368.8,14368.8,273.4,273.4,12135.8,1312.7,1312.7,1312.7,1312.7,8205.5,8205.5,8205.5,8205.5,6831.5,6831.5,6831.5,2558.9,1231.8,1231.8,1231.8,1231.8,825.4,825.4,825.4
1016,2018-10-13,6691.8,825.4,825.4,,,567.1,567.1,567.1,11887.6,8669.7,8669.7,8669.7,9056.2,9056.2,271.4,271.4,11887.6,1364.2,1364.2,1364.2,1364.2,8076.4,8076.4,8076.4,8076.4,6691.8,6691.8,6691.8,3069.0,1355.6,1355.6,1355.6,1355.6,749.7,749.7,749.7
1017,2018-10-14,7187.1,1019.1,1019.1,,,601.4,601.4,601.4,12767.5,8539.5,8539.5,8539.5,8832.2,8832.2,303.7,303.7,12767.5,1303.7,1303.7,1303.7,1303.7,8520.4,8520.4,8520.4,8520.4,7187.1,7187.1,7187.1,3445.6,1504.4,1504.4,1504.4,1504.4,847.6,847.6,847.6
1018,2018-10-15,7527.9,865.7,865.7,,,648.8,648.8,648.8,13372.9,7992.6,7992.6,7992.6,9475.0,9475.0,272.4,272.4,13372.9,1317.8,1317.8,1317.8,1317.8,8342.8,8342.8,8342.8,8342.8,7527.9,7527.9,7527.9,3102.5,1666.2,1666.2,1666.2,1666.2,1305.7,1305.7,1305.7
1019,2018-10-16,7441.6,793.1,793.1,,,617.5,617.5,617.5,13219.5,8291.3,8291.3,8291.3,9201.5,9201.5,252.2,252.2,13219.5,1392.5,1392.5,1392.5,1392.5,8068.3,8068.3,8068.3,8068.3,7441.6,7441.6,7441.6,3056.5,1555.0,1555.0,1555.0,1555.0,819.3,819.3,819.3
1020,2018-10-17,7339.3,833.5,833.5,,,644.8,644.8,644.8,13037.9,7765.6,7765.6,7765.6,8864.5,8864.5,252.2,252.2,13037.9,1230.0,1230.0,1230.0,1230.0,7843.3,7843.3,7843.3,7843.3,7339.3,7339.3,7339.3,2761.7,1531.1,1531.1,1531.1,1531.1,779.0,779.0,779.0
1021,2018-10-18,6535.0,870.8,870.8,,,546.9,546.9,546.9,11609.1,7571.9,7571.9,7571.9,8488.1,8488.1,233.1,233.1,11609.1,1138.2,1138.2,1138.2,1138.2,7548.7,7548.7,7548.7,7548.7,6535.0,6535.0,6535.0,2805.4,1468.2,1468.2,1468.2,1468.2,1031.2,1031.2,1031.2
1022,2018-10-19,6508.9,857.7,857.7,,,603.4,603.4,603.4,11562.6,8021.9,8021.9,8021.9,8085.5,8085.5,256.3,256.3,11562.6,1356.1,1356.1,1356.1,1356.1,7409.4,7409.4,7409.4,7409.4,6508.9,6508.9,6508.9,2961.1,1416.9,1416.9,1416.9,1416.9,910.1,910.1,910.1
1023,2018-10-20,6868.5,830.4,830.4,,,640.7,640.7,640.7,12201.4,8294.4,8294.4,8294.4,8067.3,8067.3,272.4,272.4,12201.4,1326.9,1326.9,1326.9,1326.9,8204.5,8204.5,8204.5,8204.5,6868.5,6868.5,6868.5,3346.7,1481.9,1481.9,1481.9,1481.9,912.1,912.1,912.1
1024,2018-10-21,7234.8,846.6,846.6,,,644.8,644.8,644.8,12852.2,8779.7,8779.7,8779.7,8105.7,8105.7,345.1,345.1,12852.2,1279.5,1279.5,1279.5,1279.5,8906.9,8906.9,8906.9,8906.9,7234.8,7234.8,7234.8,3951.1,1505.2,1505.2,1505.2,1505.2,928.3,928.3,928.3
