구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,area,sales_type,age,year
Audi,49,27,65,39,58,42,25,11,9,13,22,8,368,서울,법인,-,2016
BMW,47,53,90,78,91,58,34,128,43,84,59,125,890,서울,법인,-,2016
Bentley,0,0,0,3,0,0,0,0,0,0,0,0,3,서울,법인,-,2016
Cadillac,2,0,2,0,1,0,2,6,4,2,2,9,30,서울,법인,-,2016
Chrysler,37,11,6,12,9,21,3,10,8,13,5,14,149,서울,법인,-,2016
Citroen,4,0,0,1,3,0,0,12,1,4,2,4,31,서울,법인,-,2016
Fiat,3,0,6,2,2,5,0,2,1,0,2,4,27,서울,법인,-,2016
Ford,29,8,30,24,16,21,23,17,15,9,17,21,230,서울,법인,-,2016
Honda,8,5,7,3,10,12,8,11,5,13,4,7,93,서울,법인,-,2016
Infiniti,8,6,5,2,5,5,5,3,2,7,1,1,50,서울,법인,-,2016
Jaguar,4,7,4,13,12,5,12,30,7,6,12,9,121,서울,법인,-,2016
Lamborghini,0,0,0,2,0,0,0,0,0,0,0,0,2,서울,법인,-,2016
Land Rover,28,27,25,20,12,19,21,18,19,17,10,21,237,서울,법인,-,2016
Lexus,37,22,26,39,28,60,49,24,46,30,31,24,416,서울,법인,-,2016
MINI,9,14,10,19,4,9,3,30,6,8,6,2,120,서울,법인,-,2016
Mercedes-Benz,216,129,156,117,154,163,164,207,201,280,237,183,"2,207",서울,법인,-,2016
Nissan,3,3,5,8,4,1,3,7,7,1,3,6,51,서울,법인,-,2016
Peugeot,19,9,5,2,1,3,2,9,5,9,1,2,67,서울,법인,-,2016
Porsche,11,7,8,11,14,11,8,9,8,3,4,3,97,서울,법인,-,2016
Rolls-Royce,1,0,1,0,0,0,1,2,0,0,0,0,5,서울,법인,-,2016
Toyota,9,6,40,39,15,17,23,18,17,14,16,10,224,서울,법인,-,2016
Volkswagen,34,22,27,12,12,10,14,1,4,0,0,0,136,서울,법인,-,2016
Volvo,17,7,19,13,8,14,9,12,9,9,9,3,129,서울,법인,-,2016
Audi,77,25,83,83,121,267,124,39,35,32,48,30,964,부산,법인,-,2016
BMW,159,179,258,338,272,264,195,219,218,382,347,321,"3,152",부산,법인,-,2016
Bentley,14,3,14,17,11,17,8,0,0,0,0,0,84,부산,법인,-,2016
Cadillac,4,2,6,1,2,1,0,6,5,2,11,7,47,부산,법인,-,2016
Chrysler,21,35,53,32,25,37,31,25,47,37,48,55,446,부산,법인,-,2016
Citroen,5,8,0,9,5,10,10,16,23,12,5,20,123,부산,법인,-,2016
Fiat,2,3,16,4,2,3,2,1,4,6,3,9,55,부산,법인,-,2016
Ford,65,30,41,36,49,62,46,80,50,34,50,72,615,부산,법인,-,2016
Honda,10,12,14,7,13,11,9,9,15,12,5,11,128,부산,법인,-,2016
Infiniti,5,13,8,6,8,13,2,4,5,4,5,3,76,부산,법인,-,2016
Jaguar,1,0,3,3,5,6,149,173,141,72,108,178,839,부산,법인,-,2016
Lamborghini,0,0,2,3,0,1,0,1,0,0,0,6,13,부산,법인,-,2016
Land Rover,42,28,37,29,44,39,288,292,262,197,241,328,"1,827",부산,법인,-,2016
Lexus,11,6,16,11,11,14,18,11,13,15,10,17,153,부산,법인,-,2016
MINI,7,7,9,2,14,5,12,6,22,20,26,14,144,부산,법인,-,2016
Mercedes-Benz,431,332,364,234,234,402,352,426,435,537,525,451,"4,723",부산,법인,-,2016
Nissan,3,3,11,4,2,1,5,3,4,3,4,5,48,부산,법인,-,2016
Peugeot,9,27,51,65,14,46,99,78,107,50,28,44,618,부산,법인,-,2016
Porsche,105,112,101,92,108,145,102,106,89,87,61,32,"1,140",부산,법인,-,2016
Rolls-Royce,1,0,3,0,0,0,1,0,0,1,0,1,7,부산,법인,-,2016
Toyota,9,3,10,12,4,13,10,5,7,7,5,5,90,부산,법인,-,2016
Volkswagen,24,16,15,13,39,39,31,1,5,1,0,0,184,부산,법인,-,2016
Volvo,17,18,16,13,11,17,19,27,22,20,28,16,224,부산,법인,-,2016
Audi,13,13,32,25,21,60,20,8,7,8,12,12,231,대구,법인,-,2016
BMW,86,163,198,303,159,155,219,201,259,169,264,180,"2,356",대구,법인,-,2016
Bentley,0,1,0,0,1,0,0,0,0,0,0,0,2,대구,법인,-,2016
Cadillac,6,3,1,2,1,1,2,7,7,9,10,4,53,대구,법인,-,2016
Chrysler,6,5,13,7,13,15,6,11,9,17,17,9,128,대구,법인,-,2016
Citroen,0,0,0,1,0,0,0,0,0,0,0,0,1,대구,법인,-,2016
Fiat,0,0,2,0,0,0,0,1,0,0,1,2,6,대구,법인,-,2016
Ford,38,10,19,12,21,22,25,18,12,14,15,20,226,대구,법인,-,2016
Honda,2,5,9,1,8,7,6,5,4,6,6,3,62,대구,법인,-,2016
Infiniti,8,5,3,9,5,2,3,4,5,5,2,2,53,대구,법인,-,2016
Jaguar,20,16,79,75,32,115,61,81,87,52,44,123,785,대구,법인,-,2016
Lamborghini,0,0,0,0,0,0,0,0,0,0,0,1,1,대구,법인,-,2016
Land Rover,62,46,231,122,124,220,114,135,158,103,112,163,"1,590",대구,법인,-,2016
Lexus,82,76,118,113,68,130,78,65,104,145,144,145,"1,268",대구,법인,-,2016
MINI,1,2,25,22,22,8,10,11,11,7,20,8,147,대구,법인,-,2016
Mercedes-Benz,324,179,268,318,232,413,362,364,392,469,502,425,"4,248",대구,법인,-,2016
Nissan,2,1,10,4,3,5,2,6,5,4,7,2,51,대구,법인,-,2016
Peugeot,1,2,4,5,1,2,1,0,0,0,1,4,21,대구,법인,-,2016
Porsche,16,12,34,25,25,39,37,34,51,27,23,16,339,대구,법인,-,2016
Toyota,18,23,18,35,24,33,26,25,24,14,15,23,278,대구,법인,-,2016
Volkswagen,8,6,10,7,14,17,4,1,3,4,0,0,74,대구,법인,-,2016
Volvo,5,5,7,1,4,5,8,8,3,8,8,8,70,대구,법인,-,2016
Audi,568,318,682,641,589,513,595,151,143,147,141,64,"4,552",인천,법인,-,2016
BMW,501,608,774,782,781,788,613,669,650,"1,171","1,022","1,046","9,405",인천,법인,-,2016
Bentley,8,3,6,6,7,2,0,0,0,0,0,1,33,인천,법인,-,2016
Cadillac,4,5,11,8,9,8,5,26,32,26,20,18,172,인천,법인,-,2016
Chrysler,31,42,114,48,48,32,48,49,65,53,60,73,663,인천,법인,-,2016
Citroen,2,3,0,1,0,0,0,2,8,8,5,2,31,인천,법인,-,2016
Fiat,2,5,16,3,8,4,3,7,6,6,3,5,68,인천,법인,-,2016
Ford,108,62,81,99,84,99,96,96,95,94,77,130,"1,121",인천,법인,-,2016
Honda,24,18,16,13,17,16,9,10,22,10,15,6,176,인천,법인,-,2016
Infiniti,19,24,10,20,22,20,20,15,31,26,20,15,242,인천,법인,-,2016
Jaguar,63,42,74,78,70,162,20,19,25,17,22,27,619,인천,법인,-,2016
Land Rover,245,227,196,143,311,329,68,70,96,69,68,57,"1,879",인천,법인,-,2016
Lexus,27,20,40,33,29,60,42,27,54,52,47,47,478,인천,법인,-,2016
MINI,67,90,121,107,126,143,110,142,126,141,106,92,"1,371",인천,법인,-,2016
Mercedes-Benz,456,267,163,149,143,231,139,202,226,293,272,250,"2,791",인천,법인,-,2016
Nissan,16,7,21,16,6,21,9,13,17,7,13,16,162,인천,법인,-,2016
Peugeot,3,7,9,7,5,6,4,8,7,5,7,7,75,인천,법인,-,2016
Porsche,3,8,10,22,23,17,9,9,10,7,9,7,134,인천,법인,-,2016
Rolls-Royce,4,2,1,7,3,6,2,2,4,2,3,4,40,인천,법인,-,2016
Toyota,11,9,16,22,16,10,8,13,6,7,13,11,142,인천,법인,-,2016
Volkswagen,206,243,781,83,959,131,42,16,28,1,0,0,"2,490",인천,법인,-,2016
Volvo,34,27,27,25,30,34,37,48,51,42,62,62,479,인천,법인,-,2016
Audi,5,5,4,6,9,2,2,4,4,3,2,0,46,광주,법인,-,2016
BMW,6,3,8,10,7,10,10,6,7,13,7,13,100,광주,법인,-,2016
Cadillac,0,0,1,3,0,0,2,7,3,0,5,4,25,광주,법인,-,2016
Chrysler,0,2,1,1,0,2,0,1,0,2,1,1,11,광주,법인,-,2016
Citroen,0,0,0,0,0,0,0,1,0,0,0,0,1,광주,법인,-,2016
Fiat,0,0,0,0,0,1,0,0,0,0,0,0,1,광주,법인,-,2016
Ford,3,2,4,1,4,1,1,1,2,0,2,1,22,광주,법인,-,2016
Honda,2,0,1,0,2,0,1,0,2,0,0,2,10,광주,법인,-,2016
Infiniti,0,2,0,0,0,0,0,0,0,0,0,0,2,광주,법인,-,2016
Jaguar,1,0,0,0,0,0,1,1,0,0,0,1,4,광주,법인,-,2016
Land Rover,2,1,4,0,2,2,3,2,2,2,1,1,22,광주,법인,-,2016
Lexus,2,1,2,1,2,4,2,0,1,2,0,1,18,광주,법인,-,2016
MINI,1,0,1,0,0,0,0,0,2,0,0,1,5,광주,법인,-,2016
Mercedes-Benz,13,8,15,13,15,18,16,13,16,20,13,10,170,광주,법인,-,2016
Nissan,0,0,2,2,1,0,0,0,1,1,0,1,8,광주,법인,-,2016
Peugeot,1,0,0,0,0,0,2,3,1,0,0,0,7,광주,법인,-,2016
Porsche,0,0,1,0,1,1,1,0,0,0,2,0,6,광주,법인,-,2016
Toyota,2,0,1,6,1,2,1,1,0,0,1,0,15,광주,법인,-,2016
Volkswagen,1,2,3,1,1,0,0,0,0,0,0,0,8,광주,법인,-,2016
Volvo,2,0,1,0,0,0,0,3,0,1,3,0,10,광주,법인,-,2016
Audi,2,3,2,4,5,2,1,3,0,1,2,0,25,대전,법인,-,2016
BMW,2,1,5,1,3,2,0,1,1,2,9,9,36,대전,법인,-,2016
Cadillac,3,0,0,1,0,0,0,1,0,0,1,2,8,대전,법인,-,2016
Chrysler,0,1,1,1,0,0,0,0,0,3,0,1,7,대전,법인,-,2016
Citroen,0,0,0,0,0,0,1,0,0,0,0,0,1,대전,법인,-,2016
Fiat,0,0,0,0,0,1,1,0,0,0,0,0,2,대전,법인,-,2016
Ford,5,2,1,1,2,1,1,2,1,0,2,1,19,대전,법인,-,2016
Honda,0,0,2,0,2,1,0,0,0,0,0,1,6,대전,법인,-,2016
Infiniti,1,3,3,0,0,0,0,0,0,0,0,0,7,대전,법인,-,2016
Jaguar,1,0,0,1,1,0,0,0,0,1,1,1,6,대전,법인,-,2016
Land Rover,1,1,5,2,1,5,3,3,1,0,0,2,24,대전,법인,-,2016
Lexus,0,1,0,5,3,0,0,2,1,1,1,2,16,대전,법인,-,2016
MINI,0,0,0,0,0,0,1,0,0,0,0,0,1,대전,법인,-,2016
Mercedes-Benz,11,4,10,5,8,11,10,11,5,11,11,4,101,대전,법인,-,2016
Nissan,2,1,2,1,0,1,2,2,0,2,2,1,16,대전,법인,-,2016
Peugeot,0,0,0,0,0,1,1,0,0,0,2,0,4,대전,법인,-,2016
Porsche,0,0,1,0,0,0,0,3,0,0,2,0,6,대전,법인,-,2016
Toyota,1,0,0,0,0,1,0,0,0,1,1,0,4,대전,법인,-,2016
Volkswagen,3,2,2,1,7,1,1,1,1,1,0,0,20,대전,법인,-,2016
Volvo,1,0,1,0,0,1,0,2,0,1,1,1,8,대전,법인,-,2016
Audi,2,2,2,3,2,1,0,1,0,0,0,0,13,울산,법인,-,2016
BMW,1,1,4,3,2,5,2,2,0,3,5,4,32,울산,법인,-,2016
Bentley,0,0,0,1,0,0,0,0,0,0,0,0,1,울산,법인,-,2016
Cadillac,0,0,0,0,0,0,0,0,0,0,0,1,1,울산,법인,-,2016
Chrysler,1,0,0,3,1,0,1,2,0,0,0,0,8,울산,법인,-,2016
Ford,1,3,1,0,2,1,1,0,0,0,0,0,9,울산,법인,-,2016
Jaguar,0,0,1,0,0,0,0,0,0,0,0,0,1,울산,법인,-,2016
Land Rover,1,0,3,0,1,0,1,1,0,1,0,0,8,울산,법인,-,2016
Lexus,0,0,1,0,0,0,1,0,1,2,1,0,6,울산,법인,-,2016
MINI,0,0,0,0,1,1,0,0,1,0,0,0,3,울산,법인,-,2016
Mercedes-Benz,6,1,2,3,6,4,3,1,5,14,7,6,58,울산,법인,-,2016
Peugeot,0,0,0,0,1,0,0,0,0,0,0,1,2,울산,법인,-,2016
Porsche,0,0,0,0,0,0,0,0,1,1,1,1,4,울산,법인,-,2016
Toyota,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,법인,-,2016
Volkswagen,1,0,0,1,0,0,0,0,0,0,0,0,2,울산,법인,-,2016
Volvo,0,0,0,1,0,0,0,0,1,0,0,0,2,울산,법인,-,2016
Audi,0,0,1,0,0,0,0,0,0,1,0,0,2,세종,법인,-,2016
BMW,0,0,1,2,1,0,1,0,0,3,0,0,8,세종,법인,-,2016
Chrysler,0,0,0,0,0,0,0,0,1,0,0,0,1,세종,법인,-,2016
Ford,1,0,0,0,0,0,0,0,1,0,0,0,2,세종,법인,-,2016
Infiniti,0,1,0,0,0,0,0,0,0,0,0,0,1,세종,법인,-,2016
Land Rover,0,0,0,1,1,0,0,0,0,0,0,0,2,세종,법인,-,2016
Lexus,0,0,0,1,0,0,1,0,0,1,0,0,3,세종,법인,-,2016
Mercedes-Benz,1,0,6,2,1,3,0,2,3,2,1,7,28,세종,법인,-,2016
Nissan,0,0,0,0,0,0,0,0,0,1,0,0,1,세종,법인,-,2016
Porsche,0,0,0,0,0,0,1,0,0,0,0,0,1,세종,법인,-,2016
Toyota,0,0,0,0,0,0,1,0,0,1,0,0,2,세종,법인,-,2016
Volkswagen,0,0,0,0,0,0,0,1,0,0,0,0,1,세종,법인,-,2016
Audi,24,14,42,29,14,38,14,4,13,11,17,5,225,경기,법인,-,2016
BMW,35,37,60,60,41,48,25,28,28,41,39,67,509,경기,법인,-,2016
Bentley,1,0,1,1,0,1,0,0,0,0,0,0,4,경기,법인,-,2016
Cadillac,4,0,1,2,2,1,1,13,6,5,4,3,42,경기,법인,-,2016
Chrysler,6,12,19,8,1,7,4,8,10,15,7,10,107,경기,법인,-,2016
Citroen,1,0,1,0,0,0,0,0,1,1,1,0,5,경기,법인,-,2016
Fiat,0,1,6,0,0,1,1,0,1,0,0,0,10,경기,법인,-,2016
Ford,24,21,19,24,19,22,21,18,14,17,8,14,221,경기,법인,-,2016
Honda,3,8,5,4,1,4,12,6,3,14,5,7,72,경기,법인,-,2016
Infiniti,4,2,4,2,5,2,6,1,2,1,5,3,37,경기,법인,-,2016
Jaguar,12,8,6,7,1,7,5,1,9,1,4,5,66,경기,법인,-,2016
Land Rover,36,38,23,22,20,22,14,13,17,6,6,17,234,경기,법인,-,2016
Lexus,9,6,17,16,6,14,15,16,20,24,18,26,187,경기,법인,-,2016
MINI,6,2,8,7,2,1,5,3,9,3,4,8,58,경기,법인,-,2016
Mercedes-Benz,84,63,73,64,63,120,77,107,107,149,125,104,"1,136",경기,법인,-,2016
Nissan,8,12,9,11,3,3,1,5,6,5,4,2,69,경기,법인,-,2016
Peugeot,0,4,1,2,2,1,3,1,2,1,2,2,21,경기,법인,-,2016
Porsche,5,4,7,3,7,10,6,5,12,8,2,2,71,경기,법인,-,2016
Toyota,7,13,11,9,6,8,9,7,10,8,6,8,102,경기,법인,-,2016
Volkswagen,39,23,35,15,29,12,11,1,5,0,0,0,170,경기,법인,-,2016
Volvo,6,5,15,9,3,5,9,18,16,5,13,11,115,경기,법인,-,2016
Audi,2,0,0,2,1,2,4,1,2,1,2,0,17,강원,법인,-,2016
BMW,2,2,5,1,4,1,1,4,2,0,4,3,29,강원,법인,-,2016
Chrysler,1,0,2,0,2,2,1,0,1,1,1,1,12,강원,법인,-,2016
Ford,2,1,0,2,4,4,2,5,2,1,0,2,25,강원,법인,-,2016
Honda,0,1,0,0,2,1,0,1,0,0,0,1,6,강원,법인,-,2016
Infiniti,0,0,0,0,0,0,0,1,1,0,0,0,2,강원,법인,-,2016
Jaguar,0,0,0,0,0,0,0,2,0,0,0,0,2,강원,법인,-,2016
Land Rover,2,0,0,4,0,1,1,1,1,1,1,0,12,강원,법인,-,2016
Lexus,0,0,0,1,3,1,1,0,0,0,0,1,7,강원,법인,-,2016
MINI,0,1,0,0,1,0,0,0,0,1,0,0,3,강원,법인,-,2016
Mercedes-Benz,2,5,6,4,2,8,6,4,6,6,6,4,59,강원,법인,-,2016
Nissan,0,0,0,0,0,0,1,0,0,1,0,0,2,강원,법인,-,2016
Porsche,0,0,1,0,2,0,0,0,0,0,0,0,3,강원,법인,-,2016
Toyota,0,0,0,0,0,1,0,0,1,0,0,0,2,강원,법인,-,2016
Volkswagen,2,3,1,3,4,2,0,1,1,0,0,0,17,강원,법인,-,2016
Volvo,1,0,0,0,0,1,0,2,0,0,0,0,4,강원,법인,-,2016
Audi,8,0,4,4,7,4,2,0,0,3,6,1,39,충북,법인,-,2016
BMW,6,6,4,5,9,7,2,3,2,6,5,10,65,충북,법인,-,2016
Cadillac,0,0,0,0,0,0,0,1,0,1,0,0,2,충북,법인,-,2016
Chrysler,0,2,0,0,0,1,2,3,0,1,0,3,12,충북,법인,-,2016
Ford,1,0,0,0,3,0,0,0,4,0,3,2,13,충북,법인,-,2016
Honda,0,0,0,0,0,3,1,0,0,0,0,0,4,충북,법인,-,2016
Infiniti,0,1,1,0,0,0,1,0,0,0,1,0,4,충북,법인,-,2016
Jaguar,0,0,0,0,0,1,0,0,0,0,0,1,2,충북,법인,-,2016
Land Rover,2,2,1,5,0,0,1,1,2,2,1,3,20,충북,법인,-,2016
Lexus,2,0,1,0,1,2,3,1,1,1,4,4,20,충북,법인,-,2016
MINI,0,0,1,0,1,1,0,0,0,0,1,0,4,충북,법인,-,2016
Mercedes-Benz,6,5,8,7,9,14,13,9,4,9,14,9,107,충북,법인,-,2016
Nissan,0,1,1,1,0,1,0,1,2,1,0,0,8,충북,법인,-,2016
Peugeot,0,0,1,0,0,0,0,0,0,0,0,0,1,충북,법인,-,2016
Porsche,0,1,1,0,0,0,1,1,1,0,1,0,6,충북,법인,-,2016
Toyota,0,1,0,0,2,1,0,1,0,0,0,0,5,충북,법인,-,2016
Volkswagen,1,0,2,0,0,0,0,0,0,0,0,0,3,충북,법인,-,2016
Volvo,0,2,0,0,0,1,1,0,0,0,1,1,6,충북,법인,-,2016
Audi,0,0,5,0,3,5,7,3,0,2,4,1,30,충남,법인,-,2016
BMW,6,3,2,8,4,4,6,4,2,3,5,7,54,충남,법인,-,2016
Cadillac,0,0,0,0,0,0,0,1,1,0,0,1,3,충남,법인,-,2016
Chrysler,2,4,6,1,5,2,2,3,2,1,1,1,30,충남,법인,-,2016
Citroen,0,0,0,0,1,0,0,0,0,0,0,0,1,충남,법인,-,2016
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,충남,법인,-,2016
Ford,1,1,1,3,5,2,8,2,1,2,6,3,35,충남,법인,-,2016
Honda,0,0,0,1,1,1,0,0,1,0,0,0,4,충남,법인,-,2016
Infiniti,0,0,0,0,0,0,1,0,0,0,2,0,3,충남,법인,-,2016
Jaguar,0,0,0,0,1,0,0,0,3,0,0,0,4,충남,법인,-,2016
Land Rover,1,2,1,1,1,2,1,3,2,1,2,1,18,충남,법인,-,2016
Lexus,1,1,1,3,1,2,4,3,2,2,2,3,25,충남,법인,-,2016
MINI,0,1,1,0,0,0,1,0,1,1,0,0,5,충남,법인,-,2016
Mercedes-Benz,14,4,14,8,8,11,8,8,12,17,8,9,121,충남,법인,-,2016
Nissan,1,1,0,0,2,0,0,0,2,0,0,0,6,충남,법인,-,2016
Peugeot,0,1,1,0,2,0,0,0,0,1,0,1,6,충남,법인,-,2016
Porsche,0,0,1,0,1,1,0,0,0,0,0,0,3,충남,법인,-,2016
Toyota,0,0,1,1,1,1,0,0,0,0,2,0,6,충남,법인,-,2016
Volkswagen,4,0,5,1,3,0,1,0,2,0,0,0,16,충남,법인,-,2016
Volvo,1,1,1,0,0,0,1,1,1,0,0,0,6,충남,법인,-,2016
Audi,4,2,8,4,4,2,2,0,3,1,0,0,30,전북,법인,-,2016
BMW,8,9,6,3,2,6,6,3,0,2,2,11,58,전북,법인,-,2016
Cadillac,0,0,0,1,1,0,0,1,1,0,0,0,4,전북,법인,-,2016
Chrysler,2,5,4,4,2,2,1,1,2,2,1,3,29,전북,법인,-,2016
Ford,5,6,3,3,3,1,2,1,5,0,4,2,35,전북,법인,-,2016
Honda,0,1,0,0,0,2,1,0,0,0,0,0,4,전북,법인,-,2016
Infiniti,2,0,0,0,0,1,1,0,1,0,0,1,6,전북,법인,-,2016
Jaguar,0,0,1,0,1,0,1,0,2,1,0,0,6,전북,법인,-,2016
Land Rover,3,2,2,1,1,3,2,1,2,2,1,3,23,전북,법인,-,2016
Lexus,0,2,1,0,0,1,1,0,1,1,1,2,10,전북,법인,-,2016
MINI,0,0,0,0,0,0,2,0,0,0,0,0,2,전북,법인,-,2016
Mercedes-Benz,14,12,10,2,5,22,8,10,12,16,16,13,140,전북,법인,-,2016
Nissan,0,1,0,0,2,2,1,0,0,3,2,0,11,전북,법인,-,2016
Peugeot,0,0,0,0,0,0,0,1,1,2,0,0,4,전북,법인,-,2016
Porsche,1,0,1,1,1,0,0,0,0,0,1,0,5,전북,법인,-,2016
Toyota,1,1,1,1,0,0,0,1,1,0,1,0,7,전북,법인,-,2016
Volkswagen,2,1,3,1,5,1,0,0,0,0,0,0,13,전북,법인,-,2016
Volvo,1,1,1,0,1,1,1,0,2,1,0,0,9,전북,법인,-,2016
Audi,15,3,12,9,6,18,10,3,1,6,3,0,86,전남,법인,-,2016
BMW,19,7,12,10,15,13,15,15,11,7,19,28,171,전남,법인,-,2016
Bentley,0,0,0,0,0,1,0,0,0,0,0,0,1,전남,법인,-,2016
Cadillac,0,0,0,1,0,0,0,0,2,0,2,1,6,전남,법인,-,2016
Chrysler,0,1,0,4,1,2,0,4,0,1,1,2,16,전남,법인,-,2016
Citroen,0,0,1,0,0,0,0,0,0,1,0,0,2,전남,법인,-,2016
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,전남,법인,-,2016
Ford,1,0,2,5,3,2,0,1,3,3,2,2,24,전남,법인,-,2016
Honda,1,0,2,1,1,0,0,0,0,0,0,0,5,전남,법인,-,2016
Infiniti,0,0,0,0,1,1,0,0,0,0,0,0,2,전남,법인,-,2016
Jaguar,0,0,0,0,0,0,0,0,0,2,0,0,2,전남,법인,-,2016
Land Rover,5,1,1,0,0,4,2,1,2,2,0,6,24,전남,법인,-,2016
Lexus,0,1,3,2,1,1,2,0,0,3,3,2,18,전남,법인,-,2016
MINI,0,0,1,0,0,0,1,1,0,0,0,0,3,전남,법인,-,2016
Mercedes-Benz,28,76,45,9,8,29,22,28,28,31,30,36,370,전남,법인,-,2016
Nissan,0,6,1,3,0,1,1,0,0,0,0,0,12,전남,법인,-,2016
Peugeot,0,0,0,0,0,1,0,1,0,0,0,0,2,전남,법인,-,2016
Porsche,1,0,1,1,0,2,0,0,0,0,0,0,5,전남,법인,-,2016
Toyota,0,0,0,2,0,1,2,0,1,1,1,2,10,전남,법인,-,2016
Volkswagen,5,3,1,4,4,0,1,0,0,0,0,0,18,전남,법인,-,2016
Volvo,1,0,0,0,1,0,2,3,0,0,2,0,9,전남,법인,-,2016
Audi,1,0,3,3,2,2,1,0,0,1,1,0,14,경북,법인,-,2016
BMW,6,5,5,8,6,4,2,5,1,10,4,9,65,경북,법인,-,2016
Cadillac,0,0,0,0,1,0,0,0,0,0,1,0,2,경북,법인,-,2016
Chrysler,1,3,8,1,1,0,2,1,2,3,1,2,25,경북,법인,-,2016
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,경북,법인,-,2016
Ford,0,2,1,2,1,3,3,2,1,5,0,2,22,경북,법인,-,2016
Honda,0,0,0,0,1,1,0,2,1,0,0,0,5,경북,법인,-,2016
Infiniti,0,0,0,0,1,0,0,1,0,0,0,0,2,경북,법인,-,2016
Jaguar,0,0,2,0,1,0,0,1,1,0,0,0,5,경북,법인,-,2016
Land Rover,1,0,3,0,0,0,2,1,2,0,2,1,12,경북,법인,-,2016
Lexus,0,1,1,4,0,3,1,1,0,2,2,3,18,경북,법인,-,2016
MINI,0,0,1,2,0,0,0,1,0,0,0,0,4,경북,법인,-,2016
Mercedes-Benz,10,6,12,5,10,7,9,9,6,17,5,6,102,경북,법인,-,2016
Nissan,0,0,3,0,1,0,0,0,0,0,0,0,4,경북,법인,-,2016
Peugeot,1,0,1,0,0,0,1,0,0,0,0,0,3,경북,법인,-,2016
Porsche,1,0,1,1,1,1,0,1,1,1,0,0,8,경북,법인,-,2016
Toyota,0,2,1,0,1,1,0,0,0,0,1,1,7,경북,법인,-,2016
Volkswagen,0,3,4,2,1,0,1,0,0,0,0,0,11,경북,법인,-,2016
Volvo,1,0,1,0,1,1,2,0,1,1,1,0,9,경북,법인,-,2016
Audi,30,28,48,60,45,64,42,10,10,14,5,8,364,경남,법인,-,2016
BMW,143,116,143,116,184,177,114,97,111,83,132,187,"1,603",경남,법인,-,2016
Cadillac,0,1,0,2,0,1,0,3,2,7,6,3,25,경남,법인,-,2016
Chrysler,16,7,21,10,8,11,5,7,6,8,12,11,122,경남,법인,-,2016
Citroen,0,1,0,0,0,1,1,1,2,2,2,2,12,경남,법인,-,2016
Fiat,0,1,1,2,0,0,0,1,0,0,0,2,7,경남,법인,-,2016
Ford,42,29,23,15,13,13,17,14,17,10,13,10,216,경남,법인,-,2016
Honda,2,2,6,1,3,5,2,1,0,3,3,2,30,경남,법인,-,2016
Infiniti,14,12,13,17,14,7,15,3,25,7,2,5,134,경남,법인,-,2016
Jaguar,3,0,0,1,2,3,2,4,3,3,2,6,29,경남,법인,-,2016
Land Rover,13,6,7,9,6,11,8,6,6,9,10,7,98,경남,법인,-,2016
Lexus,17,14,27,18,12,43,33,20,28,38,25,17,292,경남,법인,-,2016
MINI,20,13,28,13,19,20,15,17,14,6,10,12,187,경남,법인,-,2016
Mercedes-Benz,489,587,705,667,412,641,552,626,554,732,542,632,"7,139",경남,법인,-,2016
Nissan,4,3,16,14,5,3,4,6,10,7,7,4,83,경남,법인,-,2016
Peugeot,1,0,1,4,2,7,1,1,3,1,3,1,25,경남,법인,-,2016
Porsche,24,7,22,12,27,6,17,17,23,17,9,8,189,경남,법인,-,2016
Toyota,0,4,7,8,9,15,4,6,6,3,6,1,69,경남,법인,-,2016
Volkswagen,18,11,17,6,14,15,3,0,0,0,0,0,84,경남,법인,-,2016
Volvo,3,2,6,5,4,4,5,3,4,4,4,5,49,경남,법인,-,2016
Audi,11,10,20,33,20,42,24,2,5,1,1,4,173,제주,법인,-,2016
BMW,34,47,38,56,56,49,73,47,65,70,175,172,882,제주,법인,-,2016
Bentley,0,0,1,1,0,0,0,0,0,0,0,0,2,제주,법인,-,2016
Cadillac,0,0,1,0,0,0,3,1,4,1,1,1,12,제주,법인,-,2016
Chrysler,3,3,4,1,2,6,6,2,5,5,10,10,57,제주,법인,-,2016
Citroen,10,0,0,1,0,0,17,0,0,26,10,36,100,제주,법인,-,2016
Fiat,0,0,0,2,0,0,0,0,0,0,2,1,5,제주,법인,-,2016
Ford,9,8,7,6,10,11,3,6,9,9,9,7,94,제주,법인,-,2016
Honda,1,2,2,4,1,1,0,4,2,3,2,2,24,제주,법인,-,2016
Infiniti,2,0,1,2,4,2,2,2,3,1,4,3,26,제주,법인,-,2016
Jaguar,0,1,0,2,1,2,0,2,4,4,1,2,19,제주,법인,-,2016
Land Rover,5,5,2,1,5,4,2,5,4,5,7,7,52,제주,법인,-,2016
Lexus,6,2,1,3,3,2,7,5,13,6,5,12,65,제주,법인,-,2016
MINI,3,4,2,13,10,7,3,3,2,10,6,5,68,제주,법인,-,2016
Mercedes-Benz,6,9,13,16,12,10,12,33,44,46,32,31,264,제주,법인,-,2016
