구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,area,sales_type,age,year
Nissan,2,10,2,2,3,1,1,3,1,5,11,1,42,제주,법인,-,2016
Peugeot,130,2,2,2,1,11,98,2,0,21,2,0,271,제주,법인,-,2016
Porsche,1,1,2,0,0,0,0,1,0,1,0,0,6,제주,법인,-,2016
Toyota,4,2,3,2,4,5,4,5,3,6,7,1,46,제주,법인,-,2016
Volkswagen,9,4,11,3,10,8,1,0,1,1,0,0,48,제주,법인,-,2016
Volvo,2,1,0,2,0,1,2,1,0,2,2,0,13,제주,법인,-,2016
Audi,13,8,2,0,0,0,0,0,0,0,3,1,27,서울,법인,-,2017
BMW,52,47,145,80,64,72,70,56,77,83,140,102,988,서울,법인,-,2017
Bentley,0,0,0,0,3,0,2,1,0,2,2,0,10,서울,법인,-,2017
Cadillac,1,5,6,1,6,11,6,1,3,6,8,2,56,서울,법인,-,2017
Chrysler,14,9,11,5,7,16,16,6,5,10,35,17,151,서울,법인,-,2017
Citroen,2,1,1,1,0,0,2,2,2,2,0,3,16,서울,법인,-,2017
Fiat,26,9,4,11,0,1,0,0,0,0,0,0,51,서울,법인,-,2017
Ford,21,14,14,13,20,24,15,16,20,12,20,18,207,서울,법인,-,2017
Honda,11,8,3,8,18,14,10,4,16,16,7,5,120,서울,법인,-,2017
Infiniti,0,2,6,2,7,3,6,3,7,6,2,3,47,서울,법인,-,2017
Jaguar,6,13,19,38,15,6,17,6,11,12,7,10,160,서울,법인,-,2017
Lamborghini,0,0,1,0,0,0,0,0,0,0,0,0,1,서울,법인,-,2017
Land Rover,11,18,26,16,11,16,26,12,17,25,24,36,238,서울,법인,-,2017
Lexus,33,12,19,21,16,29,27,20,43,12,21,32,285,서울,법인,-,2017
MINI,6,4,18,12,7,15,8,21,10,13,13,15,142,서울,법인,-,2017
Mercedes-Benz,192,183,244,188,184,276,187,190,186,158,211,142,"2,341",서울,법인,-,2017
Nissan,2,5,7,3,4,6,2,15,6,5,3,4,62,서울,법인,-,2017
Peugeot,1,2,4,2,3,5,9,5,3,7,18,8,67,서울,법인,-,2017
Porsche,11,7,1,7,12,11,6,7,5,5,6,17,95,서울,법인,-,2017
Rolls-Royce,0,0,1,0,0,0,0,0,0,0,0,0,1,서울,법인,-,2017
Toyota,24,11,15,27,11,17,20,12,17,32,21,15,222,서울,법인,-,2017
Volvo,15,24,17,10,12,10,20,5,7,23,16,2,161,서울,법인,-,2017
Audi,38,47,7,0,0,0,0,0,0,0,0,0,92,부산,법인,-,2017
BMW,260,333,445,448,474,540,364,502,478,448,710,765,"5,767",부산,법인,-,2017
Bentley,0,0,0,1,40,20,14,8,6,13,11,14,127,부산,법인,-,2017
Cadillac,10,5,6,7,11,22,18,16,23,9,34,39,200,부산,법인,-,2017
Chrysler,36,33,40,38,35,42,33,38,58,29,38,47,467,부산,법인,-,2017
Citroen,2,14,5,1,4,0,0,4,1,3,6,3,43,부산,법인,-,2017
Fiat,2,5,16,4,1,3,0,0,0,0,0,0,31,부산,법인,-,2017
Ford,99,69,82,72,137,115,130,92,133,106,107,106,"1,248",부산,법인,-,2017
Honda,16,10,5,30,22,38,28,10,28,15,33,18,253,부산,법인,-,2017
Infiniti,3,2,6,4,5,12,12,9,9,9,4,4,79,부산,법인,-,2017
Jaguar,103,109,201,77,126,143,131,44,158,64,118,112,"1,386",부산,법인,-,2017
Lamborghini,3,1,3,2,2,2,1,0,0,0,0,2,16,부산,법인,-,2017
Land Rover,188,235,309,149,218,267,217,170,409,219,285,492,"3,158",부산,법인,-,2017
Lexus,9,5,10,24,17,36,32,25,27,25,29,38,277,부산,법인,-,2017
MINI,17,20,22,20,33,21,24,31,35,36,30,37,326,부산,법인,-,2017
Mercedes-Benz,523,490,576,495,457,707,478,431,459,439,601,398,"6,054",부산,법인,-,2017
Nissan,8,5,6,6,8,8,9,10,8,1,7,8,84,부산,법인,-,2017
Peugeot,44,36,8,17,9,16,12,23,5,10,26,10,216,부산,법인,-,2017
Porsche,72,89,113,80,132,99,68,13,90,38,53,100,947,부산,법인,-,2017
Rolls-Royce,0,0,0,4,2,0,1,1,4,3,2,0,17,부산,법인,-,2017
Toyota,14,6,6,12,12,17,10,20,4,24,14,11,150,부산,법인,-,2017
Volvo,23,29,26,28,19,24,27,31,28,38,41,16,330,부산,법인,-,2017
Audi,8,8,0,0,0,0,0,0,0,0,0,1,17,대구,법인,-,2017
BMW,174,114,204,149,156,155,105,188,191,111,143,152,"1,842",대구,법인,-,2017
Bentley,0,0,0,0,2,1,0,0,0,1,0,0,4,대구,법인,-,2017
Cadillac,1,3,5,3,18,13,3,9,9,11,5,15,95,대구,법인,-,2017
Chrysler,9,12,7,9,12,9,11,16,13,10,15,17,140,대구,법인,-,2017
Citroen,2,0,1,1,0,0,0,0,1,0,0,0,5,대구,법인,-,2017
Fiat,0,6,2,0,0,0,0,0,0,0,0,0,8,대구,법인,-,2017
Ford,22,20,18,19,17,20,21,21,22,19,15,14,228,대구,법인,-,2017
Honda,5,2,1,3,5,11,13,5,3,3,8,6,65,대구,법인,-,2017
Infiniti,5,2,4,11,10,7,2,7,5,6,4,1,64,대구,법인,-,2017
Jaguar,48,56,132,35,55,71,55,36,77,40,51,54,710,대구,법인,-,2017
Land Rover,98,129,146,75,87,138,92,77,173,114,133,157,"1,419",대구,법인,-,2017
Lexus,27,23,101,119,109,126,152,197,214,142,224,208,"1,642",대구,법인,-,2017
MINI,2,1,3,11,6,5,16,12,12,6,13,7,94,대구,법인,-,2017
Mercedes-Benz,542,572,631,636,473,787,503,488,528,460,650,406,"6,676",대구,법인,-,2017
Nissan,1,3,2,3,3,4,4,5,2,6,1,4,38,대구,법인,-,2017
Peugeot,0,1,7,5,0,0,8,1,6,7,3,17,55,대구,법인,-,2017
Porsche,31,26,24,11,27,24,16,6,27,27,17,37,273,대구,법인,-,2017
Rolls-Royce,0,0,1,0,0,0,0,0,0,0,0,0,1,대구,법인,-,2017
Toyota,19,7,13,21,12,15,17,15,15,43,44,25,246,대구,법인,-,2017
Volvo,8,15,7,4,9,10,12,9,8,8,6,1,97,대구,법인,-,2017
Audi,131,103,25,0,0,0,0,0,0,0,24,8,291,인천,법인,-,2017
BMW,624,647,"1,166",972,904,"1,221",818,"1,056","1,167",970,"1,185",955,"11,685",인천,법인,-,2017
Bentley,0,0,0,1,5,3,4,4,1,5,8,13,44,인천,법인,-,2017
Cadillac,21,12,22,23,50,45,34,36,51,21,27,46,388,인천,법인,-,2017
Chrysler,57,37,82,65,57,77,58,68,83,67,100,160,911,인천,법인,-,2017
Citroen,3,6,10,9,9,10,9,5,5,1,4,6,77,인천,법인,-,2017
Fiat,5,10,16,9,0,2,0,0,0,0,0,0,42,인천,법인,-,2017
Ford,63,41,61,42,64,66,61,47,53,37,19,58,612,인천,법인,-,2017
Honda,10,9,3,17,18,29,24,12,28,18,32,24,224,인천,법인,-,2017
Infiniti,12,10,20,28,20,23,23,18,28,16,12,6,216,인천,법인,-,2017
Jaguar,17,14,32,8,14,39,37,21,29,30,22,37,300,인천,법인,-,2017
Land Rover,37,53,62,33,38,80,89,83,134,132,126,144,"1,011",인천,법인,-,2017
Lexus,89,133,89,72,63,96,65,35,33,31,32,52,790,인천,법인,-,2017
MINI,74,110,87,128,130,136,130,179,172,96,141,143,"1,526",인천,법인,-,2017
Mercedes-Benz,306,262,366,287,266,416,348,312,307,225,374,261,"3,730",인천,법인,-,2017
Nissan,6,4,11,20,9,16,16,13,15,21,12,6,149,인천,법인,-,2017
Peugeot,4,12,15,30,31,30,30,30,26,23,27,35,293,인천,법인,-,2017
Porsche,18,8,5,8,11,13,8,5,15,6,8,16,121,인천,법인,-,2017
Rolls-Royce,3,2,10,4,4,9,5,4,4,2,5,7,59,인천,법인,-,2017
Toyota,31,18,21,20,23,22,22,13,17,34,30,19,270,인천,법인,-,2017
Volvo,66,86,100,80,77,93,81,68,80,82,97,22,932,인천,법인,-,2017
BMW,1,9,7,9,9,8,4,6,5,5,11,13,87,광주,법인,-,2017
Bentley,0,0,0,0,0,0,0,0,0,1,0,0,1,광주,법인,-,2017
Cadillac,0,0,3,0,2,1,3,0,1,0,1,0,11,광주,법인,-,2017
Chrysler,0,0,0,1,0,1,0,1,2,0,1,3,9,광주,법인,-,2017
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,광주,법인,-,2017
Ford,1,0,0,1,0,3,1,2,1,2,0,2,13,광주,법인,-,2017
Honda,1,0,1,1,2,1,4,0,2,2,0,1,15,광주,법인,-,2017
Jaguar,3,0,0,0,0,2,0,0,1,0,0,0,6,광주,법인,-,2017
Land Rover,1,0,3,2,1,2,2,1,2,0,0,1,15,광주,법인,-,2017
Lexus,1,0,0,0,0,5,3,1,2,4,2,2,20,광주,법인,-,2017
MINI,0,0,0,1,0,0,0,1,0,0,0,0,2,광주,법인,-,2017
Mercedes-Benz,28,16,24,20,17,23,14,13,7,13,12,10,197,광주,법인,-,2017
Nissan,0,2,2,1,0,0,2,0,1,0,1,2,11,광주,법인,-,2017
Peugeot,0,1,0,1,0,0,0,0,1,0,0,0,3,광주,법인,-,2017
Porsche,2,1,0,0,2,0,1,0,0,1,0,1,8,광주,법인,-,2017
Toyota,4,1,2,2,0,3,1,0,0,7,2,2,24,광주,법인,-,2017
Volvo,1,1,1,0,0,0,0,1,0,0,2,0,6,광주,법인,-,2017
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,대전,법인,-,2017
BMW,3,1,4,7,5,5,3,7,8,3,8,3,57,대전,법인,-,2017
Bentley,0,0,0,0,0,0,0,0,0,0,0,1,1,대전,법인,-,2017
Cadillac,1,0,2,1,0,0,0,1,0,0,1,0,6,대전,법인,-,2017
Chrysler,0,1,0,0,1,0,1,1,3,2,1,1,11,대전,법인,-,2017
Citroen,0,1,0,0,0,0,0,1,0,0,1,0,3,대전,법인,-,2017
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,대전,법인,-,2017
Ford,2,1,3,1,2,0,2,0,6,4,3,3,27,대전,법인,-,2017
Honda,4,1,0,0,0,2,0,1,1,0,1,0,10,대전,법인,-,2017
Infiniti,0,3,0,0,1,0,0,0,1,0,0,0,5,대전,법인,-,2017
Jaguar,0,0,0,0,0,0,0,0,0,0,0,2,2,대전,법인,-,2017
Land Rover,0,1,0,1,1,2,1,1,2,3,2,2,16,대전,법인,-,2017
Lexus,0,4,6,3,2,1,0,2,3,3,5,2,31,대전,법인,-,2017
MINI,0,0,0,0,3,0,2,1,1,0,1,0,8,대전,법인,-,2017
Mercedes-Benz,14,10,13,8,10,17,9,13,9,10,12,10,135,대전,법인,-,2017
Nissan,0,1,1,0,0,1,0,0,3,0,0,0,6,대전,법인,-,2017
Peugeot,0,1,1,0,0,0,0,0,0,0,0,0,2,대전,법인,-,2017
Porsche,0,2,2,0,6,1,3,1,2,1,1,1,20,대전,법인,-,2017
Toyota,0,1,1,1,1,0,2,2,1,0,3,0,12,대전,법인,-,2017
Volvo,2,0,1,0,1,0,0,2,2,0,0,2,10,대전,법인,-,2017
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,울산,법인,-,2017
BMW,1,4,3,4,5,4,2,2,0,3,4,3,35,울산,법인,-,2017
Bentley,1,0,0,0,0,0,1,0,0,0,0,0,2,울산,법인,-,2017
Cadillac,2,0,0,0,0,1,0,0,0,0,0,0,3,울산,법인,-,2017
Chrysler,0,0,1,0,0,2,0,1,0,1,0,1,6,울산,법인,-,2017
Ford,0,2,1,1,1,1,2,0,2,2,2,0,14,울산,법인,-,2017
Honda,0,0,0,0,0,0,1,0,0,0,3,0,4,울산,법인,-,2017
Jaguar,0,0,0,0,0,0,0,0,0,0,0,1,1,울산,법인,-,2017
Lamborghini,1,0,0,0,0,0,0,0,0,0,0,0,1,울산,법인,-,2017
Land Rover,1,1,0,0,0,2,1,0,0,0,0,1,6,울산,법인,-,2017
Lexus,1,1,0,0,0,0,0,0,0,0,0,1,3,울산,법인,-,2017
MINI,0,1,0,0,1,0,0,1,0,1,0,0,4,울산,법인,-,2017
Mercedes-Benz,7,7,5,9,8,7,2,7,7,4,4,6,73,울산,법인,-,2017
Porsche,0,1,0,1,0,0,0,0,0,0,0,0,2,울산,법인,-,2017
Toyota,0,0,0,0,0,1,0,0,0,0,1,0,2,울산,법인,-,2017
Volvo,0,0,0,1,0,1,1,0,0,2,1,0,6,울산,법인,-,2017
BMW,1,0,0,0,2,0,2,0,0,0,1,0,6,세종,법인,-,2017
Chrysler,0,0,0,0,0,0,0,0,1,0,0,0,1,세종,법인,-,2017
Ford,1,1,0,0,0,0,0,0,0,0,0,0,2,세종,법인,-,2017
Jaguar,0,0,0,0,0,1,0,0,0,0,0,0,1,세종,법인,-,2017
Land Rover,1,0,1,0,0,0,1,1,0,0,0,0,4,세종,법인,-,2017
Lexus,0,0,0,1,0,0,0,0,0,1,1,0,3,세종,법인,-,2017
MINI,1,0,0,0,0,0,0,0,0,0,0,0,1,세종,법인,-,2017
Mercedes-Benz,2,1,1,2,0,1,1,2,1,2,2,1,16,세종,법인,-,2017
Nissan,0,0,0,0,1,0,0,0,0,0,0,0,1,세종,법인,-,2017
Peugeot,0,1,1,0,0,0,0,0,0,0,0,0,2,세종,법인,-,2017
Toyota,0,0,1,0,0,0,0,0,0,0,0,0,1,세종,법인,-,2017
Volvo,0,0,0,0,0,0,0,2,0,0,1,0,3,세종,법인,-,2017
Audi,8,8,0,0,0,0,0,0,0,0,5,0,21,경기,법인,-,2017
BMW,47,32,62,55,49,58,37,40,53,52,92,109,686,경기,법인,-,2017
Bentley,0,0,0,0,1,1,0,2,0,2,1,3,10,경기,법인,-,2017
Cadillac,2,1,8,1,5,4,6,4,20,2,4,6,63,경기,법인,-,2017
Chrysler,11,7,7,10,3,11,13,6,10,3,12,8,101,경기,법인,-,2017
Citroen,1,2,0,0,2,0,0,2,0,0,1,1,9,경기,법인,-,2017
Fiat,0,9,10,3,2,1,0,0,0,0,0,0,25,경기,법인,-,2017
Ford,18,12,14,20,5,13,15,8,14,13,21,16,169,경기,법인,-,2017
Honda,5,6,2,11,20,22,11,7,14,4,16,3,121,경기,법인,-,2017
Infiniti,5,1,1,4,3,0,0,1,6,4,1,1,27,경기,법인,-,2017
Jaguar,4,3,19,2,2,3,2,4,3,2,3,5,52,경기,법인,-,2017
Land Rover,8,19,15,5,11,24,21,12,25,10,34,23,207,경기,법인,-,2017
Lexus,10,10,16,16,12,27,19,13,16,9,14,21,183,경기,법인,-,2017
MINI,2,0,4,3,5,1,8,3,4,5,2,6,43,경기,법인,-,2017
Mercedes-Benz,144,86,130,111,117,162,92,99,101,106,124,80,"1,352",경기,법인,-,2017
Nissan,3,4,4,4,4,4,6,4,9,49,4,38,133,경기,법인,-,2017
Peugeot,0,2,2,0,2,0,5,4,4,0,0,2,21,경기,법인,-,2017
Porsche,8,3,2,1,7,6,3,2,5,8,3,6,54,경기,법인,-,2017
Toyota,18,9,2,11,10,14,5,7,8,17,11,9,121,경기,법인,-,2017
Volvo,8,14,8,9,6,14,4,4,7,9,8,4,95,경기,법인,-,2017
BMW,2,1,8,2,4,2,2,6,2,3,10,3,45,강원,법인,-,2017
Cadillac,0,0,0,0,1,0,0,0,1,0,0,2,4,강원,법인,-,2017
Chrysler,1,1,1,1,1,2,1,0,1,1,4,0,14,강원,법인,-,2017
Citroen,0,0,0,0,0,0,0,2,1,0,0,0,3,강원,법인,-,2017
Ford,4,1,0,1,0,1,2,5,0,2,1,3,20,강원,법인,-,2017
Infiniti,0,0,2,0,0,0,0,0,1,0,0,0,3,강원,법인,-,2017
Land Rover,3,2,1,0,0,0,1,3,2,0,0,1,13,강원,법인,-,2017
Lexus,1,2,0,1,0,1,2,1,0,0,0,1,9,강원,법인,-,2017
MINI,0,1,1,0,0,1,0,0,0,1,0,0,4,강원,법인,-,2017
Mercedes-Benz,3,8,3,6,7,6,6,2,5,3,3,4,56,강원,법인,-,2017
Nissan,1,1,1,0,0,0,1,0,0,0,0,0,4,강원,법인,-,2017
Peugeot,0,0,0,0,0,6,5,5,1,0,2,2,21,강원,법인,-,2017
Porsche,2,0,0,0,0,1,0,0,1,0,1,0,5,강원,법인,-,2017
Toyota,1,1,1,1,1,1,0,0,0,1,0,1,8,강원,법인,-,2017
Volvo,1,0,0,1,0,0,0,1,0,0,1,0,4,강원,법인,-,2017
Audi,1,2,0,0,0,0,0,0,0,0,0,0,3,충북,법인,-,2017
BMW,3,6,6,14,8,5,6,6,7,2,10,9,82,충북,법인,-,2017
Cadillac,0,0,0,0,0,0,0,0,0,0,1,0,1,충북,법인,-,2017
Chrysler,0,2,1,0,0,1,0,1,4,0,1,3,13,충북,법인,-,2017
Fiat,1,1,1,1,0,0,0,0,0,0,0,0,4,충북,법인,-,2017
Ford,5,2,4,0,4,5,2,1,4,4,2,1,34,충북,법인,-,2017
Honda,0,0,0,0,0,0,0,1,0,0,1,0,2,충북,법인,-,2017
Infiniti,0,0,0,0,0,0,0,0,0,0,0,1,1,충북,법인,-,2017
Jaguar,0,1,0,0,1,0,0,0,0,0,0,0,2,충북,법인,-,2017
Land Rover,3,2,0,1,0,1,0,2,4,1,0,4,18,충북,법인,-,2017
Lexus,1,0,0,1,1,1,3,1,0,3,0,3,14,충북,법인,-,2017
MINI,0,0,0,1,1,0,1,0,0,0,0,0,3,충북,법인,-,2017
Mercedes-Benz,17,19,5,16,16,18,6,7,10,9,11,9,143,충북,법인,-,2017
Nissan,2,2,1,0,0,0,0,0,1,0,2,0,8,충북,법인,-,2017
Peugeot,0,1,0,0,0,1,0,0,0,1,0,0,3,충북,법인,-,2017
Porsche,0,0,0,0,0,1,0,0,0,0,0,0,1,충북,법인,-,2017
Toyota,1,0,0,1,1,0,4,0,0,0,0,1,8,충북,법인,-,2017
Volvo,2,3,2,1,3,0,0,3,0,0,3,0,17,충북,법인,-,2017
Audi,1,0,1,0,0,0,0,0,0,0,0,0,2,충남,법인,-,2017
BMW,6,2,6,8,2,8,4,6,7,2,15,6,72,충남,법인,-,2017
Bentley,0,0,0,0,1,0,0,0,0,0,0,0,1,충남,법인,-,2017
Cadillac,2,1,1,0,1,0,1,0,0,0,2,3,11,충남,법인,-,2017
Chrysler,3,5,4,1,2,1,2,2,1,3,1,2,27,충남,법인,-,2017
Ford,7,1,2,0,3,3,1,5,3,1,1,1,28,충남,법인,-,2017
Honda,0,0,1,1,1,3,0,0,0,0,2,0,8,충남,법인,-,2017
Infiniti,0,0,0,0,0,1,0,0,0,0,0,2,3,충남,법인,-,2017
Jaguar,0,0,3,0,0,0,0,1,0,0,0,1,5,충남,법인,-,2017
Land Rover,2,1,2,1,1,1,0,0,2,0,3,1,14,충남,법인,-,2017
Lexus,2,1,1,1,0,4,1,3,1,3,2,3,22,충남,법인,-,2017
MINI,0,0,0,0,0,0,1,0,0,0,1,0,2,충남,법인,-,2017
Mercedes-Benz,14,16,20,17,9,14,11,9,10,9,12,21,162,충남,법인,-,2017
Nissan,1,0,0,0,0,0,0,0,0,0,1,0,2,충남,법인,-,2017
Peugeot,0,2,2,0,0,0,0,4,0,0,1,0,9,충남,법인,-,2017
Porsche,0,0,0,0,0,1,0,0,0,1,0,0,2,충남,법인,-,2017
Toyota,0,0,0,0,0,1,1,1,0,0,1,0,4,충남,법인,-,2017
Volvo,2,5,2,1,2,2,0,2,4,1,2,0,23,충남,법인,-,2017
Audi,4,0,0,0,0,0,0,0,0,0,0,0,4,전북,법인,-,2017
BMW,5,3,8,5,1,5,7,5,7,3,4,2,55,전북,법인,-,2017
Cadillac,0,0,0,0,0,1,2,1,1,1,2,0,8,전북,법인,-,2017
Chrysler,1,1,1,2,2,0,0,4,0,0,0,3,14,전북,법인,-,2017
Citroen,0,0,0,0,0,0,0,0,1,0,0,0,1,전북,법인,-,2017
Fiat,0,0,0,2,0,0,0,0,0,0,0,0,2,전북,법인,-,2017
Ford,4,6,1,3,6,2,4,0,2,0,3,2,33,전북,법인,-,2017
Honda,0,0,0,1,1,2,0,0,0,0,0,1,5,전북,법인,-,2017
Infiniti,1,0,1,1,0,0,0,0,0,0,1,1,5,전북,법인,-,2017
Jaguar,0,0,0,0,0,0,0,0,0,0,0,1,1,전북,법인,-,2017
Land Rover,1,0,2,0,1,1,0,3,3,1,6,3,21,전북,법인,-,2017
Lexus,0,2,0,0,1,0,3,2,0,2,2,0,12,전북,법인,-,2017
MINI,0,0,1,0,0,0,0,0,0,0,1,0,2,전북,법인,-,2017
Mercedes-Benz,21,8,17,12,6,20,11,10,12,12,10,4,143,전북,법인,-,2017
Nissan,0,0,0,0,1,0,0,1,1,0,3,0,6,전북,법인,-,2017
Peugeot,4,0,0,0,0,0,1,1,0,0,1,0,7,전북,법인,-,2017
Porsche,0,0,0,0,1,0,0,0,0,0,0,2,3,전북,법인,-,2017
Toyota,0,1,1,0,0,0,2,1,0,0,0,0,5,전북,법인,-,2017
Volvo,2,1,0,0,1,1,1,1,0,1,4,0,12,전북,법인,-,2017
Audi,2,1,1,0,0,0,0,0,0,0,0,0,4,전남,법인,-,2017
BMW,10,11,30,30,25,24,16,17,22,12,14,20,231,전남,법인,-,2017
Bentley,0,0,0,0,1,0,0,0,0,0,1,0,2,전남,법인,-,2017
Cadillac,0,0,0,2,1,0,0,0,1,1,0,0,5,전남,법인,-,2017
Chrysler,1,1,1,2,3,4,2,4,1,1,1,3,24,전남,법인,-,2017
Ford,3,1,2,1,1,6,3,3,2,3,2,3,30,전남,법인,-,2017
Honda,1,0,1,0,1,1,0,0,2,1,1,1,9,전남,법인,-,2017
Jaguar,0,1,1,0,0,2,1,0,1,1,1,1,9,전남,법인,-,2017
Lamborghini,0,0,0,1,0,0,0,0,0,0,0,0,1,전남,법인,-,2017
Land Rover,1,1,2,3,2,1,0,1,3,1,3,4,22,전남,법인,-,2017
Lexus,0,1,1,3,3,1,3,1,2,1,1,1,18,전남,법인,-,2017
MINI,0,0,0,0,2,0,0,0,0,0,1,1,4,전남,법인,-,2017
Mercedes-Benz,38,44,35,57,44,50,163,34,41,26,35,33,600,전남,법인,-,2017
Nissan,1,1,0,0,1,1,1,0,1,0,0,0,6,전남,법인,-,2017
Peugeot,0,0,0,0,0,0,1,0,1,0,0,3,5,전남,법인,-,2017
Porsche,0,0,0,0,1,0,0,0,0,0,0,0,1,전남,법인,-,2017
Toyota,0,1,1,1,0,1,1,1,1,0,2,0,9,전남,법인,-,2017
Volvo,2,0,1,1,0,1,2,2,1,0,0,0,10,전남,법인,-,2017
Audi,0,1,0,0,0,0,0,0,0,0,0,0,1,경북,법인,-,2017
BMW,4,3,5,4,4,4,3,2,8,8,12,18,75,경북,법인,-,2017
Cadillac,1,0,0,1,0,0,0,0,0,0,1,0,3,경북,법인,-,2017
Chrysler,5,1,4,2,1,0,2,0,1,1,3,4,24,경북,법인,-,2017
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,경북,법인,-,2017
Ford,2,0,2,0,1,2,1,4,1,1,1,0,15,경북,법인,-,2017
Honda,0,0,0,1,1,4,0,0,1,0,0,1,8,경북,법인,-,2017
Jaguar,0,0,0,0,0,0,0,0,0,1,0,2,3,경북,법인,-,2017
Land Rover,0,1,1,1,1,0,1,3,1,2,1,5,17,경북,법인,-,2017
Lexus,1,1,2,4,0,2,5,4,0,2,2,3,26,경북,법인,-,2017
MINI,0,1,1,0,1,1,1,1,0,0,0,0,6,경북,법인,-,2017
Mercedes-Benz,21,9,8,10,5,10,8,9,10,7,25,8,130,경북,법인,-,2017
Nissan,0,0,2,2,0,0,1,0,4,1,1,0,11,경북,법인,-,2017
Peugeot,0,0,0,0,0,0,0,0,0,1,0,1,2,경북,법인,-,2017
Porsche,0,0,0,0,0,1,1,0,1,0,0,1,4,경북,법인,-,2017
Toyota,6,1,0,0,0,0,2,1,0,1,4,1,16,경북,법인,-,2017
Volvo,1,0,0,2,1,0,0,1,0,0,2,0,7,경북,법인,-,2017
Audi,9,10,1,0,0,0,0,0,0,0,0,0,20,경남,법인,-,2017
BMW,30,93,89,63,66,65,81,86,85,62,69,69,858,경남,법인,-,2017
Bentley,0,0,0,0,0,1,1,0,0,0,0,1,3,경남,법인,-,2017
Cadillac,3,2,2,0,7,3,4,0,3,2,4,6,36,경남,법인,-,2017
Chrysler,2,5,5,2,3,8,1,2,9,2,4,3,46,경남,법인,-,2017
Citroen,0,1,1,0,0,0,0,0,0,0,0,0,2,경남,법인,-,2017
Fiat,0,1,3,0,0,0,0,0,0,0,0,0,4,경남,법인,-,2017
Ford,14,4,7,4,5,4,3,6,3,4,3,6,63,경남,법인,-,2017
Honda,3,3,3,3,3,3,2,1,3,0,2,0,26,경남,법인,-,2017
Infiniti,2,9,5,11,4,1,6,4,13,3,1,0,59,경남,법인,-,2017
Jaguar,1,2,7,0,1,0,0,0,0,1,0,1,13,경남,법인,-,2017
Lamborghini,0,2,0,0,0,0,0,0,0,0,0,0,2,경남,법인,-,2017
Land Rover,5,7,11,5,1,5,3,6,7,4,7,10,71,경남,법인,-,2017
Lexus,15,16,22,20,19,17,22,29,26,17,26,32,261,경남,법인,-,2017
MINI,4,2,5,1,12,8,9,9,28,5,9,14,106,경남,법인,-,2017
Mercedes-Benz,590,557,696,563,491,780,434,410,599,492,583,393,"6,588",경남,법인,-,2017
Nissan,4,4,4,2,2,6,5,1,6,1,4,4,43,경남,법인,-,2017
Peugeot,0,0,3,3,1,0,6,1,3,6,6,8,37,경남,법인,-,2017
Porsche,18,11,5,8,11,21,19,7,24,11,18,32,185,경남,법인,-,2017
Rolls-Royce,0,0,0,0,0,0,1,0,0,0,0,0,1,경남,법인,-,2017
Toyota,4,4,5,2,2,3,4,0,2,1,4,0,31,경남,법인,-,2017
Volvo,14,9,11,9,11,9,3,8,4,2,10,1,91,경남,법인,-,2017
Audi,4,6,1,0,0,0,0,0,0,0,0,0,11,제주,법인,-,2017
BMW,54,61,114,159,43,52,42,63,80,57,58,80,863,제주,법인,-,2017
Bentley,0,0,0,0,0,0,1,0,0,0,0,1,2,제주,법인,-,2017
Cadillac,0,0,1,4,1,2,2,1,2,2,2,2,19,제주,법인,-,2017
Chrysler,6,3,16,8,9,10,7,10,12,10,15,11,117,제주,법인,-,2017
Citroen,0,41,1,57,44,25,16,2,1,14,3,0,204,제주,법인,-,2017
Fiat,1,0,2,1,0,0,0,0,0,0,0,0,4,제주,법인,-,2017
Ford,9,10,12,9,12,14,13,8,11,12,9,9,128,제주,법인,-,2017
Honda,3,2,1,1,0,6,4,1,4,2,1,1,26,제주,법인,-,2017
Infiniti,1,0,0,3,0,0,0,0,0,0,1,2,7,제주,법인,-,2017
Jaguar,1,3,9,6,0,4,1,1,1,0,0,0,26,제주,법인,-,2017
Land Rover,3,3,5,3,3,3,9,2,7,3,13,5,59,제주,법인,-,2017
Lexus,12,10,5,5,5,5,3,3,5,5,4,3,65,제주,법인,-,2017
MINI,3,5,10,33,45,13,19,20,11,4,7,6,176,제주,법인,-,2017
Mercedes-Benz,39,32,24,38,20,29,29,24,24,18,27,15,319,제주,법인,-,2017
Nissan,26,3,0,3,1,1,3,2,0,1,0,1,41,제주,법인,-,2017
Peugeot,2,0,2,18,49,27,4,6,4,13,7,3,135,제주,법인,-,2017
Porsche,0,0,0,2,0,0,0,0,0,0,0,0,2,제주,법인,-,2017
Toyota,9,8,5,3,4,5,5,5,1,6,9,4,64,제주,법인,-,2017
Volvo,1,8,5,3,3,0,8,6,10,6,7,2,59,제주,법인,-,2017
Audi,2,0,2,27,21,11,30,15,12,2,7,15,144,서울,법인,-,2018
BMW,83,50,116,93,75,102,63,71,104,84,49,65,955,서울,법인,-,2018
Bentley,0,1,3,2,1,1,1,2,0,0,0,0,11,서울,법인,-,2018
